name,motion,tier,scenario,n_src,peak,recon_err,noise_dba_target,noise_dba_meas,az_med_max,el_med_max,cpa_rel_dist_m,cpa_rel_time_s,car_audible_frac,recv_ok,mask_ok,result
fold1_room2_mix066,static,safe,traffic3,3,0.0044,2.32e-07,45.527615942479734,45.53,0.319,0.342,9.962,5.52,0.98,True,True,PASS
fold1_room2_mix067,walk,critical,traffic3,4,0.0049,2.83e-07,60.77636087798486,60.78,0.497,0.334,0.783,5.36,0.37,True,True,PASS
fold1_room2_mix068,walk,caution,traffic3,3,0.0046,2.30e-07,49.84530832060629,49.85,0.269,0.313,2.965,5.53,0.99,True,True,PASS
fold1_room2_mix069,static,safe,traffic3,4,0.0032,2.79e-07,48.487691259364254,48.49,0.315,0.38,13.663,4.49,0.99,True,True,PASS
fold1_room2_mix070,static,critical,traffic3,3,0.0051,2.32e-07,60.21843106604206,60.22,0.344,0.245,1.103,8.52,0.38,True,True,PASS
fold1_room2_mix071,walk,caution,traffic3,4,0.03,2.83e-07,44.729648707099415,44.73,0.286,0.291,1.582,4.61,1.0,True,True,PASS
fold1_room2_mix072,walk,safe,traffic3,3,0.0039,2.32e-07,54.21600401518517,54.22,0.298,0.318,11.716,4.36,0.73,True,True,PASS
fold1_room2_mix073,static,critical,traffic3,4,0.0181,2.81e-07,43.751233090517665,43.75,0.477,0.343,1.26,8.81,0.99,True,True,PASS
fold1_room2_mix074,static,caution,traffic3,3,0.0044,2.37e-07,47.69391819544332,47.69,0.336,0.333,2.79,8.59,0.94,True,True,PASS
fold1_room2_mix075,walk,safe,traffic3,4,0.0059,2.75e-07,56.81909638419834,56.82,0.328,0.297,6.648,5.98,0.74,True,True,PASS
fold1_room2_mix076,walk,critical,traffic3,3,0.0069,2.32e-07,46.99031856601489,46.99,0.28,0.344,1.052,4.64,1.0,True,True,PASS
fold1_room2_mix077,static,caution,traffic3,4,0.0022,2.78e-07,44.80055893619915,44.8,0.262,0.359,2.267,4.18,0.99,True,True,PASS
fold1_room2_mix078,static,safe,traffic3,3,0.0049,2.32e-07,44.105591473489206,44.11,0.298,0.311,6.829,5.8,0.98,True,True,PASS
fold1_room2_mix079,walk,critical,traffic3,4,0.0052,2.78e-07,54.40021398179188,54.4,0.28,0.284,0.633,4.32,0.97,True,True,PASS
fold1_room2_mix080,walk,caution,traffic3,3,0.0034,2.30e-07,58.697647004478085,58.7,0.313,0.261,2.967,5.9,0.43,True,True,PASS
fold1_room2_mix081,static,safe,traffic3,4,0.0235,2.79e-07,58.41383523285921,58.41,0.311,0.332,5.948,8.28,0.48,True,True,PASS
fold1_room2_mix082,static,critical,traffic3,3,0.0089,2.32e-07,42.849556589195174,42.85,0.289,0.329,1.365,7.48,0.98,True,True,PASS
fold1_room2_mix083,walk,caution,traffic3,4,0.0128,2.77e-07,57.89530767430442,57.9,0.365,0.311,2.984,6.05,0.4,True,True,PASS
fold1_room2_mix084,walk,safe,traffic3,3,0.0039,2.29e-07,46.97279134524935,46.97,0.298,0.323,6.132,8.06,0.67,True,True,PASS
fold1_room2_mix085,static,critical,traffic3,4,0.0042,2.70e-07,52.63866995320921,52.64,0.326,0.364,1.201,8.54,0.71,True,True,PASS
fold1_room2_mix086,static,caution,traffic3,3,0.0052,2.32e-07,60.78798339948211,60.79,0.397,0.259,1.922,7.42,0.4,True,True,PASS
fold1_room2_mix087,walk,safe,traffic3,4,0.0033,2.75e-07,57.83651995815978,57.84,0.356,0.321,4.934,8.78,0.43,True,True,PASS
fold1_room2_mix088,walk,critical,traffic3,3,0.0074,2.31e-07,51.227537013771865,51.23,0.296,0.368,1.145,5.03,0.99,True,True,PASS
fold1_room2_mix089,static,caution,traffic3,4,0.004,2.86e-07,59.371572723442654,59.37,0.365,0.341,1.99,6.55,0.39,True,True,PASS
fold1_room2_mix090,static,safe,traffic3,3,0.0032,2.29e-07,50.05736122198295,50.06,0.284,0.283,14.44,8.66,0.59,True,True,PASS
fold1_room2_mix091,walk,critical,traffic3,4,0.0145,2.73e-07,60.58208883673473,60.58,0.339,0.31,1.174,5.85,0.29,True,True,PASS
fold1_room2_mix092,walk,caution,traffic3,3,0.0031,2.31e-07,60.607829823767034,60.61,0.339,0.321,2.577,7.98,0.45,True,True,PASS
fold1_room2_mix093,static,safe,traffic3,4,0.0388,2.75e-07,53.71879008269016,53.72,0.36,0.28,14.1,8.55,0.52,True,True,PASS
fold1_room2_mix094,static,critical,traffic3,3,0.0046,2.34e-07,52.22136157550051,52.22,0.301,0.378,1.069,4.67,0.98,True,True,PASS
fold1_room2_mix095,walk,caution,traffic3,4,0.0111,2.74e-07,51.20199566152281,51.2,0.3,0.3,1.643,8.61,0.98,True,True,PASS
fold1_room2_mix096,walk,safe,traffic3,3,0.0014,2.31e-07,41.79660396692181,41.8,0.266,0.282,11.44,5.44,0.98,True,True,PASS
fold1_room2_mix097,static,critical,traffic3,4,0.0068,2.82e-07,48.115705424815104,48.12,0.325,0.386,0.841,6.95,0.97,True,True,PASS
fold1_room2_mix098,static,caution,traffic3,3,0.0045,2.29e-07,49.15939676337622,49.16,0.308,0.31,1.777,8.94,0.69,True,True,PASS
fold1_room2_mix099,walk,safe,traffic3,4,0.0026,2.87e-07,44.52965371625471,44.53,0.305,0.359,11.286,6.4,0.98,True,True,PASS
fold1_room2_mix100,walk,critical,traffic3,3,0.0057,2.32e-07,47.48856815667548,47.49,0.268,0.383,0.714,5.96,0.98,True,True,PASS
fold1_room2_mix101,static,na,normal,1,0.2475,1.33e-07,62.09947728635741,62.1,0.225,0.151,,,,True,True,PASS
fold1_room2_mix102,walk,na,normal,1,0.0508,1.23e-07,41.01607587393179,41.02,0.24,0.225,,,,True,True,PASS
fold1_room2_mix103,static,na,normal,1,0.0212,1.20e-07,64.575463213663,64.58,0.23,0.158,,,,True,True,PASS
fold1_room2_mix104,walk,na,normal,1,0.0994,1.26e-07,49.46085967136515,49.46,0.256,0.189,,,,True,True,PASS
fold1_room2_mix105,static,na,normal,2,0.0319,1.76e-07,60.01407269542557,60.01,0.266,0.393,,,,True,True,PASS
fold1_room2_mix106,walk,na,normal,1,0.0093,1.19e-07,42.350864523323956,42.35,0.289,0.328,,,,True,True,PASS
fold1_room2_mix107,static,na,normal,1,0.0743,1.22e-07,57.53355833975982,57.53,0.234,0.204,,,,True,True,PASS
fold1_room2_mix108,walk,na,normal,1,0.0979,1.24e-07,46.64792136784345,46.65,0.255,0.214,,,,True,True,PASS
fold1_room2_mix109,static,na,normal,1,0.0047,1.19e-07,40.12204592380111,40.12,0.24,0.179,,,,True,True,PASS
fold1_room2_mix110,walk,na,normal,2,0.0497,1.75e-07,40.32745083688261,40.33,0.418,0.33,,,,True,True,PASS
fold1_room2_mix111,static,na,normal,1,0.2094,1.33e-07,58.74128425906527,58.74,0.259,0.337,,,,True,True,PASS
fold1_room2_mix112,walk,na,normal,1,0.1238,1.26e-07,56.77407481212835,56.77,0.18,0.25,,,,True,True,PASS
fold1_room2_mix113,static,na,normal,1,0.0814,1.25e-07,44.09645732371967,44.1,0.262,0.303,,,,True,True,PASS
fold1_room2_mix114,walk,na,normal,1,0.0069,1.19e-07,63.44191437920132,63.44,0.249,0.361,,,,True,True,PASS
fold1_room2_mix115,static,na,normal,2,0.026,1.71e-07,48.10274969142037,48.1,0.375,0.311,,,,True,True,PASS
fold1_room2_mix116,walk,na,normal,1,0.0053,1.19e-07,58.99150541310124,58.99,0.255,0.274,,,,True,True,PASS
fold1_room2_mix117,static,na,normal,1,0.4183,1.48e-07,54.32629521492211,54.33,0.217,0.19,,,,True,True,PASS
fold1_room2_mix118,walk,na,normal,1,0.1007,1.26e-07,54.75393113412425,54.75,0.235,0.236,,,,True,True,PASS
fold1_room2_mix119,static,na,normal,1,0.0568,1.21e-07,60.39536784676614,60.4,0.261,0.18,,,,True,True,PASS
fold1_room2_mix120,walk,na,normal,2,0.0357,1.75e-07,45.8744278402169,45.87,0.314,0.223,,,,True,True,PASS
fold1_room2_mix121,static,na,normal,1,0.0105,1.19e-07,53.751862095953875,53.75,0.327,0.237,,,,True,True,PASS
fold1_room2_mix122,walk,na,normal,1,0.0053,1.19e-07,60.77519559139926,60.78,0.369,0.049,,,,True,True,PASS
fold1_room2_mix123,static,na,normal,1,0.001,1.19e-07,47.69094737606068,47.69,0.363,0.302,,,,True,True,PASS
fold1_room2_mix124,walk,na,normal,1,0.0006,1.19e-07,58.63724386831588,58.64,0.249,0.324,,,,True,True,PASS
fold1_room2_mix125,static,na,normal,2,0.054,1.78e-07,53.93567903797849,53.94,0.311,0.243,,,,True,True,PASS
fold1_room2_mix126,walk,na,normal,1,0.0024,1.19e-07,51.838333834771625,51.84,0.378,0.244,,,,True,True,PASS
fold1_room2_mix127,static,na,normal,1,0.0009,1.19e-07,45.01601171870802,45.02,0.31,0.209,,,,True,True,PASS
fold1_room2_mix128,walk,na,normal,1,0.0006,1.19e-07,58.13493480661931,58.13,0.25,0.292,,,,True,True,PASS
fold1_room2_mix129,static,na,normal,1,0.0536,1.19e-07,63.96498040405298,63.96,0.353,0.303,,,,True,True,PASS
fold1_room2_mix130,walk,na,normal,2,0.0368,1.75e-07,59.24179664529317,59.24,0.366,0.219,,,,True,True,PASS
fold1_room2_mix131,static,na,normal,1,0.0018,1.19e-07,48.41095813189988,48.41,0.288,0.299,,,,True,True,PASS
fold1_room2_mix132,walk,na,normal,1,0.0004,1.19e-07,46.806266165875506,46.81,0.254,0.33,,,,True,True,PASS
fold1_room2_mix133,static,na,normal,1,0.0203,1.19e-07,43.11498677905786,43.12,0.317,0.319,,,,True,True,PASS
fold1_room2_mix134,walk,na,normal,1,0.0012,1.19e-07,56.4873328361342,56.49,0.312,0.343,,,,True,True,PASS
fold1_room2_mix135,static,na,normal,2,0.0508,1.76e-07,57.76581743920782,57.77,0.3,0.185,,,,True,True,PASS
fold1_room2_mix136,walk,na,normal,1,0.0006,1.19e-07,64.68472282855416,64.68,0.272,0.259,,,,True,True,PASS
fold1_room2_mix137,static,na,normal,1,0.0789,1.23e-07,43.540190351533404,43.54,0.381,0.268,,,,True,True,PASS
fold1_room2_mix138,walk,na,normal,1,0.0032,1.19e-07,60.329743303831826,60.33,0.325,0.234,,,,True,True,PASS
fold1_room2_mix139,static,na,normal,1,0.0003,1.19e-07,40.25021815475855,40.25,0.267,0.281,,,,True,True,PASS
fold1_room2_mix140,walk,na,normal,2,0.0075,1.74e-07,45.51246794594958,45.51,0.281,0.256,,,,True,True,PASS
fold1_room2_mix141,static,na,normal,1,0.0123,1.20e-07,44.05943764904739,44.06,0.218,0.406,,,,True,True,PASS
fold1_room2_mix142,walk,na,normal,1,0.0022,1.19e-07,43.55761696140088,43.56,0.286,0.232,,,,True,True,PASS
fold1_room2_mix143,static,na,normal,1,0.0005,1.19e-07,59.40507377296653,59.41,0.334,0.26,,,,True,True,PASS
fold1_room2_mix144,walk,na,normal,1,0.0005,1.19e-07,61.6991070422029,61.7,0.236,0.449,,,,True,True,PASS
fold1_room2_mix145,static,na,normal,2,0.0179,1.19e-07,62.637955612525516,62.64,0.33,0.25,,,,True,True,PASS
fold1_room2_mix146,walk,na,normal,1,0.0032,1.19e-07,61.41281661543897,61.41,0.243,0.258,,,,True,True,PASS
fold1_room2_mix147,static,na,normal,1,0.0008,1.19e-07,62.92269684251734,62.92,0.215,0.251,,,,True,True,PASS
fold1_room2_mix148,walk,na,normal,1,0.0008,1.19e-07,64.57379696441278,64.57,0.265,0.28,,,,True,True,PASS
fold1_room2_mix149,static,na,normal,1,0.0489,1.22e-07,56.39113213461686,56.39,0.362,0.223,,,,True,True,PASS
fold1_room2_mix150,walk,na,normal,2,0.0101,1.75e-07,64.00118698269993,64.0,0.372,0.421,,,,True,True,PASS
fold1_room2_mix151,static,critical,normal,3,0.2719,2.26e-07,56.50953735787223,56.51,0.337,0.222,0.708,7.5,0.32,True,True,PASS
fold1_room2_mix152,walk,caution,normal,3,0.0693,2.30e-07,54.475485712119,54.48,0.281,0.333,2.989,7.37,0.41,True,True,PASS
fold1_room2_mix153,static,safe,normal,3,0.1016,2.33e-07,56.175236997120734,56.18,0.244,0.35,13.296,7.5,0.54,True,True,PASS
fold1_room2_mix154,walk,critical,normal,3,0.0476,2.29e-07,50.617494980519844,50.62,0.308,0.249,1.058,6.91,0.56,True,True,PASS
fold1_room2_mix155,static,caution,normal,3,0.3552,2.27e-07,45.21358103175651,45.21,0.343,0.335,1.833,7.01,0.98,True,True,PASS
fold1_room2_mix156,walk,safe,normal,3,0.3246,2.32e-07,60.99878976052839,61.0,0.301,0.305,9.933,7.2,0.77,True,True,PASS
fold1_room2_mix157,static,critical,normal,3,0.4895,2.42e-07,51.40926036332909,51.41,0.275,0.393,0.915,7.45,0.7,True,True,PASS
fold1_room2_mix158,walk,caution,normal,3,0.2996,2.35e-07,53.173883170367596,53.17,0.289,0.329,2.985,6.5,0.85,True,True,PASS
fold1_room2_mix159,static,safe,normal,3,0.0577,2.24e-07,59.17521204915976,59.18,0.299,0.358,3.752,6.52,0.73,True,True,PASS
fold1_room2_mix160,walk,critical,normal,3,0.511,2.59e-07,44.853353625207035,44.85,0.312,0.357,0.629,6.65,0.98,True,True,PASS
fold1_room2_mix161,static,caution,normal,3,0.004,2.22e-07,60.856836924840124,60.86,0.352,0.477,2.543,6.39,0.35,True,True,PASS
fold1_room2_mix162,walk,safe,normal,3,0.0029,2.29e-07,57.85199587095735,57.85,0.265,0.23,5.944,7.02,0.89,True,True,PASS
fold1_room2_mix163,static,critical,normal,3,0.0031,2.24e-07,53.92550699632834,53.93,0.267,0.251,1.049,8.35,0.55,True,True,PASS
fold1_room2_mix164,walk,caution,normal,3,0.0052,2.11e-07,55.03628912459703,55.04,0.314,0.297,1.746,8.57,0.6,True,True,PASS
fold1_room2_mix165,static,safe,normal,3,0.0012,2.23e-07,60.42195352136708,60.42,0.295,0.304,12.017,7.95,0.2,True,True,PASS
fold1_room2_mix166,walk,critical,normal,3,0.0041,2.31e-07,55.0737855966074,55.07,0.327,0.248,1.147,8.01,0.55,True,True,PASS
fold1_room2_mix167,static,caution,normal,3,0.0102,2.28e-07,60.80886530726268,60.81,0.297,0.44,2.824,7.42,0.25,True,True,PASS
fold1_room2_mix168,walk,safe,normal,3,0.009,2.31e-07,62.22836490431931,62.23,0.483,0.302,6.673,6.55,0.29,True,True,PASS
fold1_room2_mix169,static,critical,normal,3,0.0077,2.27e-07,58.667188480053,58.67,0.312,0.28,1.231,7.75,0.47,True,True,PASS
fold1_room2_mix170,walk,caution,normal,3,0.0051,2.28e-07,64.64012476480741,64.64,0.349,0.469,1.553,6.5,0.19,True,True,PASS
fold1_room2_mix171,static,safe,normal,3,0.0027,2.31e-07,54.184802504533806,54.18,0.307,0.339,7.735,7.13,0.98,True,True,PASS
fold1_room2_mix172,walk,critical,normal,3,0.0041,2.23e-07,58.3025308749825,58.3,0.411,0.29,1.323,7.52,0.67,True,True,PASS
fold1_room2_mix173,static,caution,normal,3,0.0032,1.77e-07,60.99669276749937,61.0,0.484,0.313,1.74,6.71,0.49,True,True,PASS
fold1_room2_mix174,walk,safe,normal,3,0.0019,2.26e-07,60.91368707127459,60.91,0.381,0.33,7.662,6.06,0.28,True,True,PASS
fold1_room2_mix175,static,critical,normal,3,0.0028,2.30e-07,45.708435031783964,45.71,0.258,0.278,1.225,8.64,0.98,True,True,PASS
fold1_room2_mix176,walk,caution,normal,3,0.0018,1.77e-07,61.1913356371776,61.19,0.397,0.4,2.938,6.73,0.29,True,True,PASS
fold1_room2_mix177,static,safe,normal,3,0.0013,2.30e-07,63.546132021664164,63.55,0.308,0.273,7.136,7.98,0.42,True,True,PASS
fold1_room2_mix178,walk,critical,normal,3,0.0047,2.31e-07,60.011168203304535,60.01,0.313,0.314,0.911,7.61,0.36,True,True,PASS
fold1_room2_mix179,static,caution,normal,3,0.0027,2.30e-07,58.84108309188892,58.84,0.438,0.48,2.482,8.94,0.24,True,True,PASS
fold1_room2_mix180,walk,safe,normal,3,0.0012,2.29e-07,58.68190177679168,58.68,0.3,0.313,10.248,7.74,0.36,True,True,PASS
fold1_room3_mix001,static,critical,normal,1,0.0052,1.19e-07,57.59705592479044,57.6,0.262,0.19,0.936,6.59,0.42,True,True,PASS
fold1_room3_mix002,walk,caution,normal,1,0.0038,1.19e-07,61.228516734321374,61.23,0.276,0.246,1.949,8.94,0.3,True,True,PASS
fold1_room3_mix003,static,safe,normal,1,0.001,1.19e-07,43.60571692130942,43.61,0.297,0.224,7.659,6.35,0.99,True,True,PASS
fold1_room3_mix004,walk,critical,normal,1,0.0028,1.19e-07,53.97619490388392,53.98,0.239,0.267,1.095,6.15,0.4,True,True,PASS
fold1_room3_mix005,static,caution,normal,1,0.0018,1.19e-07,64.14660719800844,64.15,0.4,0.299,2.361,8.88,0.24,True,True,PASS
fold1_room3_mix006,walk,safe,normal,1,0.0004,1.19e-07,43.9082011702489,43.91,0.232,0.304,14.033,6.78,0.99,True,True,PASS
fold1_room3_mix007,static,critical,normal,1,0.003,1.19e-07,54.9540425668967,54.95,0.273,0.225,1.259,8.74,0.57,True,True,PASS
fold1_room3_mix008,walk,caution,normal,1,0.0014,1.19e-07,63.56496440410474,63.56,0.37,0.247,2.49,6.08,0.19,True,True,PASS
fold1_room3_mix009,static,safe,normal,1,0.0006,1.19e-07,53.017913738500305,53.02,0.242,0.256,14.653,6.82,0.87,True,True,PASS
fold1_room3_mix010,walk,critical,normal,1,0.0024,1.19e-07,62.263873682151655,62.26,0.307,0.229,1.3,6.49,0.23,True,True,PASS
fold1_room3_mix011,static,caution,normal,1,0.0038,1.19e-07,58.49591396007997,58.5,0.249,0.267,1.563,7.27,0.68,True,True,PASS
fold1_room3_mix012,walk,safe,normal,1,0.0004,1.19e-07,58.32446549759187,58.32,0.229,0.408,14.295,6.39,0.28,True,True,PASS
