=== v11 gen rows 3642-7199 (3558 clips) ===
[gen] fold1_room1_mix3677 walk tier=critical car_drive+crossing noise=62.7dBA peak=0.006 (6s)
[gen] fold1_room1_mix3678 walk tier=safe car_drive+car_drive+car_drive noise=52.2dBA peak=0.003 (8s)
[gen] fold1_room1_mix3679 static tier=critical car_drive noise=63.3dBA peak=0.004 (3s)
[gen] fold1_room1_mix3680 walk tier=caution car_drive+siren noise=48.6dBA peak=0.239 (5s)
[gen] fold1_room1_mix3681 walk tier=critical car_drive+bike_bell noise=60.1dBA peak=0.003 (14s)
[gen] fold1_room1_mix3682 static tier=na horn noise=63.5dBA peak=0.148 (2s)
[gen] fold1_room1_mix3683 walk tier=caution car_drive+car_drive+car_drive noise=51.6dBA peak=0.003 (8s)
[gen] fold1_room1_mix3684 walk tier=na horn noise=58.6dBA peak=0.049 (3s)
[gen] fold1_room1_mix3685 static tier=caution car_drive+crossing noise=48.2dBA peak=0.003 (6s)
[gen] fold1_room1_mix3686 walk tier=caution car_drive noise=61.2dBA peak=0.003 (3s)
[gen] fold1_room1_mix3687 static tier=critical car_drive+horn noise=59.9dBA peak=0.054 (5s)
[gen] fold1_room1_mix3688 walk tier=caution car_drive+car_drive noise=60.4dBA peak=0.002 (5s)
[gen] fold1_room1_mix3689 static tier=na none noise=64.0dBA peak=0.001 (0s)
[gen] fold1_room1_mix3690 static tier=na crossing noise=64.4dBA peak=0.001 (3s)
[gen] fold1_room1_mix3691 walk tier=na none noise=52.3dBA peak=0.000 (0s)
[gen] fold1_room1_mix3692 walk tier=safe car_drive noise=52.7dBA peak=0.000 (3s)
[3642-7199] 50/3558 287s elapsed, 5.74s/clip
[gen] fold1_room1_mix3693 walk tier=caution car_drive+car_drive+car_drive+siren+horn noise=43.1dBA peak=0.213 (13s)
[gen] fold1_room1_mix3694 static tier=critical car_drive+bike_bell+crossing noise=45.4dBA peak=0.007 (15s)
[gen] fold1_room1_mix3695 walk tier=na horn noise=41.1dBA peak=0.055 (3s)
[gen] fold1_room1_mix3696 walk tier=safe car_drive noise=51.7dBA peak=0.001 (3s)
[gen] fold1_room1_mix3697 static tier=safe car_drive+car_drive+bike_bell+bike_bell noise=41.4dBA peak=0.004 (11s)
[gen] fold1_room1_mix3698 static tier=critical car_drive noise=50.5dBA peak=0.005 (2s)
[gen] fold1_room1_mix3699 walk tier=critical car_drive+bike_bell+crossing noise=43.1dBA peak=0.004 (10s)
[gen] fold1_room1_mix3700 walk tier=safe car_drive noise=57.5dBA peak=0.001 (3s)
[gen] fold1_room1_mix3701 static tier=na crossing noise=50.7dBA peak=0.000 (3s)
[gen] fold1_room1_mix3702 walk tier=caution car_drive+crossing noise=54.3dBA peak=0.002 (6s)
[gen] fold1_room1_mix3703 walk tier=caution car_drive+crossing noise=46.6dBA peak=0.002 (6s)
[gen] fold1_room1_mix3704 walk tier=safe car_drive+horn noise=62.5dBA peak=0.007 (5s)
[gen] fold1_room1_mix3705 static tier=safe car_drive+horn+crossing noise=46.1dBA peak=0.044 (8s)
[gen] fold1_room1_mix3706 walk tier=caution car_drive+car_drive+horn noise=55.8dBA peak=0.008 (8s)
[gen] fold1_room1_mix3707 walk tier=critical car_drive noise=60.5dBA peak=0.006 (3s)
[gen] fold1_room1_mix3708 walk tier=caution car_drive+car_drive noise=49.3dBA peak=0.002 (6s)
[gen] fold1_room1_mix3709 walk tier=safe car_drive+car_drive+horn+bike_bell noise=60.9dBA peak=0.016 (11s)
[gen] fold1_room1_mix3710 static tier=critical car_drive+car_drive+car_drive+horn noise=48.2dBA peak=0.017 (10s)
[gen] fold1_room1_mix3711 walk tier=caution car_drive noise=54.8dBA peak=0.003 (3s)
[gen] fold1_room1_mix3712 walk tier=safe car_drive noise=45.8dBA peak=0.001 (3s)
[gen] fold1_room1_mix3713 walk tier=safe car_drive+crossing noise=42.9dBA peak=0.001 (6s)
[gen] fold1_room1_mix3714 static tier=caution car_drive noise=47.0dBA peak=0.004 (2s)
[gen] fold1_room1_mix3715 static tier=safe car_drive+horn noise=60.2dBA peak=0.086 (6s)
[gen] fold1_room1_mix3716 static tier=na siren noise=63.8dBA peak=0.030 (3s)
[gen] fold1_room1_mix3717 static tier=caution car_drive+car_drive+horn noise=61.9dBA peak=0.063 (7s)
[3642-7199] 75/3558 442s elapsed, 5.89s/clip
[gen] fold1_room1_mix3718 walk tier=safe car_drive+car_drive+backup_beep noise=53.3dBA peak=0.002 (7s)
[gen] fold1_room1_mix3719 walk tier=safe car_drive+backup_beep+bike_bell noise=40.9dBA peak=0.002 (8s)
[gen] fold1_room1_mix3720 static tier=na crossing noise=48.0dBA peak=0.000 (3s)
[gen] fold1_room1_mix3721 static tier=na backup_beep noise=48.0dBA peak=0.001 (3s)
[gen] fold1_room1_mix3722 static tier=caution car_drive+backup_beep+backup_beep noise=64.8dBA peak=0.003 (7s)
[gen] fold1_room1_mix3723 static tier=caution car_drive+car_drive+siren noise=44.8dBA peak=0.295 (7s)
[gen] fold1_room1_mix3724 static tier=safe car_drive+car_drive+car_drive+horn+backup_beep noise=64.4dBA peak=0.014 (12s)
[gen] fold1_room1_mix3725 static tier=critical car_drive+siren+bike_bell noise=48.4dBA peak=0.226 (7s)
[gen] fold1_room1_mix3726 walk tier=caution car_drive+car_drive+car_drive+horn noise=62.0dBA peak=0.077 (10s)
[gen] fold1_room1_mix3727 static tier=critical car_drive+crossing noise=48.6dBA peak=0.005 (6s)
[gen] fold1_room1_mix3728 walk tier=critical car_drive+car_drive+backup_beep+bike_bell noise=55.6dBA peak=0.003 (10s)
[gen] fold1_room1_mix3729 walk tier=critical car_drive noise=64.6dBA peak=0.005 (3s)
[gen] fold1_room1_mix3730 walk tier=caution car_drive+horn+crossing noise=42.8dBA peak=0.009 (9s)
[gen] fold1_room1_mix3731 walk tier=critical car_drive+crossing noise=57.4dBA peak=0.004 (6s)
[gen] fold1_room1_mix3732 static tier=safe car_drive+crossing noise=44.7dBA peak=0.001 (6s)
[gen] fold1_room1_mix3733 walk tier=critical car_drive+siren noise=49.4dBA peak=0.021 (5s)
[gen] fold1_room1_mix3734 static tier=critical car_drive noise=40.9dBA peak=0.004 (2s)
[gen] fold1_room1_mix3735 walk tier=caution car_drive+siren noise=61.1dBA peak=0.039 (5s)
[gen] fold1_room1_mix3736 static tier=critical car_drive+car_drive+crossing noise=48.8dBA peak=0.004 (8s)
[gen] fold1_room1_mix3737 walk tier=caution car_drive+car_drive+siren noise=52.4dBA peak=0.017 (8s)
[gen] fold1_room1_mix3738 static tier=critical car_drive+car_drive+car_drive+backup_beep noise=40.4dBA peak=0.005 (10s)
[gen] fold1_room1_mix3739 static tier=critical car_drive+car_drive+horn+backup_beep noise=64.9dBA peak=0.014 (10s)
[gen] fold1_room1_mix3740 static tier=safe car_drive+car_drive+siren noise=59.2dBA peak=0.015 (7s)
[gen] fold1_room1_mix3741 static tier=critical car_drive+car_drive+horn noise=55.6dBA peak=0.028 (8s)
[gen] fold1_room1_mix3742 walk tier=safe car_drive+car_drive noise=56.1dBA peak=0.004 (5s)
[3642-7199] 100/3558 615s elapsed, 6.15s/clip
[gen] fold1_room1_mix3743 walk tier=na none noise=44.2dBA peak=0.000 (0s)
[gen] fold1_room1_mix3744 static tier=na horn+crossing noise=52.2dBA peak=0.031 (6s)
[gen] fold1_room1_mix3745 static tier=critical car_drive+car_drive noise=52.3dBA peak=0.003 (5s)
[gen] fold1_room1_mix3746 walk tier=caution car_drive+car_drive noise=53.9dBA peak=0.002 (5s)
[gen] fold1_room1_mix3747 static tier=critical car_drive+car_drive+crossing noise=56.7dBA peak=0.003 (8s)
[gen] fold1_room1_mix3748 walk tier=safe car_drive+car_drive noise=55.8dBA peak=0.001 (5s)
[gen] fold1_room1_mix3749 walk tier=critical car_drive+car_drive noise=57.8dBA peak=0.006 (5s)
[gen] fold1_room1_mix3750 static tier=safe car_drive+siren noise=41.1dBA peak=0.045 (4s)
[gen] fold1_room1_mix3751 static tier=critical car_drive+horn noise=42.4dBA peak=0.043 (5s)
[gen] fold1_room1_mix3752 static tier=caution car_drive+bike_bell noise=52.5dBA peak=0.002 (5s)
[gen] fold1_room1_mix3753 static tier=na backup_beep noise=44.6dBA peak=0.000 (2s)
[gen] fold1_room1_mix3754 static tier=safe car_drive+siren+backup_beep noise=49.7dBA peak=0.032 (7s)
[gen] fold1_room1_mix3755 walk tier=na siren noise=49.3dBA peak=0.008 (3s)
[gen] fold1_room1_mix3756 walk tier=na horn noise=50.1dBA peak=0.013 (3s)
[gen] fold1_room1_mix3757 walk tier=safe car_drive noise=53.4dBA peak=0.000 (3s)
[gen] fold1_room1_mix3758 static tier=caution car_drive+siren+bike_bell noise=45.6dBA peak=0.023 (8s)
[gen] fold1_room1_mix3759 walk tier=critical car_drive noise=53.0dBA peak=0.006 (3s)
[gen] fold1_room1_mix3760 static tier=safe car_drive+siren noise=60.7dBA peak=0.207 (5s)
[gen] fold1_room1_mix3761 static tier=na none noise=45.4dBA peak=0.000 (0s)
[gen] fold1_room1_mix3762 static tier=na none noise=50.4dBA peak=0.000 (0s)
[gen] fold1_room1_mix3763 static tier=caution car_drive+crossing noise=50.8dBA peak=0.003 (6s)
[gen] fold1_room1_mix3764 walk tier=safe car_drive noise=48.3dBA peak=0.002 (3s)
[gen] fold1_room1_mix3765 static tier=na bike_bell noise=64.5dBA peak=0.001 (12s)
[gen] fold1_room1_mix3766 static tier=na horn+bike_bell noise=56.7dBA peak=0.007 (5s)
[gen] fold1_room1_mix3767 static tier=critical car_drive+backup_beep+crossing noise=50.0dBA peak=0.004 (8s)
[3642-7199] 125/3558 731s elapsed, 5.85s/clip
[gen] fold1_room1_mix3768 static tier=na siren noise=47.9dBA peak=0.163 (3s)
[gen] fold1_room1_mix3769 static tier=safe car_drive+car_drive+car_drive noise=54.7dBA peak=0.005 (7s)
[gen] fold1_room1_mix3770 static tier=caution car_drive noise=64.9dBA peak=0.003 (2s)
[gen] fold1_room1_mix3771 walk tier=safe car_drive noise=57.0dBA peak=0.000 (3s)
[gen] fold1_room1_mix3772 walk tier=safe car_drive noise=45.0dBA peak=0.001 (2s)
[gen] fold1_room1_mix3773 walk tier=caution car_drive+car_drive noise=63.2dBA peak=0.004 (5s)
[gen] fold1_room1_mix3774 static tier=na backup_beep+bike_bell noise=62.8dBA peak=0.001 (12s)
[gen] fold1_room1_mix3775 static tier=safe car_drive+siren+backup_beep noise=52.0dBA peak=0.632 (7s)
[gen] fold1_room1_mix3776 walk tier=safe car_drive+horn noise=44.1dBA peak=0.015 (5s)
[gen] fold1_room1_mix3777 static tier=na siren noise=63.4dBA peak=0.138 (3s)
[gen] fold1_room1_mix3778 static tier=safe car_drive+crossing noise=56.9dBA peak=0.001 (6s)
[gen] fold1_room1_mix3779 static tier=safe car_drive+car_drive+car_drive+bike_bell noise=60.0dBA peak=0.005 (18s)
[gen] fold1_room1_mix3780 static tier=safe car_drive+horn noise=42.9dBA peak=0.010 (5s)
[gen] fold1_room1_mix3781 walk tier=na none noise=54.6dBA peak=0.000 (0s)
[gen] fold1_room1_mix3782 walk tier=critical car_drive+car_drive+car_drive+bike_bell noise=50.7dBA peak=0.005 (11s)
[gen] fold1_room1_mix3783 static tier=safe car_drive noise=55.1dBA peak=0.001 (2s)
[gen] fold1_room1_mix3784 walk tier=caution car_drive noise=43.4dBA peak=0.001 (3s)
[gen] fold1_room1_mix3785 static tier=safe car_drive noise=52.8dBA peak=0.001 (3s)
[gen] fold1_room1_mix3786 static tier=caution car_drive+siren+bike_bell noise=48.6dBA peak=0.042 (15s)
[gen] fold1_room1_mix3787 walk tier=na none noise=53.7dBA peak=0.000 (0s)
[gen] fold1_room1_mix3788 walk tier=caution car_drive+car_drive+backup_beep+backup_beep noise=52.0dBA peak=0.004 (10s)
[gen] fold1_room1_mix3789 static tier=caution car_drive+horn noise=62.1dBA peak=0.034 (5s)
[gen] fold1_room1_mix3790 walk tier=caution car_drive noise=45.8dBA peak=0.002 (3s)
[gen] fold1_room1_mix3791 walk tier=caution car_drive noise=64.6dBA peak=0.003 (2s)
[gen] fold1_room1_mix3792 static tier=safe car_drive+car_drive+siren noise=64.0dBA peak=0.608 (8s)
[3642-7199] 150/3558 873s elapsed, 5.82s/clip
[gen] fold1_room1_mix3793 walk tier=safe car_drive+backup_beep+crossing noise=62.8dBA peak=0.003 (8s)
[gen] fold1_room1_mix3794 walk tier=caution car_drive noise=42.6dBA peak=0.002 (3s)
[gen] fold1_room1_mix3795 static tier=na none noise=41.7dBA peak=0.000 (0s)
[gen] fold1_room1_mix3796 walk tier=na none noise=50.9dBA peak=0.000 (0s)
[gen] fold1_room1_mix3797 walk tier=caution car_drive+bike_bell noise=41.7dBA peak=0.002 (6s)
[gen] fold1_room1_mix3798 walk tier=caution car_drive noise=60.9dBA peak=0.003 (3s)
[gen] fold1_room1_mix3799 walk tier=critical car_drive+backup_beep noise=46.2dBA peak=0.004 (6s)
[gen] fold1_room1_mix3800 walk tier=caution car_drive+car_drive noise=61.3dBA peak=0.003 (6s)
[gen] fold1_room1_mix3801 walk tier=safe car_drive+car_drive+horn noise=42.7dBA peak=0.038 (8s)
[gen] fold1_room1_mix3802 walk tier=na none noise=63.4dBA peak=0.000 (0s)
[gen] fold1_room1_mix3803 walk tier=na siren noise=57.1dBA peak=0.048 (3s)
[gen] fold1_room1_mix3804 static tier=caution car_drive+crossing noise=47.6dBA peak=0.003 (6s)
[gen] fold1_room1_mix3805 walk tier=na crossing noise=48.3dBA peak=0.000 (4s)
[gen] fold1_room1_mix3806 static tier=safe car_drive noise=41.1dBA peak=0.001 (3s)
[gen] fold1_room1_mix3807 walk tier=na none noise=43.8dBA peak=0.000 (0s)
[gen] fold1_room1_mix3808 static tier=caution car_drive noise=45.7dBA peak=0.003 (2s)
[gen] fold1_room1_mix3809 walk tier=critical car_drive+car_drive+car_drive+horn+bike_bell noise=50.3dBA peak=0.015 (20s)
[gen] fold1_room1_mix3810 static tier=caution car_drive+car_drive+backup_beep+backup_beep noise=51.7dBA peak=0.004 (9s)
[gen] fold1_room1_mix3811 static tier=caution car_drive+car_drive+car_drive+backup_beep noise=49.6dBA peak=0.002 (10s)
[gen] fold1_room1_mix3812 static tier=critical car_drive+bike_bell noise=61.3dBA peak=0.002 (14s)
[gen] fold1_room1_mix3813 walk tier=caution car_drive+siren+backup_beep noise=62.3dBA peak=0.109 (7s)
[gen] fold1_room1_mix3814 static tier=safe car_drive+backup_beep noise=42.0dBA peak=0.001 (5s)
[gen] fold1_room1_mix3815 static tier=safe car_drive noise=52.7dBA peak=0.001 (3s)
[gen] fold1_room1_mix3816 static tier=critical car_drive+crossing noise=44.7dBA peak=0.003 (6s)
[gen] fold1_room1_mix3817 static tier=na none noise=64.0dBA peak=0.001 (0s)
[3642-7199] 175/3558 1004s elapsed, 5.74s/clip
[gen] fold1_room1_mix3818 walk tier=safe car_drive+car_drive noise=59.0dBA peak=0.003 (6s)
[gen] fold1_room1_mix3819 walk tier=na horn noise=62.8dBA peak=0.031 (3s)
[gen] fold1_room1_mix3820 walk tier=critical car_drive noise=61.8dBA peak=0.004 (3s)
[gen] fold1_room1_mix3821 static tier=caution car_drive+horn noise=63.4dBA peak=0.004 (5s)
[gen] fold1_room1_mix3822 static tier=na none noise=58.6dBA peak=0.000 (0s)
[gen] fold1_room1_mix3823 walk tier=critical car_drive+car_drive+backup_beep noise=63.3dBA peak=0.005 (7s)
[gen] fold1_room1_mix3824 walk tier=critical car_drive noise=64.2dBA peak=0.004 (3s)
[gen] fold1_room1_mix3825 static tier=safe car_drive noise=56.9dBA peak=0.000 (2s)
[gen] fold1_room1_mix3826 static tier=caution car_drive noise=58.3dBA peak=0.003 (3s)
[gen] fold1_room1_mix3827 static tier=critical car_drive+backup_beep noise=44.4dBA peak=0.004 (5s)
[gen] fold1_room1_mix3828 static tier=safe car_drive+crossing noise=43.5dBA peak=0.001 (6s)
[gen] fold1_room1_mix3829 walk tier=na siren noise=61.1dBA peak=0.035 (3s)
[gen] fold1_room1_mix3830 static tier=critical car_drive+car_drive+siren noise=56.2dBA peak=0.024 (8s)
[gen] fold1_room1_mix3831 static tier=critical car_drive noise=61.7dBA peak=0.003 (3s)
[gen] fold1_room1_mix3832 walk tier=safe car_drive noise=45.2dBA peak=0.000 (2s)
[gen] fold1_room1_mix3833 walk tier=critical car_drive+car_drive+siren noise=60.9dBA peak=0.050 (8s)
[gen] fold1_room1_mix3834 static tier=safe car_drive noise=46.0dBA peak=0.001 (3s)
[gen] fold1_room1_mix3835 static tier=critical car_drive noise=45.9dBA peak=0.004 (2s)
[gen] fold1_room1_mix3836 walk tier=critical car_drive+siren noise=44.8dBA peak=0.017 (6s)
[gen] fold1_room1_mix3837 walk tier=caution car_drive noise=52.4dBA peak=0.002 (3s)
[gen] fold1_room1_mix3838 walk tier=caution car_drive noise=54.3dBA peak=0.004 (3s)
[gen] fold1_room1_mix3839 static tier=safe car_drive+horn noise=53.8dBA peak=0.019 (5s)
[gen] fold1_room1_mix3840 static tier=safe car_drive+car_drive+horn noise=46.1dBA peak=0.062 (8s)
[gen] fold1_room1_mix3841 walk tier=critical car_drive+horn noise=46.5dBA peak=0.012 (5s)
[gen] fold1_room1_mix3842 static tier=caution car_drive+car_drive+car_drive+bike_bell noise=53.1dBA peak=0.006 (10s)
[3642-7199] 200/3558 1115s elapsed, 5.57s/clip
[gen] fold1_room1_mix3843 walk tier=critical car_drive+car_drive+crossing noise=46.4dBA peak=0.003 (8s)
[gen] fold1_room1_mix3844 static tier=critical car_drive noise=59.5dBA peak=0.007 (2s)
[gen] fold1_room1_mix3845 static tier=caution car_drive+car_drive noise=46.4dBA peak=0.008 (5s)
[gen] fold1_room1_mix3846 walk tier=caution car_drive+siren noise=59.9dBA peak=0.075 (7s)
[gen] fold1_room1_mix3847 static tier=na none noise=45.9dBA peak=0.000 (0s)
[gen] fold1_room1_mix3848 walk tier=caution car_drive+bike_bell+crossing noise=45.5dBA peak=0.003 (13s)
[gen] fold1_room1_mix3849 walk tier=caution car_drive noise=43.5dBA peak=0.002 (3s)
[gen] fold1_room1_mix3850 walk tier=safe car_drive+car_drive+backup_beep noise=61.3dBA peak=0.002 (8s)
[gen] fold1_room1_mix3851 static tier=safe car_drive noise=59.4dBA peak=0.001 (3s)
[gen] fold1_room1_mix3852 static tier=safe car_drive noise=48.7dBA peak=0.001 (2s)
[gen] fold1_room1_mix3853 static tier=safe car_drive+car_drive+car_drive+siren+backup_beep noise=54.6dBA peak=0.019 (12s)
[gen] fold1_room1_mix3854 static tier=safe car_drive+bike_bell+bike_bell noise=64.0dBA peak=0.003 (16s)
[gen] fold1_room1_mix3855 walk tier=safe car_drive+crossing noise=41.1dBA peak=0.001 (6s)
[gen] fold1_room1_mix3856 walk tier=safe car_drive+bike_bell noise=50.2dBA peak=0.001 (14s)
[gen] fold1_room1_mix3857 walk tier=caution car_drive noise=59.9dBA peak=0.004 (3s)
[gen] fold1_room1_mix3858 static tier=caution car_drive noise=61.1dBA peak=0.003 (3s)
[gen] fold1_room1_mix3859 walk tier=critical car_drive+horn noise=41.1dBA peak=0.032 (13s)
[gen] fold1_room1_mix3860 static tier=caution car_drive+siren noise=59.4dBA peak=0.023 (12s)
[gen] fold1_room1_mix3861 static tier=safe car_drive+siren+siren noise=57.0dBA peak=0.262 (13s)
[gen] fold1_room1_mix3862 walk tier=critical car_drive+horn+bike_bell noise=59.8dBA peak=0.038 (11s)
[gen] fold1_room1_mix3863 walk tier=safe car_drive+car_drive+siren+siren noise=40.2dBA peak=0.039 (12s)
[gen] fold1_room1_mix3864 walk tier=caution car_drive+car_drive noise=62.7dBA peak=0.006 (7s)
[gen] fold1_room1_mix3865 walk tier=caution car_drive+car_drive+car_drive+backup_beep+backup_beep noise=40.4dBA peak=0.003 (14s)
[gen] fold1_room1_mix3866 walk tier=caution car_drive+car_drive+car_drive+siren+siren noise=49.0dBA peak=0.187 (14s)
[gen] fold1_room1_mix3867 static tier=na siren noise=48.6dBA peak=0.246 (2s)
[3642-7199] 225/3558 1319s elapsed, 5.86s/clip
[gen] fold1_room1_mix3868 walk tier=na backup_beep noise=42.8dBA peak=0.001 (3s)
[gen] fold1_room1_mix3869 static tier=critical car_drive+car_drive noise=57.8dBA peak=0.004 (5s)
[gen] fold1_room1_mix3870 walk tier=critical car_drive noise=61.1dBA peak=0.003 (3s)
[gen] fold1_room1_mix3871 static tier=critical car_drive+crossing noise=57.6dBA peak=0.004 (6s)
[gen] fold1_room1_mix3872 walk tier=safe car_drive+car_drive+bike_bell noise=47.2dBA peak=0.002 (17s)
[gen] fold1_room1_mix3873 walk tier=critical car_drive+car_drive+crossing noise=58.6dBA peak=0.006 (8s)
[gen] fold1_room1_mix3874 walk tier=safe car_drive+car_drive+car_drive noise=47.4dBA peak=0.005 (8s)
[gen] fold1_room1_mix3875 walk tier=na bike_bell noise=64.4dBA peak=0.001 (3s)
[gen] fold1_room1_mix3876 static tier=safe car_drive+backup_beep+bike_bell noise=62.0dBA peak=0.001 (16s)
[gen] fold1_room1_mix3877 walk tier=caution car_drive+siren+horn noise=49.3dBA peak=0.110 (8s)
[gen] fold1_room1_mix3878 walk tier=safe car_drive+car_drive+car_drive noise=58.3dBA peak=0.004 (8s)
[gen] fold1_room1_mix3879 static tier=safe car_drive+siren+crossing noise=62.7dBA peak=0.013 (8s)
[gen] fold1_room1_mix3880 static tier=safe car_drive+car_drive noise=47.7dBA peak=0.004 (5s)
[gen] fold1_room1_mix3881 walk tier=safe car_drive noise=46.6dBA peak=0.001 (3s)
[gen] fold1_room1_mix3882 walk tier=critical car_drive+car_drive noise=61.1dBA peak=0.003 (5s)
[gen] fold1_room1_mix3883 walk tier=critical car_drive+siren noise=40.8dBA peak=0.032 (5s)
[gen] fold1_room1_mix3884 static tier=safe car_drive+car_drive+backup_beep noise=54.8dBA peak=0.005 (13s)
[gen] fold1_room1_mix3885 walk tier=safe car_drive+backup_beep noise=62.6dBA peak=0.001 (7s)
[gen] fold1_room1_mix3886 static tier=na none noise=62.4dBA peak=0.000 (0s)
[gen] fold1_room1_mix3887 static tier=caution car_drive+car_drive+siren noise=53.3dBA peak=0.020 (7s)
[gen] fold1_room1_mix3888 static tier=na crossing noise=48.6dBA peak=0.000 (4s)
[gen] fold1_room1_mix3889 static tier=critical car_drive+car_drive noise=56.8dBA peak=0.007 (5s)
[gen] fold1_room1_mix3890 static tier=na none noise=42.4dBA peak=0.000 (0s)
[gen] fold1_room1_mix3891 walk tier=caution car_drive+backup_beep noise=59.1dBA peak=0.003 (6s)
[gen] fold1_room1_mix3892 walk tier=caution car_drive+siren+backup_beep noise=40.0dBA peak=0.299 (8s)
[3642-7199] 250/3558 1480s elapsed, 5.92s/clip
[gen] fold1_room1_mix3893 static tier=safe car_drive+car_drive+backup_beep noise=40.9dBA peak=0.002 (7s)
[gen] fold1_room1_mix3894 static tier=caution car_drive+car_drive+backup_beep noise=44.4dBA peak=0.004 (7s)
[gen] fold1_room1_mix3895 walk tier=critical car_drive+car_drive noise=51.1dBA peak=0.004 (6s)
[gen] fold1_room1_mix3896 static tier=caution car_drive+backup_beep noise=56.1dBA peak=0.002 (5s)
[gen] fold1_room1_mix3897 walk tier=na bike_bell noise=42.6dBA peak=0.001 (10s)
[gen] fold1_room1_mix3898 walk tier=na none noise=61.3dBA peak=0.000 (0s)
[gen] fold1_room1_mix3899 static tier=na none noise=52.2dBA peak=0.000 (0s)
[gen] fold1_room1_mix3900 walk tier=caution car_drive noise=47.2dBA peak=0.003 (3s)
[gen] fold1_room1_mix3901 walk tier=safe car_drive+car_drive+car_drive+backup_beep noise=60.3dBA peak=0.004 (11s)
[gen] fold1_room1_mix3902 walk tier=na horn+backup_beep noise=46.4dBA peak=0.003 (5s)
[gen] fold1_room1_mix3903 static tier=safe car_drive+car_drive+bike_bell noise=52.5dBA peak=0.006 (17s)
[gen] fold1_room1_mix3904 static tier=critical car_drive+car_drive+car_drive noise=50.7dBA peak=0.004 (8s)
