=== v11 gen rows 50-3599 (3550 clips) ===
[gen] fold1_room1_mix0103 static tier=na none noise=46.3dBA peak=0.000 (0s)
[gen] fold1_room1_mix0104 walk tier=na none noise=55.0dBA peak=0.000 (0s)
[gen] fold1_room1_mix0105 static tier=safe car_drive noise=46.5dBA peak=0.002 (3s)
[gen] fold1_room1_mix0106 static tier=caution car_drive+bike_bell noise=47.0dBA peak=0.003 (6s)
[gen] fold1_room1_mix0107 walk tier=critical car_drive+car_drive+siren noise=49.9dBA peak=0.012 (8s)
[gen] fold1_room1_mix0108 walk tier=critical car_drive+bike_bell noise=51.6dBA peak=0.004 (12s)
[gen] fold1_room1_mix0109 walk tier=caution car_drive noise=57.8dBA peak=0.003 (3s)
[gen] fold1_room1_mix0110 static tier=na none noise=63.6dBA peak=0.000 (0s)
[gen] fold1_room1_mix0111 walk tier=critical car_drive noise=53.2dBA peak=0.004 (3s)
[gen] fold1_room1_mix0112 walk tier=critical car_drive noise=41.2dBA peak=0.006 (3s)
[gen] fold1_room1_mix0113 walk tier=safe car_drive+backup_beep+backup_beep noise=40.5dBA peak=0.001 (7s)
[gen] fold1_room1_mix0114 static tier=caution car_drive noise=54.3dBA peak=0.001 (2s)
[gen] fold1_room1_mix0115 static tier=safe car_drive+backup_beep noise=51.2dBA peak=0.001 (5s)
[gen] fold1_room1_mix0116 static tier=safe car_drive+horn noise=41.1dBA peak=0.029 (5s)
[gen] fold1_room1_mix0117 walk tier=caution car_drive noise=56.8dBA peak=0.002 (3s)
[gen] fold1_room1_mix0118 walk tier=critical car_drive noise=62.8dBA peak=0.003 (3s)
[gen] fold1_room1_mix0119 static tier=caution car_drive+car_drive+crossing noise=56.1dBA peak=0.003 (8s)
[gen] fold1_room1_mix0120 walk tier=critical car_drive+car_drive+backup_beep noise=58.0dBA peak=0.007 (8s)
[gen] fold1_room1_mix0121 walk tier=safe car_drive+car_drive+crossing noise=63.9dBA peak=0.004 (8s)
[gen] fold1_room1_mix0122 walk tier=critical car_drive+car_drive+car_drive+crossing noise=61.5dBA peak=0.006 (11s)
[gen] fold1_room1_mix0123 walk tier=caution car_drive+car_drive noise=47.3dBA peak=0.003 (5s)
[gen] fold1_room1_mix0124 walk tier=na crossing noise=52.2dBA peak=0.000 (4s)
[gen] fold1_room1_mix0125 static tier=safe car_drive+car_drive+car_drive noise=45.1dBA peak=0.002 (7s)
[50-3599] 75/3550 482s elapsed, 6.43s/clip
[gen] fold1_room1_mix0126 walk tier=safe car_drive+car_drive noise=55.6dBA peak=0.004 (5s)
[gen] fold1_room1_mix0127 static tier=safe car_drive+car_drive noise=56.0dBA peak=0.001 (5s)
[gen] fold1_room1_mix0128 static tier=na none noise=60.1dBA peak=0.000 (0s)
[gen] fold1_room1_mix0129 static tier=caution car_drive noise=52.4dBA peak=0.002 (3s)
[gen] fold1_room1_mix0130 walk tier=caution car_drive+car_drive+car_drive+siren noise=49.0dBA peak=0.069 (10s)
[gen] fold1_room1_mix0131 static tier=na none noise=40.9dBA peak=0.000 (0s)
[gen] fold1_room1_mix0132 walk tier=na crossing noise=51.7dBA peak=0.000 (4s)
[gen] fold1_room1_mix0133 walk tier=na none noise=55.6dBA peak=0.000 (0s)
[gen] fold1_room1_mix0134 static tier=na none noise=57.3dBA peak=0.000 (0s)
[gen] fold1_room1_mix0135 walk tier=critical car_drive noise=61.4dBA peak=0.004 (2s)
[gen] fold1_room1_mix0136 static tier=critical car_drive+car_drive+car_drive noise=56.6dBA peak=0.006 (7s)
[gen] fold1_room1_mix0137 static tier=safe car_drive noise=54.3dBA peak=0.001 (3s)
[gen] fold1_room1_mix0138 walk tier=critical car_drive+car_drive noise=60.0dBA peak=0.006 (6s)
[gen] fold1_room1_mix0139 static tier=na backup_beep+bike_bell noise=55.4dBA peak=0.002 (13s)
[gen] fold1_room1_mix0140 static tier=caution car_drive+car_drive+crossing noise=53.7dBA peak=0.003 (8s)
[gen] fold1_room1_mix0141 walk tier=critical car_drive noise=52.3dBA peak=0.005 (3s)
[gen] fold1_room1_mix0142 walk tier=critical car_drive+car_drive+bike_bell+crossing noise=44.0dBA peak=0.003 (11s)
[gen] fold1_room1_mix0143 walk tier=safe car_drive noise=50.5dBA peak=0.001 (3s)
[gen] fold1_room1_mix0144 walk tier=caution car_drive noise=51.2dBA peak=0.002 (3s)
[gen] fold1_room1_mix0145 static tier=critical car_drive noise=48.7dBA peak=0.006 (2s)
[gen] fold1_room1_mix0146 static tier=safe car_drive+car_drive+car_drive noise=53.0dBA peak=0.004 (8s)
[gen] fold1_room1_mix0147 walk tier=critical car_drive noise=52.9dBA peak=0.004 (3s)
[gen] fold1_room1_mix0148 static tier=caution car_drive+car_drive+car_drive+crossing noise=53.6dBA peak=0.004 (11s)
[gen] fold1_room1_mix0149 walk tier=safe car_drive+horn noise=52.5dBA peak=0.055 (5s)
[gen] fold1_room1_mix0150 static tier=safe car_drive noise=44.4dBA peak=0.002 (2s)
[50-3599] 100/3550 601s elapsed, 6.01s/clip
[gen] fold1_room1_mix0151 static tier=critical car_drive+siren noise=64.4dBA peak=0.041 (5s)
[gen] fold1_room1_mix0152 walk tier=na horn noise=59.1dBA peak=0.013 (3s)
[gen] fold1_room1_mix0153 walk tier=safe car_drive+car_drive noise=58.2dBA peak=0.002 (5s)
[gen] fold1_room1_mix0154 static tier=caution car_drive+car_drive noise=61.7dBA peak=0.002 (5s)
[gen] fold1_room1_mix0155 static tier=safe car_drive noise=50.2dBA peak=0.001 (3s)
[gen] fold1_room1_mix0156 walk tier=critical car_drive+bike_bell noise=57.3dBA peak=0.007 (6s)
[gen] fold1_room1_mix0157 walk tier=na crossing noise=57.9dBA peak=0.000 (3s)
[gen] fold1_room1_mix0158 walk tier=caution car_drive+car_drive+bike_bell+bike_bell noise=61.4dBA peak=0.003 (26s)
[gen] fold1_room1_mix0159 walk tier=na horn+bike_bell noise=50.8dBA peak=0.006 (6s)
[gen] fold1_room1_mix0160 walk tier=na siren+backup_beep noise=46.0dBA peak=0.094 (5s)
[gen] fold1_room1_mix0161 static tier=caution car_drive+car_drive noise=52.7dBA peak=0.004 (5s)
[gen] fold1_room1_mix0162 walk tier=critical car_drive+car_drive+siren+backup_beep noise=54.1dBA peak=0.038 (11s)
[gen] fold1_room1_mix0163 walk tier=safe car_drive+car_drive noise=63.4dBA peak=0.002 (5s)
[gen] fold1_room1_mix0164 walk tier=na crossing noise=58.3dBA peak=0.001 (4s)
[gen] fold1_room1_mix0165 walk tier=caution car_drive+backup_beep noise=62.9dBA peak=0.002 (5s)
[gen] fold1_room1_mix0166 walk tier=critical car_drive noise=56.0dBA peak=0.004 (3s)
[gen] fold1_room1_mix0167 walk tier=na none noise=46.3dBA peak=0.000 (0s)
[gen] fold1_room1_mix0168 static tier=caution car_drive+backup_beep noise=57.6dBA peak=0.004 (6s)
[gen] fold1_room1_mix0169 walk tier=caution car_drive+crossing noise=50.4dBA peak=0.002 (6s)
[gen] fold1_room1_mix0170 static tier=critical car_drive+backup_beep noise=46.1dBA peak=0.004 (6s)
[gen] fold1_room1_mix0171 static tier=caution car_drive+car_drive+car_drive noise=51.6dBA peak=0.003 (8s)
[gen] fold1_room1_mix0172 walk tier=safe car_drive noise=52.6dBA peak=0.001 (3s)
[gen] fold1_room1_mix0173 static tier=safe car_drive+car_drive noise=64.1dBA peak=0.003 (5s)
[gen] fold1_room1_mix0174 static tier=critical car_drive+siren noise=49.1dBA peak=0.026 (4s)
[gen] fold1_room1_mix0175 static tier=safe car_drive+siren noise=63.3dBA peak=0.009 (5s)
[50-3599] 125/3550 742s elapsed, 5.94s/clip
[gen] fold1_room1_mix0176 walk tier=safe car_drive noise=63.2dBA peak=0.001 (3s)
[gen] fold1_room1_mix0177 walk tier=caution car_drive+car_drive+car_drive+bike_bell noise=43.4dBA peak=0.002 (11s)
[gen] fold1_room1_mix0178 static tier=caution car_drive+siren+horn noise=42.8dBA peak=0.078 (7s)
[gen] fold1_room1_mix0179 walk tier=critical car_drive noise=58.5dBA peak=0.003 (3s)
[gen] fold1_room1_mix0180 walk tier=safe car_drive+horn+bike_bell noise=57.0dBA peak=0.015 (8s)
[gen] fold1_room1_mix0181 static tier=critical car_drive+car_drive+bike_bell+bike_bell noise=47.3dBA peak=0.007 (30s)
[gen] fold1_room1_mix0182 static tier=caution car_drive+car_drive noise=64.5dBA peak=0.005 (5s)
[gen] fold1_room1_mix0183 static tier=caution car_drive+car_drive+car_drive noise=60.5dBA peak=0.003 (8s)
[gen] fold1_room1_mix0184 static tier=caution car_drive+horn noise=53.9dBA peak=0.025 (5s)
[gen] fold1_room1_mix0185 static tier=critical car_drive+backup_beep noise=45.6dBA peak=0.004 (5s)
[gen] fold1_room1_mix0186 walk tier=na none noise=59.2dBA peak=0.000 (0s)
[gen] fold1_room1_mix0187 walk tier=critical car_drive noise=61.2dBA peak=0.005 (3s)
[gen] fold1_room1_mix0188 walk tier=safe car_drive+horn noise=53.0dBA peak=0.013 (6s)
[gen] fold1_room1_mix0189 walk tier=critical car_drive+horn noise=47.5dBA peak=0.010 (6s)
[gen] fold1_room1_mix0190 walk tier=critical car_drive+horn noise=49.4dBA peak=0.047 (6s)
[gen] fold1_room1_mix0191 walk tier=caution car_drive+car_drive noise=44.1dBA peak=0.007 (5s)
[gen] fold1_room1_mix0192 static tier=critical car_drive+car_drive+horn noise=54.5dBA peak=0.018 (7s)
[gen] fold1_room1_mix0193 walk tier=caution car_drive noise=52.0dBA peak=0.003 (3s)
[gen] fold1_room1_mix0194 walk tier=caution car_drive+crossing noise=52.4dBA peak=0.004 (6s)
[gen] fold1_room1_mix0195 walk tier=critical car_drive+backup_beep+bike_bell noise=60.6dBA peak=0.004 (17s)
[gen] fold1_room1_mix0196 static tier=critical car_drive noise=47.1dBA peak=0.005 (3s)
[gen] fold1_room1_mix0197 walk tier=na siren+bike_bell noise=53.6dBA peak=0.019 (17s)
[gen] fold1_room1_mix0198 static tier=safe car_drive+horn noise=58.6dBA peak=0.005 (5s)
[gen] fold1_room1_mix0199 static tier=critical car_drive+backup_beep+bike_bell noise=48.8dBA peak=0.004 (15s)
[gen] fold1_room1_mix0200 walk tier=na backup_beep noise=64.7dBA peak=0.002 (2s)
[50-3599] 150/3550 927s elapsed, 6.18s/clip
[gen] fold1_room1_mix0201 static tier=critical car_drive noise=49.7dBA peak=0.003 (3s)
[gen] fold1_room1_mix0202 static tier=caution car_drive noise=45.8dBA peak=0.003 (3s)
[gen] fold1_room1_mix0203 static tier=safe car_drive+car_drive+car_drive+horn noise=53.0dBA peak=0.030 (9s)
[gen] fold1_room1_mix0204 static tier=na none noise=49.1dBA peak=0.000 (0s)
[gen] fold1_room1_mix0205 walk tier=caution car_drive+car_drive+horn noise=52.0dBA peak=0.035 (8s)
[gen] fold1_room1_mix0206 walk tier=safe car_drive noise=55.8dBA peak=0.001 (3s)
[gen] fold1_room1_mix0207 static tier=caution car_drive+car_drive noise=64.2dBA peak=0.004 (5s)
[gen] fold1_room1_mix0208 static tier=caution car_drive+horn noise=62.5dBA peak=0.061 (5s)
[gen] fold1_room1_mix0209 static tier=caution car_drive+car_drive+car_drive+siren noise=47.9dBA peak=0.159 (10s)
[gen] fold1_room1_mix0210 static tier=safe car_drive+horn noise=64.5dBA peak=0.054 (5s)
[gen] fold1_room1_mix0211 walk tier=safe car_drive noise=44.8dBA peak=0.001 (3s)
[gen] fold1_room1_mix0212 walk tier=critical car_drive+car_drive noise=61.2dBA peak=0.006 (6s)
[gen] fold1_room1_mix0213 static tier=na none noise=47.1dBA peak=0.000 (0s)
[gen] fold1_room1_mix0214 static tier=caution car_drive+car_drive+siren+bike_bell noise=60.9dBA peak=0.049 (20s)
[gen] fold1_room1_mix0215 walk tier=caution car_drive+car_drive noise=60.6dBA peak=0.004 (5s)
[gen] fold1_room1_mix0216 static tier=safe car_drive+backup_beep noise=42.9dBA peak=0.002 (5s)
[gen] fold1_room1_mix0217 walk tier=na none noise=50.3dBA peak=0.000 (0s)
[gen] fold1_room1_mix0218 walk tier=safe car_drive+car_drive+car_drive+horn noise=44.5dBA peak=0.028 (10s)
[gen] fold1_room1_mix0219 static tier=safe car_drive noise=41.8dBA peak=0.001 (3s)
[gen] fold1_room1_mix0220 static tier=caution car_drive+backup_beep noise=51.0dBA peak=0.002 (4s)
[gen] fold1_room1_mix0221 walk tier=safe car_drive noise=52.0dBA peak=0.001 (3s)
[gen] fold1_room1_mix0222 static tier=critical car_drive+backup_beep noise=44.4dBA peak=0.003 (5s)
[gen] fold1_room1_mix0223 static tier=caution car_drive+car_drive+car_drive noise=59.1dBA peak=0.004 (7s)
[gen] fold1_room1_mix0224 static tier=caution car_drive noise=58.8dBA peak=0.003 (2s)
[gen] fold1_room1_mix0225 walk tier=caution car_drive noise=45.2dBA peak=0.002 (3s)
[50-3599] 175/3550 1055s elapsed, 6.03s/clip
[gen] fold1_room1_mix0226 static tier=critical car_drive+car_drive+car_drive noise=49.9dBA peak=0.004 (7s)
[gen] fold1_room1_mix0227 walk tier=caution car_drive+car_drive noise=40.5dBA peak=0.004 (6s)
[gen] fold1_room1_mix0228 static tier=critical car_drive+car_drive+crossing noise=63.4dBA peak=0.005 (9s)
[gen] fold1_room1_mix0229 static tier=caution car_drive+car_drive noise=53.2dBA peak=0.003 (5s)
[gen] fold1_room1_mix0230 walk tier=safe car_drive+bike_bell noise=56.4dBA peak=0.001 (6s)
[gen] fold1_room1_mix0231 static tier=safe car_drive+car_drive+bike_bell noise=64.8dBA peak=0.002 (15s)
[gen] fold1_room1_mix0232 static tier=caution car_drive+car_drive+car_drive noise=51.2dBA peak=0.004 (8s)
[gen] fold1_room1_mix0233 static tier=caution car_drive+backup_beep noise=42.3dBA peak=0.002 (5s)
[gen] fold1_room1_mix0234 static tier=critical car_drive+car_drive+backup_beep+backup_beep noise=60.0dBA peak=0.004 (9s)
[gen] fold1_room1_mix0235 walk tier=safe car_drive+car_drive+crossing noise=44.4dBA peak=0.001 (10s)
[gen] fold1_room1_mix0236 walk tier=safe car_drive+siren+backup_beep noise=47.8dBA peak=0.007 (12s)
[gen] fold1_room1_mix0237 walk tier=safe car_drive+horn noise=59.6dBA peak=0.007 (6s)
[gen] fold1_room1_mix0238 walk tier=critical car_drive+car_drive+bike_bell+crossing noise=63.6dBA peak=0.005 (12s)
[gen] fold1_room1_mix0239 walk tier=safe car_drive noise=48.3dBA peak=0.001 (3s)
[gen] fold1_room1_mix0240 static tier=safe car_drive noise=46.1dBA peak=0.001 (3s)
[gen] fold1_room1_mix0241 static tier=safe car_drive+car_drive noise=64.3dBA peak=0.002 (6s)
[gen] fold1_room1_mix0242 walk tier=safe car_drive+car_drive+car_drive+backup_beep noise=40.3dBA peak=0.007 (10s)
[gen] fold1_room1_mix0243 static tier=caution car_drive+bike_bell noise=54.7dBA peak=0.002 (6s)
[gen] fold1_room1_mix0244 walk tier=safe car_drive+horn noise=61.7dBA peak=0.007 (5s)
[gen] fold1_room1_mix0245 static tier=caution car_drive noise=44.6dBA peak=0.003 (3s)
[gen] fold1_room1_mix0246 walk tier=safe car_drive+siren noise=60.0dBA peak=0.032 (5s)
[gen] fold1_room1_mix0247 walk tier=safe car_drive+car_drive+siren+horn noise=57.7dBA peak=0.222 (10s)
[gen] fold1_room1_mix0248 walk tier=safe car_drive+backup_beep noise=56.9dBA peak=0.001 (6s)
[gen] fold1_room1_mix0249 static tier=safe car_drive+car_drive+car_drive+crossing noise=50.3dBA peak=0.003 (25s)
[gen] fold1_room1_mix0250 walk tier=na backup_beep noise=60.7dBA peak=0.001 (4s)
[50-3599] 200/3550 1252s elapsed, 6.26s/clip
[gen] fold1_room1_mix0251 static tier=caution car_drive+car_drive+bike_bell noise=47.6dBA peak=0.004 (24s)
[gen] fold1_room1_mix0252 static tier=safe car_drive noise=42.4dBA peak=0.001 (3s)
[gen] fold1_room1_mix0253 walk tier=critical car_drive noise=62.4dBA peak=0.006 (4s)
[gen] fold1_room1_mix0254 walk tier=safe car_drive+car_drive noise=41.8dBA peak=0.002 (6s)
[gen] fold1_room1_mix0255 walk tier=critical car_drive+backup_beep+backup_beep noise=56.9dBA peak=0.004 (9s)
[gen] fold1_room1_mix0256 static tier=caution car_drive noise=45.4dBA peak=0.004 (3s)
[gen] fold1_room1_mix0257 static tier=critical car_drive+bike_bell noise=50.1dBA peak=0.004 (13s)
[gen] fold1_room1_mix0258 walk tier=critical car_drive+car_drive+car_drive+siren+bike_bell noise=50.3dBA peak=0.106 (14s)
[gen] fold1_room1_mix0259 walk tier=safe car_drive+car_drive noise=56.3dBA peak=0.001 (5s)
[gen] fold1_room1_mix0260 walk tier=na none noise=41.1dBA peak=0.000 (0s)
[gen] fold1_room1_mix0261 walk tier=critical car_drive+car_drive+siren noise=64.2dBA peak=0.010 (8s)
[gen] fold1_room1_mix0262 static tier=caution car_drive noise=44.7dBA peak=0.002 (3s)
[gen] fold1_room1_mix0263 walk tier=critical car_drive+backup_beep noise=50.0dBA peak=0.003 (5s)
[gen] fold1_room1_mix0264 walk tier=critical car_drive+car_drive+car_drive noise=51.9dBA peak=0.004 (9s)
[gen] fold1_room1_mix0265 walk tier=na horn noise=41.2dBA peak=0.015 (3s)
[gen] fold1_room1_mix0266 static tier=na none noise=56.5dBA peak=0.000 (0s)
[gen] fold1_room1_mix0267 walk tier=na backup_beep+crossing noise=40.3dBA peak=0.003 (6s)
[gen] fold1_room1_mix0268 walk tier=caution car_drive+car_drive+car_drive+backup_beep noise=51.9dBA peak=0.004 (11s)
[gen] fold1_room1_mix0269 static tier=caution car_drive+car_drive+car_drive noise=51.1dBA peak=0.003 (8s)
[gen] fold1_room1_mix0270 static tier=caution car_drive+car_drive+car_drive noise=58.7dBA peak=0.002 (8s)
[gen] fold1_room1_mix0271 walk tier=safe car_drive+car_drive+car_drive+crossing noise=59.8dBA peak=0.002 (11s)
[gen] fold1_room1_mix0272 walk tier=critical car_drive noise=51.1dBA peak=0.003 (3s)
[gen] fold1_room1_mix0273 static tier=critical car_drive+car_drive+car_drive noise=61.9dBA peak=0.004 (8s)
[gen] fold1_room1_mix0274 walk tier=critical car_drive noise=49.9dBA peak=0.003 (3s)
[gen] fold1_room1_mix0275 walk tier=caution car_drive noise=52.5dBA peak=0.003 (3s)
[50-3599] 225/3550 1420s elapsed, 6.31s/clip
[gen] fold1_room1_mix0276 static tier=na bike_bell noise=63.7dBA peak=0.001 (3s)
[gen] fold1_room1_mix0277 static tier=safe car_drive noise=60.0dBA peak=0.001 (3s)
[gen] fold1_room1_mix0278 walk tier=safe car_drive+bike_bell noise=60.7dBA peak=0.003 (8s)
[gen] fold1_room1_mix0279 walk tier=caution car_drive noise=59.6dBA peak=0.003 (5s)
[gen] fold1_room1_mix0280 static tier=caution car_drive+siren+siren noise=54.9dBA peak=0.074 (11s)
[gen] fold1_room1_mix0281 static tier=caution car_drive+horn noise=48.0dBA peak=0.006 (5s)
[gen] fold1_room1_mix0282 static tier=na backup_beep noise=57.6dBA peak=0.001 (2s)
[gen] fold1_room1_mix0283 static tier=na bike_bell noise=43.5dBA peak=0.001 (3s)
[gen] fold1_room1_mix0284 walk tier=caution car_drive+backup_beep noise=48.9dBA peak=0.002 (5s)
[gen] fold1_room1_mix0285 static tier=caution car_drive+bike_bell noise=63.5dBA peak=0.005 (15s)
[gen] fold1_room1_mix0286 walk tier=caution car_drive+backup_beep+crossing noise=58.2dBA peak=0.003 (8s)
[gen] fold1_room1_mix0287 walk tier=safe car_drive noise=48.0dBA peak=0.000 (3s)
[gen] fold1_room1_mix0288 static tier=na horn noise=51.2dBA peak=0.012 (2s)
[gen] fold1_room1_mix0289 static tier=critical car_drive+siren noise=45.5dBA peak=0.519 (5s)
[gen] fold1_room1_mix0290 static tier=safe car_drive+car_drive+siren noise=62.3dBA peak=0.019 (8s)
[gen] fold1_room1_mix0291 walk tier=caution car_drive+crossing noise=43.1dBA peak=0.003 (6s)
[gen] fold1_room1_mix0292 walk tier=critical car_drive noise=44.3dBA peak=0.003 (3s)
[gen] fold1_room1_mix0293 static tier=critical car_drive+crossing noise=63.8dBA peak=0.003 (6s)
[gen] fold1_room1_mix0294 static tier=safe car_drive noise=60.1dBA peak=0.002 (3s)
[gen] fold1_room1_mix0295 static tier=critical car_drive+car_drive+car_drive noise=64.4dBA peak=0.004 (8s)
[gen] fold1_room1_mix0296 walk tier=na crossing noise=59.0dBA peak=0.002 (4s)
[gen] fold1_room1_mix0297 static tier=na none noise=61.8dBA peak=0.000 (0s)
[gen] fold1_room1_mix0298 static tier=caution car_drive noise=62.4dBA peak=0.002 (3s)
[gen] fold1_room1_mix0299 walk tier=caution car_drive noise=42.1dBA peak=0.002 (3s)
[gen] fold1_room1_mix0300 static tier=critical car_drive+car_drive+bike_bell noise=52.1dBA peak=0.006 (18s)
[50-3599] 250/3550 1561s elapsed, 6.25s/clip
[gen] fold1_room1_mix0301 walk tier=na none noise=50.8dBA peak=0.000 (0s)
[gen] fold1_room1_mix0302 walk tier=caution car_drive+car_drive+car_drive+crossing noise=46.1dBA peak=0.004 (11s)
[gen] fold1_room1_mix0303 walk tier=na bike_bell noise=59.7dBA peak=0.001 (4s)
[gen] fold1_room1_mix0304 static tier=caution car_drive+siren+bike_bell noise=42.1dBA peak=0.383 (8s)
[gen] fold1_room1_mix0305 static tier=safe car_drive+backup_beep noise=56.0dBA peak=0.001 (5s)
[gen] fold1_room1_mix0306 walk tier=na horn noise=58.5dBA peak=0.017 (3s)
[gen] fold1_room1_mix0307 static tier=caution car_drive noise=51.1dBA peak=0.002 (3s)
[gen] fold1_room1_mix0308 walk tier=caution car_drive+car_drive+car_drive+backup_beep noise=61.8dBA peak=0.002 (10s)
[gen] fold1_room1_mix0309 walk tier=safe car_drive noise=54.8dBA peak=0.001 (3s)
[gen] fold1_room1_mix0310 walk tier=caution car_drive+car_drive+siren noise=57.0dBA peak=0.016 (8s)
[gen] fold1_room1_mix0311 static tier=caution car_drive noise=58.4dBA peak=0.002 (3s)
[gen] fold1_room1_mix0312 walk tier=safe car_drive+car_drive+siren+crossing noise=46.0dBA peak=0.016 (12s)
