=== v10.2 gen rows 0-320 (321 clips) ===
[gen] fold1_room2_mix030 static tier=safe car_drive+car_drive noise=55.4dBA peak=0.001 (7s)
[gen] fold1_room2_mix031 walk tier=critical car_drive+car_drive+siren noise=42.1dBA peak=0.055 (12s)
[gen] fold1_room2_mix032 walk tier=caution car_drive+car_drive noise=42.6dBA peak=0.002 (8s)
[gen] fold1_room2_mix033 static tier=safe car_drive+car_drive+horn noise=60.5dBA peak=0.007 (9s)
[gen] fold1_room2_mix034 static tier=critical car_drive+car_drive noise=59.3dBA peak=0.004 (6s)
[gen] fold1_room2_mix035 walk tier=caution car_drive+car_drive+backup_beep noise=50.6dBA peak=0.003 (9s)
[gen] fold1_room2_mix036 walk tier=safe car_drive+car_drive noise=56.7dBA peak=0.003 (6s)
[gen] fold1_room2_mix037 static tier=critical car_drive+car_drive+bike_bell noise=45.6dBA peak=0.006 (15s)
[gen] fold1_room2_mix038 static tier=caution car_drive+car_drive noise=58.8dBA peak=0.002 (5s)
[gen] fold1_room2_mix039 walk tier=safe car_drive+car_drive+crossing noise=57.1dBA peak=0.001 (8s)
[gen] fold1_room2_mix040 walk tier=critical car_drive+car_drive noise=56.9dBA peak=0.005 (7s)
[gen] fold1_room2_mix041 static tier=caution car_drive+car_drive+siren noise=64.0dBA peak=0.103 (11s)
[gen] fold1_room2_mix042 static tier=safe car_drive+car_drive noise=50.3dBA peak=0.001 (7s)
[gen] fold1_room2_mix043 walk tier=critical car_drive+car_drive+horn noise=57.1dBA peak=0.012 (12s)
[gen] fold1_room2_mix044 walk tier=caution car_drive+car_drive noise=59.5dBA peak=0.002 (8s)
[gen] fold1_room2_mix045 static tier=safe car_drive+car_drive+backup_beep noise=47.3dBA peak=0.004 (10s)
[gen] fold1_room2_mix046 static tier=critical car_drive+car_drive noise=56.3dBA peak=0.005 (5s)
[gen] fold1_room2_mix047 walk tier=caution car_drive+car_drive+bike_bell noise=43.0dBA peak=0.004 (14s)
[gen] fold1_room2_mix048 walk tier=safe car_drive+car_drive noise=60.3dBA peak=0.002 (5s)
[gen] fold1_room2_mix049 static tier=critical car_drive+car_drive+crossing noise=46.6dBA peak=0.003 (11s)
[gen] fold1_room2_mix050 static tier=caution car_drive+car_drive noise=61.8dBA peak=0.003 (8s)
[0-320] 50/321 480s elapsed, 9.61s/clip
[gen] fold1_room2_mix051 walk tier=safe car_drive+car_drive+siren noise=48.9dBA peak=0.007 (15s)
[gen] fold1_room2_mix052 walk tier=critical car_drive+car_drive noise=51.5dBA peak=0.005 (8s)
[gen] fold1_room2_mix053 static tier=caution car_drive+car_drive+horn noise=64.0dBA peak=0.004 (8s)
[gen] fold1_room2_mix054 static tier=safe car_drive+car_drive noise=55.6dBA peak=0.003 (4s)
[gen] fold1_room2_mix055 walk tier=critical car_drive+car_drive+backup_beep noise=55.1dBA peak=0.003 (11s)
[gen] fold1_room2_mix056 walk tier=caution car_drive+car_drive noise=48.2dBA peak=0.008 (10s)
[gen] fold1_room2_mix057 static tier=safe car_drive+car_drive+bike_bell noise=42.3dBA peak=0.003 (26s)
[gen] fold1_room2_mix058 static tier=critical car_drive+car_drive noise=47.6dBA peak=0.003 (5s)
[gen] fold1_room2_mix059 walk tier=caution car_drive+car_drive+crossing noise=47.4dBA peak=0.003 (9s)
[gen] fold1_room2_mix060 walk tier=safe car_drive+car_drive noise=45.9dBA peak=0.002 (6s)
[gen] fold1_room2_mix061 static tier=critical car_drive+car_drive+siren noise=57.3dBA peak=0.119 (10s)
[gen] fold1_room2_mix062 static tier=caution car_drive+car_drive noise=60.0dBA peak=0.003 (10s)
[gen] fold1_room2_mix063 walk tier=safe car_drive+car_drive+horn noise=54.7dBA peak=0.017 (20s)
[gen] fold1_room2_mix064 walk tier=critical car_drive+car_drive noise=40.3dBA peak=0.004 (12s)
[gen] fold1_room2_mix065 static tier=caution car_drive+car_drive+backup_beep noise=47.9dBA peak=0.004 (16s)
[gen] fold1_room2_mix066 static tier=safe car_drive+car_drive noise=41.3dBA peak=0.001 (11s)
[gen] fold1_room2_mix067 walk tier=critical car_drive+car_drive+bike_bell noise=61.2dBA peak=0.008 (18s)
[gen] fold1_room2_mix068 walk tier=caution car_drive+car_drive noise=58.0dBA peak=0.003 (12s)
[gen] fold1_room2_mix069 static tier=safe car_drive+car_drive+crossing noise=44.4dBA peak=0.002 (16s)
[gen] fold1_room2_mix070 static tier=critical car_drive+car_drive noise=61.7dBA peak=0.005 (12s)
[gen] fold1_room2_mix071 walk tier=caution car_drive+car_drive+siren noise=50.4dBA peak=0.106 (17s)
[gen] fold1_room2_mix072 walk tier=safe car_drive+car_drive noise=43.3dBA peak=0.004 (12s)
[gen] fold1_room2_mix073 static tier=critical car_drive+car_drive+horn noise=40.1dBA peak=0.050 (15s)
[gen] fold1_room2_mix074 static tier=caution car_drive+car_drive noise=55.2dBA peak=0.003 (9s)
[gen] fold1_room2_mix075 walk tier=safe car_drive+car_drive+backup_beep noise=44.9dBA peak=0.004 (15s)
[0-320] 75/321 791s elapsed, 10.54s/clip
[gen] fold1_room2_mix076 walk tier=critical car_drive+car_drive noise=45.9dBA peak=0.004 (10s)
[gen] fold1_room2_mix077 static tier=caution car_drive+car_drive+bike_bell noise=62.8dBA peak=0.005 (13s)
[gen] fold1_room2_mix078 static tier=safe car_drive+car_drive noise=55.3dBA peak=0.001 (8s)
[gen] fold1_room2_mix079 walk tier=critical car_drive+car_drive+crossing noise=58.3dBA peak=0.003 (15s)
[gen] fold1_room2_mix080 walk tier=caution car_drive+car_drive noise=62.3dBA peak=0.002 (10s)
[gen] fold1_room2_mix081 static tier=safe car_drive+car_drive+siren noise=59.6dBA peak=0.114 (13s)
[gen] fold1_room2_mix082 static tier=critical car_drive+car_drive noise=50.3dBA peak=0.004 (9s)
[gen] fold1_room2_mix083 walk tier=caution car_drive+car_drive+horn noise=46.0dBA peak=0.038 (14s)
[gen] fold1_room2_mix084 walk tier=safe car_drive+car_drive noise=58.1dBA peak=0.006 (9s)
[gen] fold1_room2_mix085 static tier=critical car_drive+car_drive+backup_beep noise=42.4dBA peak=0.005 (12s)
[gen] fold1_room2_mix086 static tier=caution car_drive+car_drive noise=44.0dBA peak=0.003 (11s)
[gen] fold1_room2_mix087 walk tier=safe car_drive+car_drive+bike_bell noise=46.5dBA peak=0.003 (28s)
[gen] fold1_room2_mix088 walk tier=critical car_drive+car_drive noise=60.2dBA peak=0.003 (10s)
[gen] fold1_room2_mix089 static tier=caution car_drive+car_drive+crossing noise=51.1dBA peak=0.002 (15s)
[gen] fold1_room2_mix090 static tier=safe car_drive+car_drive noise=53.7dBA peak=0.003 (12s)
[gen] fold1_room2_mix091 walk tier=critical car_drive+car_drive+siren noise=48.7dBA peak=0.069 (23s)
[gen] fold1_room2_mix092 walk tier=caution car_drive+car_drive noise=48.0dBA peak=0.003 (10s)
[gen] fold1_room2_mix093 static tier=safe car_drive+car_drive+horn noise=64.7dBA peak=0.013 (11s)
[gen] fold1_room2_mix094 static tier=critical car_drive+car_drive noise=57.7dBA peak=0.006 (6s)
[gen] fold1_room2_mix095 walk tier=caution car_drive+car_drive+backup_beep noise=52.8dBA peak=0.005 (12s)
[gen] fold1_room2_mix096 walk tier=safe car_drive+car_drive noise=53.0dBA peak=0.003 (8s)
[gen] fold1_room2_mix097 static tier=critical car_drive+car_drive+bike_bell noise=64.8dBA peak=0.005 (11s)
[gen] fold1_room2_mix098 static tier=caution car_drive+car_drive noise=41.2dBA peak=0.002 (7s)
[gen] fold1_room2_mix099 walk tier=safe car_drive+car_drive+crossing noise=63.2dBA peak=0.001 (10s)
[gen] fold1_room2_mix100 walk tier=critical car_drive+car_drive noise=49.9dBA peak=0.008 (7s)
[0-320] 100/321 1085s elapsed, 10.85s/clip
[gen] fold1_room2_mix101 static tier=caution car_drive+car_drive+siren noise=64.9dBA peak=0.028 (9s)
[gen] fold1_room2_mix102 static tier=safe car_drive+car_drive noise=42.6dBA peak=0.002 (6s)
[gen] fold1_room2_mix103 walk tier=critical car_drive+car_drive+horn noise=42.5dBA peak=0.006 (11s)
[gen] fold1_room2_mix104 walk tier=caution car_drive+car_drive noise=59.7dBA peak=0.003 (7s)
[gen] fold1_room2_mix105 static tier=safe car_drive+car_drive+backup_beep noise=60.5dBA peak=0.005 (10s)
[gen] fold1_room2_mix106 static tier=critical car_drive+car_drive noise=52.6dBA peak=0.009 (6s)
[gen] fold1_room2_mix107 walk tier=caution car_drive+car_drive+bike_bell noise=53.8dBA peak=0.003 (12s)
[gen] fold1_room2_mix108 walk tier=safe car_drive+car_drive noise=55.4dBA peak=0.002 (7s)
[gen] fold1_room2_mix109 static tier=critical car_drive+car_drive+crossing noise=40.9dBA peak=0.004 (12s)
[gen] fold1_room2_mix110 static tier=caution car_drive+car_drive noise=52.4dBA peak=0.004 (7s)
[gen] fold1_room2_mix111 walk tier=safe car_drive+car_drive+siren noise=64.1dBA peak=0.103 (11s)
[gen] fold1_room2_mix112 walk tier=critical car_drive+car_drive noise=44.1dBA peak=0.004 (7s)
[gen] fold1_room2_mix113 static tier=caution car_drive+car_drive+horn noise=47.4dBA peak=0.100 (8s)
[gen] fold1_room2_mix114 static tier=safe car_drive+car_drive noise=45.1dBA peak=0.001 (6s)
[gen] fold1_room2_mix115 walk tier=critical car_drive+car_drive+backup_beep noise=55.1dBA peak=0.005 (10s)
[gen] fold1_room2_mix116 walk tier=caution car_drive+car_drive noise=57.6dBA peak=0.002 (6s)
[gen] fold1_room2_mix117 static tier=safe car_drive+car_drive+bike_bell noise=63.5dBA peak=0.004 (11s)
[gen] fold1_room2_mix118 static tier=critical car_drive+car_drive noise=53.8dBA peak=0.004 (6s)
[gen] fold1_room2_mix119 walk tier=caution car_drive+car_drive+crossing noise=65.0dBA peak=0.003 (11s)
[gen] fold1_room2_mix120 walk tier=safe car_drive+car_drive noise=42.2dBA peak=0.003 (7s)
[gen] fold1_room2_mix121 static tier=critical car_drive+car_drive+siren noise=58.3dBA peak=0.008 (10s)
[gen] fold1_room2_mix122 static tier=caution car_drive+car_drive noise=44.1dBA peak=0.004 (7s)
[gen] fold1_room2_mix123 walk tier=safe car_drive+car_drive+horn noise=40.9dBA peak=0.007 (9s)
[gen] fold1_room2_mix124 walk tier=critical car_drive+car_drive noise=61.2dBA peak=0.006 (7s)
[gen] fold1_room2_mix125 static tier=caution car_drive+car_drive+backup_beep noise=63.6dBA peak=0.003 (8s)
[0-320] 125/321 1295s elapsed, 10.36s/clip
[gen] fold1_room2_mix126 static tier=safe car_drive+car_drive noise=43.3dBA peak=0.002 (5s)
[gen] fold1_room2_mix127 walk tier=critical car_drive+car_drive+bike_bell noise=47.7dBA peak=0.003 (19s)
[gen] fold1_room2_mix128 walk tier=caution car_drive+car_drive noise=63.5dBA peak=0.006 (6s)
[gen] fold1_room2_mix129 static tier=safe car_drive+car_drive+crossing noise=51.7dBA peak=0.002 (9s)
[gen] fold1_room2_mix130 static tier=critical car_drive+car_drive noise=60.0dBA peak=0.005 (5s)
[gen] fold1_room2_mix131 walk tier=caution car_drive+car_drive+siren noise=49.8dBA peak=0.022 (10s)
[gen] fold1_room2_mix132 walk tier=safe car_drive+car_drive noise=59.6dBA peak=0.003 (6s)
[gen] fold1_room2_mix133 static tier=critical car_drive+car_drive+horn noise=52.3dBA peak=0.039 (8s)
[gen] fold1_room2_mix134 static tier=caution car_drive+car_drive noise=50.4dBA peak=0.004 (6s)
[gen] fold1_room2_mix135 walk tier=safe car_drive+car_drive+backup_beep noise=56.5dBA peak=0.002 (9s)
[gen] fold1_room2_mix136 walk tier=critical car_drive+car_drive noise=49.1dBA peak=0.003 (6s)
[gen] fold1_room2_mix137 static tier=caution car_drive+car_drive+bike_bell noise=62.7dBA peak=0.006 (8s)
[gen] fold1_room2_mix138 static tier=safe car_drive+car_drive noise=57.2dBA peak=0.003 (5s)
[gen] fold1_room2_mix139 walk tier=critical car_drive+car_drive+crossing noise=60.3dBA peak=0.005 (14s)
[gen] fold1_room2_mix140 walk tier=caution car_drive+car_drive noise=55.6dBA peak=0.004 (7s)
[gen] fold1_room2_mix141 static tier=safe car_drive+car_drive+siren noise=50.3dBA peak=0.048 (9s)
[gen] fold1_room2_mix142 static tier=critical car_drive+car_drive noise=64.2dBA peak=0.005 (6s)
[gen] fold1_room2_mix143 walk tier=caution car_drive+car_drive+horn noise=50.2dBA peak=0.092 (10s)
[gen] fold1_room2_mix144 walk tier=safe car_drive+car_drive noise=49.5dBA peak=0.002 (6s)
[gen] fold1_room2_mix145 static tier=critical car_drive+car_drive+backup_beep noise=44.5dBA peak=0.006 (8s)
[gen] fold1_room2_mix146 static tier=caution car_drive+car_drive noise=50.5dBA peak=0.003 (6s)
[gen] fold1_room2_mix147 walk tier=safe car_drive+car_drive+bike_bell noise=40.2dBA peak=0.003 (19s)
[gen] fold1_room2_mix148 walk tier=critical car_drive+car_drive noise=60.6dBA peak=0.006 (6s)
[gen] fold1_room2_mix149 static tier=caution car_drive+car_drive+crossing noise=43.9dBA peak=0.004 (10s)
[gen] fold1_room2_mix150 static tier=safe car_drive+car_drive noise=43.6dBA peak=0.002 (6s)
[0-320] 150/321 1506s elapsed, 10.04s/clip
[gen] fold1_room2_mix151 walk tier=critical car_drive+car_drive+siren noise=63.8dBA peak=0.084 (10s)
[gen] fold1_room2_mix152 walk tier=caution car_drive+car_drive noise=40.3dBA peak=0.003 (7s)
[gen] fold1_room2_mix153 static tier=safe car_drive+car_drive+horn noise=52.9dBA peak=0.011 (10s)
[gen] fold1_room2_mix154 static tier=critical car_drive+car_drive noise=57.5dBA peak=0.007 (11s)
[gen] fold1_room2_mix155 walk tier=caution car_drive+car_drive+backup_beep noise=60.2dBA peak=0.003 (15s)
[gen] fold1_room2_mix156 walk tier=safe car_drive+car_drive noise=57.4dBA peak=0.001 (7s)
[gen] fold1_room2_mix157 static tier=critical car_drive+car_drive+bike_bell noise=48.0dBA peak=0.004 (23s)
[gen] fold1_room2_mix158 static tier=caution car_drive+car_drive noise=49.1dBA peak=0.002 (7s)
[gen] fold1_room2_mix159 walk tier=safe car_drive+car_drive+crossing noise=45.8dBA peak=0.001 (11s)
[gen] fold1_room2_mix160 walk tier=critical car_drive+car_drive noise=59.2dBA peak=0.005 (8s)
[gen] fold1_room2_mix161 static tier=caution car_drive+car_drive+siren noise=48.2dBA peak=0.039 (10s)
[gen] fold1_room2_mix162 static tier=safe car_drive+car_drive noise=57.7dBA peak=0.002 (7s)
[gen] fold1_room2_mix163 walk tier=critical car_drive+car_drive+horn noise=45.0dBA peak=0.013 (10s)
[gen] fold1_room2_mix164 walk tier=caution car_drive+car_drive noise=62.1dBA peak=0.002 (7s)
[gen] fold1_room2_mix165 static tier=safe car_drive+car_drive+backup_beep noise=53.3dBA peak=0.002 (8s)
[gen] fold1_room2_mix166 static tier=critical car_drive+car_drive noise=56.5dBA peak=0.004 (6s)
[gen] fold1_room2_mix167 walk tier=caution car_drive+car_drive+bike_bell noise=55.8dBA peak=0.003 (11s)
[gen] fold1_room2_mix168 walk tier=safe car_drive+car_drive noise=45.2dBA peak=0.001 (8s)
[gen] fold1_room2_mix169 static tier=critical car_drive+car_drive+crossing noise=58.5dBA peak=0.003 (11s)
[gen] fold1_room2_mix170 static tier=caution car_drive+car_drive noise=60.3dBA peak=0.002 (7s)
[gen] fold1_room2_mix171 walk tier=safe car_drive+car_drive+siren noise=58.5dBA peak=0.134 (10s)
[gen] fold1_room2_mix172 walk tier=critical car_drive+car_drive noise=60.7dBA peak=0.005 (7s)
[gen] fold1_room2_mix173 static tier=caution car_drive+car_drive+horn noise=59.2dBA peak=0.011 (9s)
[gen] fold1_room2_mix174 static tier=safe car_drive+car_drive noise=48.7dBA peak=0.001 (7s)
[gen] fold1_room2_mix175 walk tier=critical car_drive+car_drive+backup_beep noise=52.0dBA peak=0.005 (11s)
[0-320] 175/321 1744s elapsed, 9.96s/clip
[gen] fold1_room2_mix176 walk tier=caution car_drive+car_drive noise=61.7dBA peak=0.004 (9s)
[gen] fold1_room2_mix177 static tier=safe car_drive+car_drive+bike_bell noise=58.9dBA peak=0.002 (12s)
[gen] fold1_room2_mix178 static tier=critical car_drive+car_drive noise=60.6dBA peak=0.005 (8s)
[gen] fold1_room2_mix179 walk tier=caution car_drive+car_drive+crossing noise=61.8dBA peak=0.003 (16s)
[gen] fold1_room2_mix180 walk tier=safe car_drive+car_drive noise=61.6dBA peak=0.005 (8s)
[gen] fold1_room2_mix181 static tier=critical car_drive+car_drive+siren noise=40.8dBA peak=0.011 (11s)
[gen] fold1_room2_mix182 static tier=caution car_drive+car_drive noise=43.9dBA peak=0.003 (7s)
[gen] fold1_room2_mix183 walk tier=safe car_drive+car_drive+horn noise=64.3dBA peak=0.051 (13s)
[gen] fold1_room2_mix184 walk tier=critical car_drive+car_drive noise=59.3dBA peak=0.004 (7s)
[gen] fold1_room2_mix185 static tier=caution car_drive+car_drive+backup_beep noise=60.5dBA peak=0.003 (11s)
[gen] fold1_room2_mix186 static tier=safe car_drive+car_drive noise=63.5dBA peak=0.006 (7s)
[gen] fold1_room2_mix187 walk tier=critical car_drive+car_drive+bike_bell noise=58.2dBA peak=0.005 (21s)
[gen] fold1_room2_mix188 walk tier=caution car_drive+car_drive noise=64.2dBA peak=0.006 (7s)
[gen] fold1_room2_mix189 static tier=safe car_drive+car_drive+crossing noise=53.6dBA peak=0.002 (11s)
[gen] fold1_room2_mix190 static tier=critical car_drive+car_drive noise=42.8dBA peak=0.004 (6s)
[gen] fold1_room2_mix191 walk tier=caution car_drive+car_drive+siren noise=60.5dBA peak=0.011 (11s)
[gen] fold1_room2_mix192 walk tier=safe car_drive+car_drive noise=47.0dBA peak=0.003 (8s)
[gen] fold1_room2_mix193 static tier=critical car_drive+car_drive+horn noise=53.7dBA peak=0.028 (10s)
[gen] fold1_room2_mix194 static tier=caution car_drive+car_drive noise=49.2dBA peak=0.002 (10s)
[gen] fold1_room2_mix195 walk tier=safe car_drive+car_drive+backup_beep noise=47.4dBA peak=0.001 (12s)
[gen] fold1_room2_mix196 walk tier=critical car_drive+car_drive noise=58.5dBA peak=0.006 (7s)
[gen] fold1_room2_mix197 static tier=caution car_drive+car_drive+bike_bell noise=41.4dBA peak=0.002 (19s)
[gen] fold1_room2_mix198 static tier=safe car_drive+car_drive noise=48.0dBA peak=0.003 (6s)
[gen] fold1_room2_mix199 walk tier=critical car_drive+car_drive+crossing noise=63.6dBA peak=0.004 (12s)
[gen] fold1_room2_mix200 walk tier=caution car_drive+car_drive noise=60.6dBA peak=0.006 (7s)
[0-320] 200/321 2000s elapsed, 10.00s/clip
[gen] fold1_room2_mix201 static tier=safe car_drive+car_drive+siren noise=64.3dBA peak=0.146 (9s)
[gen] fold1_room2_mix202 static tier=critical car_drive+car_drive noise=50.6dBA peak=0.004 (10s)
[gen] fold1_room2_mix203 walk tier=caution car_drive+car_drive+horn noise=56.7dBA peak=0.009 (12s)
[gen] fold1_room2_mix204 walk tier=safe car_drive+car_drive noise=46.4dBA peak=0.003 (12s)
[gen] fold1_room2_mix205 static tier=critical car_drive+car_drive+backup_beep noise=40.7dBA peak=0.004 (12s)
[gen] fold1_room2_mix206 static tier=caution car_drive+car_drive noise=49.1dBA peak=0.002 (7s)
[gen] fold1_room2_mix207 walk tier=safe car_drive+car_drive+bike_bell noise=64.2dBA peak=0.003 (20s)
[gen] fold1_room2_mix208 walk tier=critical car_drive+car_drive noise=42.6dBA peak=0.004 (9s)
[gen] fold1_room2_mix209 static tier=caution car_drive+car_drive+crossing noise=62.5dBA peak=0.003 (12s)
[gen] fold1_room2_mix210 static tier=safe car_drive+car_drive noise=46.6dBA peak=0.001 (7s)
[gen] fold1_room2_mix211 walk tier=critical car_drive+car_drive+siren noise=63.8dBA peak=0.036 (9s)
[gen] fold1_room2_mix212 walk tier=caution car_drive+car_drive noise=59.4dBA peak=0.004 (7s)
[gen] fold1_room2_mix213 static tier=safe car_drive+car_drive+horn noise=51.3dBA peak=0.007 (10s)
[gen] fold1_room2_mix214 static tier=critical car_drive+car_drive noise=55.5dBA peak=0.005 (5s)
[gen] fold1_room2_mix215 walk tier=caution car_drive+car_drive+backup_beep noise=46.0dBA peak=0.003 (7s)
[gen] fold1_room2_mix216 walk tier=safe car_drive+car_drive noise=60.6dBA peak=0.003 (8s)
[gen] fold1_room2_mix217 static tier=critical car_drive+car_drive+bike_bell noise=50.7dBA peak=0.004 (10s)
[gen] fold1_room2_mix218 static tier=caution car_drive+car_drive noise=47.5dBA peak=0.005 (6s)
[gen] fold1_room2_mix219 walk tier=safe car_drive+car_drive+crossing noise=48.0dBA peak=0.001 (15s)
[gen] fold1_room2_mix220 walk tier=critical car_drive+car_drive noise=49.1dBA peak=0.002 (8s)
[gen] fold1_room2_mix221 static tier=caution car_drive+car_drive+siren noise=53.5dBA peak=0.146 (8s)
[gen] fold1_room2_mix222 static tier=safe car_drive+car_drive noise=56.4dBA peak=0.001 (7s)
[gen] fold1_room2_mix223 walk tier=critical car_drive+car_drive+horn noise=63.4dBA peak=0.006 (12s)
[gen] fold1_room2_mix224 walk tier=caution car_drive+car_drive noise=41.5dBA peak=0.004 (8s)
[gen] fold1_room2_mix225 static tier=safe car_drive+car_drive+backup_beep noise=62.4dBA peak=0.003 (10s)
[0-320] 225/321 2237s elapsed, 9.94s/clip
[gen] fold1_room2_mix226 static tier=critical car_drive+car_drive+car_drive noise=58.1dBA peak=0.004 (10s)
[gen] fold1_room2_mix227 walk tier=caution car_drive+car_drive+car_drive+bike_bell noise=47.4dBA peak=0.002 (15s)
[gen] fold1_room2_mix228 walk tier=safe car_drive+car_drive+car_drive noise=59.3dBA peak=0.003 (10s)
[gen] fold1_room2_mix229 static tier=critical car_drive+car_drive+car_drive+crossing noise=57.5dBA peak=0.006 (11s)
[gen] fold1_room2_mix230 static tier=caution car_drive+car_drive+car_drive noise=49.6dBA peak=0.004 (10s)
[gen] fold1_room2_mix231 walk tier=safe car_drive+car_drive+car_drive+siren noise=50.6dBA peak=0.016 (13s)
[gen] fold1_room2_mix232 walk tier=critical car_drive+car_drive+car_drive noise=57.2dBA peak=0.006 (10s)
[gen] fold1_room2_mix233 static tier=caution car_drive+car_drive+car_drive+horn noise=53.3dBA peak=0.024 (12s)
[gen] fold1_room2_mix234 static tier=safe car_drive+car_drive+car_drive noise=54.6dBA peak=0.004 (10s)
[gen] fold1_room2_mix235 walk tier=critical car_drive+car_drive+car_drive+backup_beep noise=44.4dBA peak=0.005 (13s)
[gen] fold1_room2_mix236 walk tier=caution car_drive+car_drive+car_drive noise=57.9dBA peak=0.002 (10s)
[gen] fold1_room2_mix237 static tier=safe car_drive+car_drive+car_drive+bike_bell noise=42.7dBA peak=0.005 (24s)
[gen] fold1_room2_mix238 static tier=critical car_drive+car_drive+car_drive noise=61.5dBA peak=0.005 (8s)
[gen] fold1_room2_mix239 walk tier=caution car_drive+car_drive+car_drive+crossing noise=53.4dBA peak=0.003 (17s)
[gen] fold1_room2_mix240 walk tier=safe car_drive+car_drive+car_drive noise=61.5dBA peak=0.004 (9s)
[gen] fold1_room2_mix241 static tier=critical car_drive+car_drive+car_drive+siren noise=43.6dBA peak=0.011 (10s)
[gen] fold1_room2_mix242 static tier=caution car_drive+car_drive+car_drive noise=46.9dBA peak=0.002 (7s)
[gen] fold1_room2_mix243 walk tier=safe car_drive+car_drive+car_drive+horn noise=47.9dBA peak=0.007 (13s)
[gen] fold1_room2_mix244 walk tier=critical car_drive+car_drive+car_drive noise=65.0dBA peak=0.006 (9s)
[gen] fold1_room2_mix245 static tier=caution car_drive+car_drive+car_drive+backup_beep noise=45.1dBA peak=0.003 (11s)
[gen] fold1_room2_mix246 static tier=safe car_drive+car_drive+car_drive noise=48.2dBA peak=0.004 (7s)
[gen] fold1_room2_mix247 walk tier=critical car_drive+car_drive+car_drive+bike_bell noise=62.4dBA peak=0.005 (17s)
[gen] fold1_room2_mix248 walk tier=caution car_drive+car_drive+car_drive noise=59.7dBA peak=0.004 (9s)
[gen] fold1_room2_mix249 static tier=safe car_drive+car_drive+car_drive+crossing noise=54.9dBA peak=0.001 (12s)
[gen] fold1_room2_mix250 static tier=critical car_drive+car_drive+car_drive noise=57.9dBA peak=0.006 (9s)
[0-320] 250/321 2523s elapsed, 10.09s/clip
[gen] fold1_room2_mix251 walk tier=caution car_drive+car_drive+car_drive+siren noise=58.2dBA peak=0.129 (11s)
[gen] fold1_room2_mix252 walk tier=safe car_drive+car_drive+car_drive noise=53.8dBA peak=0.006 (8s)
