t_s,class,az_deg,dist_m
3.9,car,150,15.96
3.9,car,31,18.35
4.0,car,-111,9.63
4.0,car,150,15.42
4.0,car,30,18.08
4.1,car,-113,9.28
4.1,car,150,16.12
4.1,car,29,19.00
4.2,car,-107,9.78
4.2,car,145,14.83
4.2,car,28,18.42
4.3,car,-97,9.58
4.3,car,136,15.35
4.3,car,23,17.03
4.4,car,-95,9.13
4.4,car,137,15.01
4.4,car,25,17.17
4.5,car,-87,9.48
4.5,car,126,13.27
4.5,car,17,16.74
4.6,car,-83,9.88
4.6,car,129,13.30
4.6,car,18,15.86
4.7,car,-77,9.26
4.7,car,125,13.43
4.7,car,16,15.16
4.8,car,-73,9.61
4.8,car,122,12.48
4.8,car,19,13.71
4.9,car,-72,9.68
4.9,car,120,12.26
4.9,car,16,12.85
5.0,car,-68,9.71
5.0,car,114,11.84
5.0,car,16,11.55
5.1,car,-62,9.62
5.1,car,104,11.29
5.1,car,5,12.41
5.2,car,-65,10.50
5.2,car,99,10.29
5.2,car,10,10.83
5.3,car,60,9.49
5.3,car,93,12.83
5.3,car,-31,10.74
5.4,car,-50,11.62
5.4,car,92,9.72
5.4,car,1,11.32
5.5,car,30,10.78
5.5,car,85,10.28
5.5,car,-23,10.69
5.6,car,-43,12.54
5.6,car,82,9.64
5.6,car,-2,11.11
5.7,car,54,11.57
5.7,car,79,11.29
5.7,car,-32,11.39
5.8,car,-37,13.49
5.8,car,81,10.12
5.8,car,-12,11.72
5.9,car,-30,13.62
5.9,car,88,10.54
5.9,car,-6,12.14
6.0,car,6,13.02
6.0,car,91,12.61
6.0,car,-18,11.89
6.1,car,48,12.72
6.1,car,98,14.64
6.1,car,-24,12.79
6.2,car,-1,14.34
6.2,car,98,12.65
6.2,car,-17,12.35
6.3,car,7,15.56
6.3,car,97,12.94
6.3,car,-16,13.17
6.4,car,-24,16.30
6.4,car,96,12.48
6.4,car,-4,14.09
6.5,car,-15,16.80
6.5,car,-9,15.62
6.6,car,-11,17.18
6.6,car,-8,16.24
6.7,car,-17,17.30
6.7,car,108,13.75
6.7,car,-1,16.36
6.8,car,-20,19.18
6.8,car,112,14.89
6.8,car,4,17.89
6.9,car,-20,19.57
6.9,car,118,15.09
6.9,car,5,19.28
7.0,car,-23,20.19
7.0,car,119,15.23
7.0,car,5,20.25
7.1,car,-23,20.85
7.1,car,124,15.56
7.1,car,9,21.03
7.2,car,-21,20.76
7.2,car,124,16.33
7.2,car,8,22.57
7.3,car,-24,20.39
7.3,car,127,16.57
7.3,car,10,22.39
7.4,car,-20,20.65
7.4,car,128,16.47
7.4,car,9,22.84
7.5,car,-21,21.41
7.5,car,133,17.68
7.5,car,8,24.59
7.6,car,-20,22.25
7.6,car,130,18.20
7.6,car,7,24.41
7.7,car,-21,22.37
7.7,car,134,18.35
7.7,car,7,24.95
7.8,car,-20,23.54
7.8,car,135,19.37
7.8,car,6,25.88
7.9,car,-16,23.73
7.9,car,136,19.07
7.9,car,6,26.04
8.0,car,-15,24.50
8.0,car,136,19.65
8.0,car,6,26.10
8.1,car,-16,26.01
8.1,car,139,20.20
8.1,car,8,26.76
8.2,car,-12,26.00
8.2,car,138,20.99
8.2,car,9,26.68
8.3,car,-8,25.37
8.3,car,140,21.92
8.3,car,8,27.09
8.4,car,-8,27.67
8.4,car,142,23.03
8.4,car,9,27.99
8.5,car,-2,28.01
8.5,car,3,27.72
8.6,car,3,27.67
8.6,car,3,28.04
8.7,car,-2,28.82
8.7,car,4,29.38
8.8,car,-4,29.72
8.8,car,2,29.77
8.9,car,-4,30.16
8.9,car,2,30.09
9.0,car,-7,31.24
9.0,car,148,24.95
9.0,car,10,30.58
9.1,car,-5,33.39
9.1,car,150,28.47
9.1,car,12,32.04
9.2,car,0,34.22
9.2,car,3,32.98
9.3,car,-4,33.92
9.3,car,1,32.61
9.4,car,-1,34.29
9.4,car,2,33.00
9.5,car,-1,35.84
9.5,car,1,34.40
9.6,car,-6,34.76
9.6,car,0,33.58
9.7,car,-2,35.63
9.7,car,1,33.81
9.8,car,-1,36.47
9.8,car,1,34.23
9.9,car,-1,36.14
9.9,car,2,34.78
10.0,car,0,37.60
10.0,car,2,35.70
