t_s,class,az_deg,dist_m
6.7,car,-4,45.81
6.7,car,-16,14.47
6.7,car,-27,13.93
6.8,car,-4,47.08
6.8,car,-15,15.70
6.8,car,-30,12.74
6.9,car,-4,48.34
6.9,car,-13,16.93
6.9,car,-33,11.58
7.0,car,-4,49.61
7.0,car,-13,18.17
7.0,car,-37,10.48
7.1,car,-4,50.88
7.1,car,-12,19.42
7.1,car,-42,9.44
7.2,car,-4,52.15
7.2,car,-11,20.66
7.2,car,-48,8.50
7.3,car,-4,53.41
7.3,car,-10,21.91
7.3,car,-56,7.69
7.4,car,-3,54.68
7.4,car,-10,23.16
7.4,car,-65,7.05
7.5,car,-3,55.95
7.5,car,-9,24.42
7.5,car,-76,6.64
7.6,car,-3,57.21
7.6,car,-9,25.67
7.6,car,-88,6.50
7.7,car,-3,58.48
7.7,car,-8,26.93
7.7,car,-100,6.64
7.8,car,-3,59.75
7.8,car,-8,28.19
7.8,car,-111,7.05
7.9,car,-3,61.02
7.9,car,-8,29.44
7.9,car,-121,7.69
8.0,car,-3,62.29
8.0,car,-7,30.70
8.0,car,-129,8.50
8.1,car,-3,63.55
8.1,car,-7,31.96
8.1,car,-135,9.44
8.2,car,-3,64.82
8.2,car,-7,33.22
8.2,car,-140,10.48
8.3,car,-3,66.09
8.3,car,-7,34.49
8.3,car,-145,11.58
8.4,car,-3,67.36
8.4,car,-6,35.75
8.4,car,-148,12.74
8.5,car,-3,68.62
8.5,car,-6,37.01
8.5,car,-151,13.93
8.6,car,-3,69.89
8.6,car,-6,38.27
8.6,car,-154,15.16
8.7,car,-3,71.16
8.7,car,-6,39.54
8.7,car,-156,16.41
8.8,car,-3,72.43
8.8,car,-6,40.80
8.8,car,-158,17.67
8.9,car,-3,73.70
8.9,car,-5,42.06
8.9,car,-159,18.95
9.0,car,-3,74.97
9.0,car,-5,43.33
9.0,car,-161,20.24
9.1,car,-3,76.23
9.1,car,-5,44.59
9.1,car,-162,21.55
9.2,car,-2,77.50
9.2,car,-5,45.86
9.2,car,-163,22.85
9.3,car,-2,78.77
9.3,car,-5,47.12
9.3,car,-164,24.17
9.4,car,-2,80.04
9.4,car,-5,48.39
9.4,car,-165,25.49
9.5,car,-2,81.31
9.5,car,-5,49.65
9.5,car,-165,26.82
9.6,car,-2,82.58
9.6,car,-4,50.92
9.6,car,-166,28.15
9.7,car,-2,83.84
9.7,car,-4,52.19
9.7,car,-167,29.48
9.8,car,-2,85.11
9.8,car,-4,53.45
9.8,car,-167,30.82
9.9,car,-2,86.38
9.9,car,-4,54.72
9.9,car,-168,32.16
10.0,car,-2,87.65
10.0,car,-4,55.98
10.0,car,-168,33.50
# オラクル（検出=GT系列）。モデル出力ではない
