clip,cls,t_on,t_off,dur,d_on,d_off,snr_on,snr_off,t_cpa,d_cpa,cpa_in_window,sudden_on,sudden_off,noise,speed
fold1_room1_mix0022,horn,1.201,6.55,5.349,13.961428713398739,15.854629283472713,48.00417811656241,46.89965354580696,3.7,3.7692732618444214,1,1,1,40.78310760690923,5.392246324141294
fold1_room1_mix0026,backup_beep,0.479,6.454,5.975,10.578902179096394,9.49021369536749,12.40075740319189,13.344049594786568,4.0,8.43049772675824,1,1,1,51.44077004409799,1.7990086401482277
fold1_room1_mix0028,backup_beep,7.1,9.106,2.0060000000000002,8.921167674386105,12.163973600285646,9.75194227422135,7.058866937148217,5.300000000000001,7.763464373897283,0,0,0,56.44379417160512,2.4771273706977626
fold1_room1_mix0028,bike_bell,2.713,4.824,2.1109999999999998,17.91383203201275,14.300630499631264,4.971435986841186,6.92810223265586,4.4,13.998109858320397,1,0,0,56.44379417160512,6.682281278305689
fold1_room1_mix0033,horn,0.702,6.063,5.361,53.346347619002664,16.336453973164343,12.038900821767157,22.31783876400209,5.0,10.074163829416722,1,1,1,63.01885925724322,12.170717036872855
fold1_room1_mix0034,siren,4.479,7.931,3.452,7.351110497432882,49.34529348133208,77.14936337385197,60.61150766514725,4.4,7.195088131704132,0,1,1,51.150503066712,13.682003682904867
fold1_room1_mix0037,siren,0.387,6.116,5.728999999999999,35.44275261920577,26.691800398960986,35.493970981769436,37.95696248073456,3.7,7.914077914385235,1,1,1,64.87974703919804,10.480092723975188
fold1_room1_mix0040,siren,2.324,4.652,2.3280000000000003,18.39828903205936,11.169592303715815,55.227899201849,59.56270151796278,3.8000000000000003,5.913037556838297,1,1,1,42.50006978910142,11.558899454885795
fold1_room1_mix0041,siren,5.72,9.547,3.827000000000001,20.022660590678747,69.62455007129844,74.61412805312726,63.789315731077394,4.5,11.890424920917248,0,1,1,42.657978399299154,13.713907505725352
fold1_room1_mix0042,backup_beep,2.384,7.949,5.5649999999999995,8.98127784837891,6.9270666420780875,19.184822791817794,21.44059811785722,6.0,5.92747443634995,1,1,1,54.700491913718366,1.8566595727314785
fold1_room1_mix0042,backup_beep,4.936,9.138,4.202,10.27712083785001,10.743251095381549,7.964044440175641,7.5787591726222985,6.800000000000001,9.330567628578923,1,0,0,54.700491913718366,2.292615942940982
fold1_room1_mix0043,siren,0.852,6.178,5.326,19.595570268376626,16.58189492708195,33.89700500051549,35.34747995908799,3.8000000000000003,9.260122977141807,1,1,1,59.02664141134892,5.8252867101221515
fold1_room1_mix0043,bike_bell,1.314,6.679,5.365,23.573310032772746,11.492467673014069,5.189530272551394,11.42967581679548,6.2,11.279871319213159,1,0,1,59.02664141134892,4.269565681742815
fold1_room1_mix0044,bike_bell,2.856,6.153,3.2969999999999997,13.185854464430248,9.308439179292531,9.017424332426515,12.04205258388562,4.800000000000001,4.449393831501477,1,0,1,56.58559178340805,6.246930927505452
fold1_room1_mix0045,backup_beep,4.013,8.4,4.3870000000000005,14.135509177870757,14.453548289167749,18.424887269950325,18.231626852857026,5.9,13.716295254131028,1,1,1,45.221095956240184,1.8177034125082625
fold1_room1_mix0045,backup_beep,2.516,5.201,2.6849999999999996,10.002545291962319,9.943537256075961,21.008872373544428,21.060264799248337,3.9000000000000004,9.696517219249722,1,1,1,45.221095956240184,1.7352595690149564
fold1_room1_mix0046,siren,0.699,5.336,4.6370000000000005,27.723979629942367,23.90640225477122,42.22306913122898,43.509896097390964,3.2,8.608493112141497,1,1,1,47.62751701339943,10.493164949871083
fold1_room1_mix0046,horn,3.905,6.185,2.28,7.987882836057641,6.799514070080523,46.17290804715111,47.571984234134874,5.2,4.345754617130689,1,1,1,47.62751701339943,5.233665617972127
fold1_room1_mix0047,siren,1.692,5.859,4.167,69.92917867857584,13.721847878602308,18.413543931365595,32.55846047265457,6.7,7.874043671018948,0,1,1,64.15599599824995,13.97579787645094
fold1_room1_mix0054,siren,1.633,3.945,2.312,60.66865207655863,31.129693449583847,39.24241827834137,45.03820831852294,6.0,13.746288636032855,0,1,1,46.55536462282772,13.477541178483769
fold1_room1_mix0054,bike_bell,2.757,8.244,5.487,26.132521079219583,15.590737198829343,9.503417422789347,13.989710589765679,6.4,8.76030438256167,1,0,1,46.55536462282772,6.83838743134049
fold1_room1_mix0055,siren,2.318,7.299,4.981,27.316755003060862,35.43098056960221,49.11611303757479,46.857031753413324,4.5,3.6594045227878693,1,1,1,45.93091534884522,12.510278999514112
fold1_room1_mix0056,bike_bell,2.854,5.081,2.2270000000000003,13.105520720766304,7.365730461692691,22.970966317377787,27.975735497190115,6.0,6.600721556268464,0,1,1,44.16368395515667,3.616013459989971
fold1_room1_mix0056,bike_bell,0.362,6.056,5.694,25.96202946634052,9.096872043780031,9.260469500923826,18.369400551157213,5.7,8.966886793009824,1,0,1,44.16368395515667,4.5485008974347085
fold1_room1_mix0057,bike_bell,1.021,6.065,5.0440000000000005,16.313588151948004,15.94044275760805,2.966857082860699,3.167839362061777,3.6,12.443560038094848,1,0,0,55.964105363194136,4.066718953393094
fold1_room1_mix0058,bike_bell,0.587,4.126,3.5390000000000006,24.600621838090404,5.625453594456205,5.059688668130633,17.875459440082167,4.800000000000001,4.227876825387741,0,0,1,58.61682765845978,5.798103915136597
fold1_room1_mix0059,siren,0.376,2.639,2.263,41.142387183500794,11.40489132362688,62.93527038867596,74.07923710192166,3.1,9.457914430830742,0,1,1,50.22017127138305,14.87094081445219
fold1_room1_mix0059,horn,1.184,5.686,4.502,32.28096996249721,12.161610129953447,38.69935727141744,47.17846724698306,5.6000000000000005,12.154016140465291,1,1,1,50.22017127138305,6.74255228816536
fold1_room1_mix0061,bike_bell,3.177,6.097,2.9200000000000004,11.662037540752523,13.51243730305836,2.8933338792448353,1.6141487440697233,3.8000000000000003,11.465549483018698,1,0,0,59.26656346958451,3.1813042986343225
fold1_room1_mix0067,bike_bell,1.224,5.372,4.148,9.584739519364735,7.751265854596656,10.392609734666934,12.236763375791341,3.6,3.4007798306779056,1,1,1,52.59483663259971,3.840378353386162
fold1_room1_mix0069,backup_beep,2.682,7.841,5.159000000000001,5.746942806680397,6.7999730752147824,11.14288611728034,9.681479756756445,4.7,4.974600768769937,1,1,0,56.482351020430855,1.4566247752944141
fold1_room1_mix0070,siren,1.748,7.478,5.7299999999999995,28.41141594681397,16.965877535650414,35.60948364589339,40.087814655575414,5.4,5.244179879087502,1,1,1,60.875969423766264,7.689265532919092
fold1_room1_mix0070,backup_beep,0.936,5.477,4.541,12.101176080073873,9.21693306266191,4.26013631630866,6.624959252068692,5.5,9.216503254431764,0,0,0,60.875969423766264,1.7003796383769174
fold1_room1_mix0071,bike_bell,2.192,4.743,2.551,14.656644459585133,5.171507057176807,-3.8157566387625366,5.232591985376757,5.6000000000000005,3.7371927165692225,0,0,0,62.176785446607255,4.154269032863372
fold1_room1_mix0071,bike_bell,2.761,6.186,3.425,25.393622971457095,10.813638458904132,2.1408946815944887,9.55595111770215,6.7,10.339460410970027,0,0,0,62.176785446607255,5.845985964529653
fold1_room1_mix0072,backup_beep,2.547,8.525,5.978,4.166939649082434,7.790282160082859,11.065764764442193,5.6310452167205085,3.3000000000000003,4.060457924541072,1,1,0,60.267802168241786,1.2687530560424118
fold1_room1_mix0073,backup_beep,0.594,5.718,5.124,17.71808870359926,8.8321321654204,9.02561154757528,15.072637793879679,6.4,8.636330579876503,0,0,1,51.23051815248702,2.658278475929019
fold1_room1_mix0076,bike_bell,3.597,6.841,3.244,14.9558301732752,20.59333567445257,23.73122611271473,20.95290264038413,4.3,14.349336376459783,1,1,1,46.56556036995621,5.853399360145222
fold1_room1_mix0077,bike_bell,3.016,6.405,3.3890000000000002,16.998457168937875,4.237958471649482,3.7750501089995296,15.840106281230824,6.1000000000000005,4.013317000624667,1,0,1,56.641122809740345,5.281877388297522
fold1_room1_mix0079,bike_bell,4.443,7.387,2.944,9.0140528119959,20.49103813433857,27.53572192454942,20.402844657661404,3.4000000000000004,7.501091136947668,0,1,1,46.80349091413299,4.779223116462973
fold1_room1_mix0083,siren,2.728,8.295,5.567,42.49875109057699,23.657575325618346,54.9341398226829,60.022258544339245,6.300000000000001,6.113188037766132,1,1,1,52.49153375194931,11.660937770311524
fold1_room1_mix0086,horn,5.947,8.445,2.498,8.03970402132373,19.87825367517961,57.473326093458816,49.6105627360619,5.300000000000001,7.085196626657437,0,1,1,42.05215812151378,5.91394585693047
fold1_room1_mix0087,backup_beep,2.246,6.851,4.605,13.199978242308529,13.599257570796711,-2.6771271113735082,-2.935966792729623,4.3,12.470150010341959,1,0,0,64.35810926968479,2.1181086217276306
fold1_room1_mix0088,siren,3.224,7.356,4.132,13.087553498803079,20.94913496581221,67.52886696163434,63.44271446663727,4.3,11.345750892144235,1,1,1,50.624610489072765,5.8423484734228115
fold1_room1_mix0092,siren,3.609,8.516,4.907,19.123658858414746,32.42352619120232,58.63625872524787,54.050473594282124,5.300000000000001,11.549895755020868,1,1,1,51.77097595751388,9.282324791098475
fold1_room1_mix0092,siren,4.566,9.172,4.606000000000001,19.573589298827507,21.704720069347182,51.74136896591219,50.84369461619444,6.7,13.55929788785921,1,1,1,51.77097595751388,6.745426118152614
fold1_room1_mix0093,horn,2.798,8.676,5.878,33.82302865171269,26.148357629386325,18.630442761315336,20.865804308263762,6.2,11.065676254603432,1,1,1,59.232044614666805,9.468432930439466
fold1_room1_mix0093,bike_bell,1.3,7.257,5.957,33.64673693860457,16.34947027210609,-8.297025946737136,-2.0282406114639215,6.0,13.955045925758801,1,0,0,59.232044614666805,6.570397735112964
fold1_room1_mix0094,bike_bell,1.351,7.031,5.68,17.12742022419851,26.055297232126886,4.388010551444275,0.7439289813655634,3.1,14.003997463540761,1,0,0,51.27007462323662,5.604412949335025
fold1_room1_mix0095,siren,2.537,4.765,2.2279999999999998,17.355572101044537,21.591537849257403,57.67971602030611,55.78282318484103,3.4000000000000004,12.440039415111638,1,1,1,60.44316972335749,13.36332738509043
fold1_room1_mix0095,siren,2.187,6.087,3.9,28.609259779258334,4.980710185406158,26.609930109120988,41.794237094068514,6.5,4.1128557279728,0,1,1,60.44316972335749,6.538682238136141
fold1_room1_mix0096,siren,1.191,5.334,4.143,63.867075999883895,18.34179188470566,45.30566329778252,56.14236873929149,6.7,8.848453794710808,0,1,1,49.630332954493475,11.38754215301498
fold1_room1_mix0097,siren,2.006,4.958,2.9520000000000004,20.695211022894366,8.197582179156827,48.40275868135221,56.446440282357344,4.9,8.175793013492338,1,1,1,44.89642410479112,6.662772651433588
fold1_room1_mix0098,backup_beep,3.344,8.982,5.638,13.055910114765828,11.721454409727155,20.888397015820402,21.824909990662334,6.9,10.944732704073836,1,1,1,43.81763276292892,2.0067734388793563
fold1_room1_mix0100,bike_bell,1.273,5.043,3.7700000000000005,22.256443015649044,6.68568508535818,19.145178964434628,29.591375787353904,6.300000000000001,3.9634810271829743,0,1,1,43.62055628736049,4.380768544463528
fold1_room1_mix0101,bike_bell,3.954,8.446,4.491999999999999,8.79202394881407,10.045127296324647,10.25588007961099,9.098548433821264,6.0,5.395732259372417,1,1,0,63.44279171839523,3.4317356577987392
fold1_room1_mix0106,bike_bell,4.65,8.722,4.071999999999999,15.309299178159263,17.83161810084973,21.80222500624609,20.477516124736894,6.5,9.29254340052792,1,1,1,46.99231620495513,6.726663531875988
fold1_room1_mix0107,siren,0.467,3.054,2.5869999999999997,56.60135375153317,29.479508889246116,44.4483771196108,50.11450860559725,5.800000000000001,3.625798059680158,0,1,1,49.940813463601486,10.525077306457195
fold1_room1_mix0108,bike_bell,1.743,3.864,2.1209999999999996,10.856190507938079,5.517872197672981,11.501493490672928,17.37960986108581,4.4,5.186316014067661,0,1,1,51.60895561972272,3.608125018386459
fold1_room1_mix0113,backup_beep,2.432,6.258,3.826,13.535723184057195,13.714633044338429,27.95622993992051,27.842175384654944,3.9000000000000004,13.405084810242556,1,1,1,40.538819862178066,1.2478568479232592
fold1_room1_mix0113,backup_beep,3.294,6.888,3.594,12.858088185205307,9.980044818163917,25.448948086072384,27.64982625337867,7.0,9.9772929296283,0,1,1,40.538819862178066,2.19146988481846
fold1_room1_mix0115,backup_beep,3.35,7.976,4.6259999999999994,10.375338050294719,12.319907312547409,16.244415410159277,14.752311717482002,4.3,10.21637922891372,1,1,1,51.17976380582991,1.8795043831515441
fold1_room1_mix0116,horn,3.387,5.419,2.0319999999999996,11.732973355387445,8.552019012980184,56.51165379012644,59.25844232400805,4.9,7.973038002796278,1,1,1,41.09440102682428,5.759535041351191
fold1_room1_mix0120,backup_beep,3.235,6.119,2.884,11.642844201862145,11.32135409204536,14.559795850534456,14.803010094557337,5.9,11.3197909438468,1,1,1,58.01130865551795,1.010546392131695
fold1_room1_mix0130,siren,3.473,7.78,4.307,29.759546828303897,8.474981709447842,48.3737410496244,59.28349192953864,6.9,4.622823049522934,1,1,1,48.95850571676671,8.477376513242179
fold1_room1_mix0139,backup_beep,4.374,9.301,4.9270000000000005,4.191840896326164,10.059663860006577,20.52809795761234,12.924524382148554,5.0,4.008514768811563,1,1,1,55.374206296694105,2.122408751403426
fold1_room1_mix0139,bike_bell,4.892,9.051,4.159,9.824866265319546,14.669022515421943,16.31661052142686,12.835119968640349,5.800000000000001,9.341538912471059,1,1,1,55.374206296694105,3.4516158531698684
fold1_room1_mix0142,bike_bell,3.321,7.029,3.7079999999999997,13.217053171934843,17.69758308030615,21.220384067808055,18.684797615470316,4.7,9.28300682101214,1,1,1,44.041111499015244,6.6030224386876935
fold1_room1_mix0149,horn,0.984,6.249,5.265,20.71593730960091,15.919821957961217,49.01819856555869,51.30552619889693,4.3,12.49604371942387,1,1,1,52.53437609123398,5.011771564613521
fold1_room1_mix0151,siren,2.082,7.474,5.392,55.250915983774156,22.28313353698361,35.97429391415831,43.861558304553824,6.0,10.692956046353398,1,1,1,64.38298543984072,13.681199326879845
fold1_room1_mix0152,horn,2.307,6.591,4.284000000000001,23.065899505477883,18.248583519059558,29.77092803262626,31.8057527525458,4.9,14.040260358022621,1,1,1,59.0691918345844,6.993293796722389
fold1_room1_mix0156,bike_bell,4.952,9.614,4.662000000000001,13.691383186353175,28.843009489617625,14.12350870308444,7.651643754236616,5.7,12.801953445684699,1,1,0,57.26387288973979,6.5854035437104
fold1_room1_mix0158,bike_bell,4.752,7.356,2.604,12.808174130817985,17.20429618110048,-2.810858990775742,-5.373852735709399,5.5,11.655012421885335,1,0,0,61.443067767210515,6.9006784220719535
fold1_room1_mix0158,bike_bell,0.725,6.481,5.756,31.00633025563384,14.966934172300556,-2.6321189246945025,3.6942314742681006,5.300000000000001,12.914834610117651,1,0,0,61.443067767210515,6.2121709019227325
fold1_room1_mix0159,horn,1.154,4.2,3.0460000000000003,66.89405969892287,30.564133660828883,30.163062019731385,36.966571283431435,6.5,11.81264848091797,0,1,1,50.82597103629165,12.361486191580292
fold1_room1_mix0159,bike_bell,4.7,7.541,2.841,14.933367833876428,16.838096263522896,17.376245409724717,16.333540901212075,5.9,13.07438992653867,1,1,1,50.82597103629165,6.278578697439659
fold1_room1_mix0160,siren,1.01,6.312,5.3020000000000005,24.880375937111413,24.926157790771814,66.45127667006324,66.43530863492597,3.7,12.060312972606186,1,1,1,45.999264712494984,8.219864521266341
fold1_room1_mix0160,backup_beep,1.861,5.255,3.394,9.528100009354317,10.118911766333422,11.571030858480775,11.048480817419865,3.3000000000000003,8.622679251262616,1,1,1,45.999264712494984,2.7551909223030284
fold1_room1_mix0162,siren,0.444,5.303,4.859,41.13708404236243,10.084652680617864,40.76993248472009,52.98138365314608,6.7,3.8623341220370535,0,1,1,54.13763818607269,6.511133992611404
fold1_room1_mix0162,backup_beep,2.188,5.351,3.163,6.296967144326555,6.196813158362966,18.41448707621126,18.553747585473232,3.8000000000000003,5.6219111793590235,1,1,1,54.13763818607269,1.7213442205378842
fold1_room1_mix0165,backup_beep,3.173,7.649,4.476,11.236287561728027,11.8628320933348,8.439199943257954,7.967889179312486,4.6000000000000005,11.049671845667115,1,0,0,62.90104623033651,1.4199796226001635
fold1_room1_mix0168,backup_beep,5.274,9.649,4.374999999999999,14.749520976039387,15.571771559954168,-2.130122572693523,-2.6013247343387746,6.6000000000000005,14.570552599489295,1,0,0,57.56734591970174,1.7795865144395837
fold1_room1_mix0170,backup_beep,2.062,7.971,5.909000000000001,14.492146866183386,11.344600644751837,21.49485344544832,23.621723730497784,6.2,10.450595642162128,1,1,1,46.12380319150977,2.4463663769365205
fold1_room1_mix0174,siren,5.083,9.095,4.0120000000000005,13.294466914190602,20.059766706514175,52.58445705543563,49.011358048102146,6.4,10.693404822582044,1,1,1,49.06718275528829,6.2007219242115035
fold1_room1_mix0175,siren,4.001,7.07,3.069,33.669593615160004,17.385698325264055,28.71274477340333,34.453659474471934,6.2,12.140101668456717,1,1,1,63.3087533124948,14.288001629763214
fold1_room1_mix0177,bike_bell,3.798,7.294,3.4959999999999996,14.913525165743014,19.465899296667608,15.113993821828345,12.800110603796185,4.1000000000000005,14.861559142860722,1,1,1,43.39433328535203,3.952251844539512
fold1_room1_mix0178,siren,5.834,8.991,3.157,15.987882181234124,55.591056275765325,75.46017634423617,64.63589660632366,5.0,11.183766335859609,0,1,1,42.841265605702205,13.6297514234375
fold1_room1_mix0178,horn,0.474,3.757,3.2830000000000004,45.82783624765829,5.885950340903313,29.836481188171376,47.66273636645127,3.6,5.614627551268207,1,1,1,42.841265605702205,14.40923663620767
fold1_room1_mix0180,horn,3.667,8.653,4.986000000000001,27.920422286844484,21.38946134461316,30.613157481336202,32.927600176898835,6.6000000000000005,13.056069659332419,1,1,1,56.97799714766805,8.348198965870745
fold1_room1_mix0180,bike_bell,2.793,7.534,4.741,9.622786866616908,22.220864401988386,13.033193647015054,5.763991998986846,3.6,8.79988642947963,1,1,0,56.97799714766805,5.126824982777267
fold1_room1_mix0181,bike_bell,0.765,5.101,4.336,18.335720034853438,14.284769056793797,12.452760206688389,14.62125512008653,3.5,11.244127725792051,1,1,1,47.25856686363378,5.373128650108081
fold1_room1_mix0181,bike_bell,3.555,7.368,3.813,14.926846695950623,9.349723762584857,18.918879270866036,22.98226512370004,6.0,5.5134322940368286,1,1,1,47.25856686363378,5.6187393827723415
fold1_room1_mix0184,horn,2.625,7.369,4.744,23.12562455701787,23.79958574391469,40.63193328081873,40.38241473758957,4.9,14.077465163850068,1,1,1,53.94257079472857,7.913850818129033
fold1_room1_mix0185,backup_beep,2.739,6.183,3.444,14.757317079022076,15.983425753126683,24.25937813469686,23.566128949583316,3.7,14.511103357490676,1,1,1,45.59478331382179,2.7253704802981504
fold1_room1_mix0188,horn,2.349,6.625,4.276,18.522192768777956,17.32539823236794,31.248440012869274,31.82862349140816,4.6000000000000005,6.2269134995090285,1,1,1,52.97253578489936,7.861449968282214
fold1_room1_mix0189,horn,1.038,6.88,5.842,18.850505231608697,17.301331795999335,39.22107987281158,39.96594906844023,4.1000000000000005,10.295692261325708,1,1,1,47.49295947518281,5.083611395227646
fold1_room1_mix0190,horn,0.694,6.331,5.6370000000000005,62.24591057580278,17.71089204332989,33.29965874320075,44.2170665163396,5.1000000000000005,4.705897741446905,1,1,1,49.41385359074502,14.040027752612104
fold1_room1_mix0192,horn,2.108,5.272,3.164,30.91577805769543,17.299354493762944,34.09428740494861,39.13729305798983,4.3,12.692741013432451,1,1,1,54.50821789810997,12.629585035374463
fold1_room1_mix0195,backup_beep,0.828,4.109,3.281,7.126232583508344,3.6017957553223674,11.139612604757865,17.06643081816994,4.4,3.5771506589603446,0,1,1,60.56677518374489,1.7481402523660543
fold1_room1_mix0195,bike_bell,3.81,8.519,4.709,8.32375448731741,15.476508940040741,6.268109332089445,0.8810345142662399,4.5,8.019875108418868,1,0,0,60.56677518374489,3.2842192509622734
fold1_room1_mix0197,siren,6.547,8.688,2.141000000000001,7.628445369307118,20.427409194438937,51.91394960044206,43.35840463620526,6.0,6.660489350384413,0,1,1,53.56731694662991,7.279329499590144
fold1_room1_mix0197,bike_bell,3.277,9.08,5.803,7.7533744814192325,27.10280713909277,18.41766705739979,7.547196773879726,3.2,7.741511012222161,0,1,0,53.56731694662991,4.399996042065483
fold1_room1_mix0198,horn,3.684,8.928,5.244000000000001,27.434186459892572,37.21611363240198,19.855720037987894,17.206941377205283,5.800000000000001,12.860900060616125,1,1,1,58.59429574327943,11.281613728370303
fold1_room1_mix0199,backup_beep,4.325,8.922,4.597,4.387039877225226,4.630892968991404,22.13120081796879,21.661337588727292,6.4,3.747517749947573,1,1,1,48.770163616915866,1.088011431458547
fold1_room1_mix0199,bike_bell,1.351,6.836,5.485,18.610649809985542,12.730258076594634,14.697010501839415,17.995497085303626,4.9,8.800376693085749,1,1,1,48.770163616915866,4.667143489982257
fold1_room1_mix0200,backup_beep,0.956,6.588,5.632,8.864001431765402,10.508845008791868,9.348253659537193,7.869750273617697,3.1,7.832207990054578,1,0,0,64.66406750581214,1.9813422548309112
fold1_room1_mix0203,horn,5.745,9.651,3.9059999999999997,21.33656956936338,48.026574596762885,47.893392961768576,40.84625263363929,3.6,13.89472450866925,0,1,1,52.95101324719791,7.624173509090605
fold1_room1_mix0205,horn,3.765,8.848,5.083,4.100626440034939,39.91433463928467,49.71644588340468,29.950872153680017,3.5,3.6796371435717923,0,1,1,51.98086771255807,7.461691953027386
fold1_room1_mix0208,horn,3.074,6.065,2.9910000000000005,33.82239075185431,5.42133201129096,29.230484702217247,45.132450655340655,6.2,5.122440040412702,0,1,1,62.50577098136875,10.570649250781337
fold1_room1_mix0209,siren,1.861,5.734,3.873,33.07875114287746,23.016663402907287,67.24661007216969,70.39674483613805,4.2,12.925696266054857,1,1,1,47.91551082285833,12.782466504069287
fold1_room1_mix0210,horn,2.711,6.263,3.552,35.76671689973423,14.748499490375671,31.466217189120997,39.16084198265409,5.6000000000000005,12.339273373468705,1,1,1,64.49458045253901,11.727632786466705
fold1_room1_mix0214,siren,3.553,9.323,5.7700000000000005,6.034862470085235,74.78248192265961,45.45508949035256,23.592439543181953,3.8000000000000003,5.042360369369902,1,1,1,60.92102379705936,13.505736843450066
fold1_room1_mix0214,bike_bell,3.911,6.298,2.387,10.514142602216959,15.44531873820593,4.153118746815991,0.8126585056175628,4.4,9.97282109269411,1,0,0,60.92102379705936,6.3406658575638755
fold1_room1_mix0216,backup_beep,2.906,5.27,2.3639999999999994,9.342608634966403,8.347099172727207,31.107476414292904,32.08612807544506,6.800000000000001,8.1485131631034,0,1,1,42.92610361456644,1.1675624738872388
fold1_room1_mix0218,horn,0.359,4.934,4.575,80.8916269163217,26.120682636982664,45.71172475706577,55.530105708574126,6.7,14.151685014598911,0,1,1,44.52660960593667,12.609304968842569
fold1_room1_mix0220,backup_beep,2.138,5.324,3.186,6.421168264085217,3.918808620599753,22.89069417232446,27.17989408903003,5.1000000000000005,3.8945091793701736,1,1,1,50.95399512587849,1.7401064030781155
fold1_room1_mix0222,backup_beep,4.397,6.431,2.034,9.432564057994684,10.425122942375758,19.241415242118542,18.3723868016926,4.3,9.431860881920203,0,1,1,44.386130389016095,2.117332025891568
fold1_room1_mix0230,bike_bell,4.431,9.518,5.087000000000001,13.417834376299096,18.24248556371894,1.4308583228185938,-1.237173365305317,5.4,13.120191067709523,1,0,0,56.430391001260205,3.0448758441679655
fold1_room1_mix0231,bike_bell,6.509,9.028,2.519,15.355929697274163,31.777376203073302,-5.3937976182910745,-11.71063602495741,4.3,4.632083457509969,0,0,0,64.763211920999,6.668191933700859
fold1_room1_mix0233,backup_beep,5.35,7.468,2.1180000000000003,11.9040126697856,13.13916771563605,29.815462047240445,28.957972530985074,5.2,11.902012677715494,0,1,1,42.28670963591786,2.509859811608427
fold1_room1_mix0234,backup_beep,0.872,5.694,4.822,16.800587255549864,13.711258088287495,-6.021373555710305,-4.256430418892023,6.1000000000000005,13.688180282163891,0,0,0,59.96373814036323,1.855052901076432
fold1_room1_mix0234,backup_beep,4.649,8.306,3.656999999999999,6.389396476328105,11.64516932947556,12.116300566291613,6.902581166850894,4.9,6.34499120890063,1,1,0,59.96373814036323,2.875975613482029
fold1_room1_mix0236,siren,0.92,4.259,3.3390000000000004,82.40338084744846,34.73130647776021,41.84911110787376,49.35358930694755,6.5,10.526560301151632,0,1,1,47.75408781949424,14.56384263418707
fold1_room1_mix0236,backup_beep,3.664,6.042,2.3779999999999997,6.819193141793626,6.6118521408243875,22.83844652994069,23.10664369523591,5.0,6.378788122205107,1,1,1,47.75408781949424,1.7468289916475157
fold1_room1_mix0237,horn,3.101,7.902,4.801,10.748043192156567,25.43738174753575,30.013859690247358,22.53099959791146,3.8000000000000003,9.925000804251956,1,1,1,59.583099339643795,5.737982044018367
fold1_room1_mix0238,bike_bell,4.046,8.318,4.271999999999999,11.923163247055108,11.648099714662289,2.984378541931406,3.1871067493908782,6.2,8.573298012395245,1,0,0,63.63699250154521,3.7859428070384795
fold1_room1_mix0242,backup_beep,2.828,6.924,4.096,6.619672476127886,3.8608180000625762,24.415648407553412,29.098791865054274,6.2,3.641622632946838,1,1,1,40.29427109665465,1.6634483162954166
