clip_id,split,motion,n_warnings,w1_class,w1_side,w2_class,w2_side,danger_tier,car_side,scenario,seed
fold1_room1_mix088,fold1,walk,2,siren,L,horn,L,caution,R,normal,12419819608
fold1_room1_mix089,fold1,walk,1,crossing,L,,,caution,L,normal,12419819609
fold1_room1_mix090,fold1,walk,1,crossing,L,,,safe,R,normal,12419819610
fold1_room1_mix091,fold1,walk,0,,,,,critical,R,normal,12419819611
fold1_room1_mix092,fold1,walk,0,,,,,safe,L,normal,12419819612
fold1_room1_mix093,fold1,walk,0,,,,,caution,L,normal,12419819613
fold1_room1_mix094,fold1,static,1,bike_bell,L,,,caution,R,normal,12419819614
fold1_room1_mix095,fold1,static,2,siren,R,bike_bell,L,critical,L,normal,12419819615
fold1_room1_mix096,fold1,static,0,,,,,critical,R,normal,12419819616
fold1_room1_mix097,fold1,walk,1,backup_beep,R,,,critical,R,normal,12419819617
fold1_room1_mix098,fold1,walk,1,siren,R,,,safe,L,normal,12419819618
fold1_room1_mix099,fold1,walk,0,,,,,caution,L,normal,12419819619
fold1_room1_mix100,fold1,walk,1,backup_beep,L,,,critical,L,normal,12419819620
fold1_room1_mix101,fold1,static,1,backup_beep,L,,,caution,R,normal,12419819621
fold1_room1_mix102,fold1,static,0,,,,,safe,R,normal,12419819622
fold1_room1_mix103,fold1,walk,0,,,,,safe,L,normal,12419819623
fold1_room1_mix104,fold1,walk,0,,,,,safe,L,normal,12419819624
fold1_room1_mix105,fold1,static,0,,,,,safe,R,normal,12419819625
fold1_room1_mix106,fold1,static,0,,,,,safe,L,normal,12419819626
fold1_room1_mix107,fold1,walk,0,,,,,critical,R,normal,12419819627
fold1_room1_mix108,fold1,walk,1,horn,L,,,caution,R,normal,12419819628
fold1_room1_mix109,fold1,walk,2,siren,L,crossing,L,safe,L,normal,12419819629
fold1_room1_mix110,fold1,static,0,,,,,critical,R,normal,12419819630
fold1_room1_mix111,fold1,static,1,backup_beep,L,,,critical,L,normal,12419819631
fold1_room1_mix112,fold1,walk,0,,,,,caution,L,normal,12419819632
fold1_room1_mix113,fold1,static,1,crossing,R,,,caution,R,normal,12419819633
fold1_room1_mix114,fold1,static,1,bike_bell,R,,,caution,L,normal,12419819634
fold1_room1_mix115,fold1,walk,1,horn,R,,,critical,L,normal,12419819635
fold1_room1_mix116,fold1,walk,1,siren,L,,,safe,R,normal,12419819636
fold1_room1_mix117,fold1,walk,1,siren,R,,,caution,R,normal,12419819637
fold1_room1_mix118,fold1,walk,1,bike_bell,R,,,safe,R,normal,12419819638
fold1_room1_mix119,fold1,walk,0,,,,,critical,R,normal,12419819639
fold1_room1_mix120,fold1,static,0,,,,,safe,R,normal,12419819640
fold1_room1_mix121,fold1,walk,0,,,,,safe,R,normal,12419819641
fold1_room1_mix122,fold1,walk,1,siren,L,,,safe,R,normal,12419819642
fold1_room1_mix123,fold1,walk,1,bike_bell,R,,,safe,R,normal,12419819643
fold1_room1_mix124,fold1,walk,1,crossing,L,,,critical,L,normal,12419819644
fold1_room1_mix125,fold1,walk,1,siren,R,,,critical,R,normal,12419819645
fold1_room1_mix126,fold1,static,2,horn,R,bike_bell,L,critical,L,normal,12419819646
fold1_room1_mix127,fold1,static,0,,,,,safe,L,normal,12419819647
fold1_room1_mix128,fold1,static,1,horn,L,,,critical,L,normal,12419819648
fold1_room1_mix129,fold1,walk,1,crossing,L,,,caution,L,normal,12419819649
fold1_room1_mix130,fold1,static,1,siren,R,,,critical,L,normal,12419819650
fold1_room1_mix131,fold1,static,0,,,,,caution,R,normal,12419819651
fold1_room1_mix132,fold1,walk,1,backup_beep,R,,,caution,R,normal,12419819652
fold1_room1_mix133,fold1,static,1,siren,L,,,safe,L,normal,12419819653
fold1_room1_mix134,fold1,static,2,horn,L,bike_bell,R,critical,R,normal,12419819654
fold1_room1_mix135,fold1,static,0,,,,,safe,R,normal,12419819655
fold1_room1_mix136,fold1,walk,1,crossing,L,,,critical,L,normal,12419819656
fold1_room1_mix137,fold1,walk,1,horn,L,,,critical,R,normal,12419819657
fold1_room1_mix138,fold1,walk,2,siren,L,horn,L,safe,L,normal,12419819658
fold1_room1_mix139,fold1,walk,1,horn,R,,,safe,R,normal,12419819659
fold1_room1_mix140,fold1,walk,0,,,,,critical,L,normal,12419819660
fold1_room1_mix141,fold1,static,0,,,,,safe,L,normal,12419819661
fold1_room1_mix142,fold1,static,0,,,,,caution,L,normal,12419819662
fold1_room1_mix143,fold1,walk,1,siren,R,,,safe,L,normal,12419819663
fold1_room1_mix144,fold1,walk,1,siren,R,,,caution,R,normal,12419819664
fold1_room1_mix145,fold1,walk,1,bike_bell,L,,,safe,L,normal,12419819665
fold1_room1_mix146,fold1,walk,1,siren,R,,,caution,R,normal,12419819666
fold1_room1_mix147,fold1,walk,0,,,,,caution,L,normal,12419819667
fold1_room1_mix148,fold1,walk,2,horn,L,crossing,R,safe,R,normal,12419819668
fold1_room1_mix149,fold1,walk,0,,,,,caution,R,normal,12419819669
fold1_room1_mix150,fold1,static,2,siren,L,bike_bell,R,caution,L,normal,12419819670
fold1_room1_mix151,fold1,walk,0,,,,,caution,L,normal,12419819671
fold1_room1_mix152,fold1,walk,0,,,,,critical,L,normal,12419819672
fold1_room1_mix153,fold1,static,0,,,,,critical,R,normal,12419819673
fold1_room1_mix154,fold1,walk,0,,,,,critical,L,normal,12419819674
fold1_room1_mix155,fold1,walk,2,horn,L,backup_beep,L,safe,R,normal,12419819675
fold1_room1_mix156,fold1,static,0,,,,,critical,R,normal,12419819676
fold1_room1_mix157,fold1,static,1,backup_beep,L,,,critical,L,normal,12419819677
fold1_room1_mix158,fold1,static,2,siren,L,backup_beep,R,critical,R,normal,12419819678
fold1_room1_mix159,fold1,static,1,backup_beep,R,,,caution,L,normal,12419819679
fold1_room1_mix160,fold1,walk,0,,,,,safe,R,normal,12419819680
fold1_room1_mix161,fold1,walk,1,horn,L,,,safe,L,normal,12419819681
fold1_room1_mix162,fold1,static,1,crossing,L,,,caution,L,normal,12419819682
fold1_room1_mix163,fold1,walk,1,horn,R,,,safe,R,normal,12419819683
fold1_room1_mix164,fold1,walk,1,horn,R,,,safe,R,normal,12419819684
fold1_room1_mix165,fold1,walk,0,,,,,caution,R,normal,12419819685
fold1_room1_mix166,fold1,static,1,crossing,L,,,safe,L,normal,12419819686
fold1_room1_mix167,fold1,static,0,,,,,safe,R,normal,12419819687
fold1_room1_mix168,fold1,static,0,,,,,caution,L,normal,12419819688
fold1_room1_mix169,fold1,walk,0,,,,,caution,R,normal,12419819689
fold1_room1_mix170,fold1,walk,1,bike_bell,R,,,critical,L,normal,12419819690
fold1_room1_mix171,fold1,static,0,,,,,safe,L,normal,12419819691
fold1_room1_mix172,fold1,static,1,siren,L,,,critical,R,normal,12419819692
fold1_room1_mix173,fold1,static,0,,,,,safe,R,normal,12419819693
fold1_room1_mix174,fold1,walk,1,horn,L,,,safe,L,normal,12419819694
fold1_room1_mix175,fold1,static,1,siren,L,,,caution,L,normal,12419819695
fold1_room1_mix176,fold1,walk,0,,,,,caution,R,normal,12419819696
fold1_room1_mix177,fold1,walk,1,backup_beep,R,,,critical,R,normal,12419819697
fold1_room1_mix178,fold1,static,1,horn,L,,,critical,L,normal,12419819698
fold1_room1_mix179,fold1,walk,1,bike_bell,R,,,caution,L,normal,12419819699
fold1_room1_mix180,fold1,static,1,crossing,L,,,caution,L,normal,12419819700
fold1_room1_mix181,fold1,static,1,siren,L,,,safe,L,normal,12419819701
fold1_room1_mix182,fold1,walk,1,crossing,L,,,caution,L,normal,12419819702
fold1_room1_mix183,fold1,walk,2,siren,R,horn,R,caution,L,normal,12419819703
fold1_room1_mix184,fold1,static,0,,,,,safe,R,normal,12419819704
fold1_room1_mix185,fold1,static,0,,,,,caution,R,normal,12419819705
fold1_room1_mix186,fold1,static,1,horn,R,,,critical,R,normal,12419819706
fold1_room1_mix187,fold1,static,2,horn,L,crossing,R,safe,L,normal,12419819707
fold1_room1_mix188,fold1,static,0,,,,,critical,L,normal,12419819708
fold1_room1_mix189,fold1,static,1,siren,R,,,safe,R,normal,12419819709
fold1_room1_mix190,fold1,static,0,,,,,critical,L,normal,12419819710
fold1_room1_mix191,fold1,walk,1,crossing,R,,,safe,L,normal,12419819711
fold1_room1_mix192,fold1,walk,1,siren,R,,,critical,R,normal,12419819712
fold1_room1_mix193,fold1,static,1,horn,R,,,safe,L,normal,12419819713
fold1_room1_mix194,fold1,static,1,crossing,L,,,safe,L,normal,12419819714
fold1_room1_mix195,fold1,static,1,backup_beep,L,,,safe,R,normal,12419819715
fold1_room1_mix196,fold1,walk,2,backup_beep,L,crossing,R,safe,L,normal,12419819716
fold1_room1_mix197,fold1,static,1,bike_bell,R,,,safe,L,normal,12419819717
fold1_room1_mix198,fold1,walk,1,bike_bell,R,,,safe,R,normal,12419819718
fold1_room1_mix199,fold1,static,1,bike_bell,R,,,caution,L,normal,12419819719
fold1_room1_mix200,fold1,static,1,crossing,L,,,caution,L,normal,12419819720
fold1_room1_mix201,fold1,walk,1,crossing,L,,,safe,R,normal,12419819721
fold1_room1_mix202,fold1,walk,1,backup_beep,L,,,safe,R,normal,12419819722
fold1_room1_mix203,fold1,static,1,backup_beep,L,,,critical,L,normal,12419819723
fold1_room1_mix204,fold1,walk,1,bike_bell,R,,,critical,L,normal,12419819724
fold1_room1_mix205,fold1,walk,1,backup_beep,R,,,safe,L,normal,12419819725
fold1_room1_mix206,fold1,static,1,siren,L,,,critical,R,normal,12419819726
fold1_room1_mix207,fold1,static,1,horn,L,,,safe,R,normal,12419819727
fold1_room1_mix208,fold1,static,1,bike_bell,L,,,caution,R,normal,12419819728
fold1_room1_mix209,fold1,walk,1,bike_bell,L,,,safe,L,normal,12419819729
fold1_room1_mix210,fold1,static,0,,,,,critical,R,normal,12419819730
fold1_room1_mix211,fold1,static,2,backup_beep,R,bike_bell,L,caution,L,normal,12419819731
fold1_room1_mix212,fold1,static,2,horn,R,backup_beep,L,critical,L,normal,12419819732
fold1_room1_mix213,fold1,walk,2,horn,L,backup_beep,L,critical,L,normal,12419819733
fold1_room1_mix214,fold1,walk,1,crossing,R,,,safe,L,normal,12419819734
fold1_room1_mix215,fold1,static,0,,,,,critical,L,normal,12419819735
fold1_room1_mix216,fold1,walk,1,backup_beep,R,,,critical,R,normal,12419819736
fold1_room1_mix217,fold1,static,1,horn,R,,,caution,L,normal,12419819737
fold1_room1_mix218,fold1,static,1,horn,R,,,caution,L,normal,12419819738
fold1_room1_mix219,fold1,walk,1,siren,L,,,critical,L,normal,12419819739
fold1_room1_mix220,fold1,static,0,,,,,critical,R,normal,12419819740
fold1_room1_mix221,fold1,static,2,horn,R,bike_bell,L,caution,R,normal,12419819741
fold1_room1_mix222,fold1,walk,1,horn,R,,,caution,L,normal,12419819742
fold1_room1_mix223,fold1,walk,2,horn,L,crossing,R,critical,L,normal,12419819743
fold1_room1_mix224,fold1,static,1,horn,L,,,safe,R,normal,12419819744
fold1_room1_mix225,fold1,walk,1,siren,L,,,caution,L,normal,12419819745
fold1_room1_mix226,fold1,walk,1,crossing,R,,,caution,R,normal,12419819746
fold1_room1_mix227,fold1,walk,0,,,,,caution,L,normal,12419819747
fold1_room1_mix228,fold1,walk,0,,,,,critical,R,normal,12419819748
fold1_room1_mix229,fold1,walk,1,siren,R,,,safe,L,normal,12419819749
fold1_room1_mix230,fold1,walk,1,crossing,R,,,caution,R,normal,12419819750
fold1_room1_mix231,fold1,walk,1,backup_beep,L,,,caution,L,normal,12419819751
fold1_room1_mix232,fold1,static,0,,,,,caution,L,normal,12419819752
fold1_room1_mix233,fold1,walk,2,siren,L,backup_beep,R,caution,R,normal,12419819753
fold1_room1_mix234,fold1,walk,1,horn,R,,,caution,L,normal,12419819754
fold1_room1_mix235,fold1,static,0,,,,,safe,L,normal,12419819755
fold1_room1_mix236,fold1,walk,2,siren,L,backup_beep,R,safe,L,normal,12419819756
fold1_room1_mix237,fold1,walk,0,,,,,caution,R,normal,12419819757
fold1_room1_mix238,fold1,walk,1,bike_bell,L,,,critical,R,normal,12419819758
fold1_room1_mix239,fold1,static,0,,,,,caution,L,normal,12419819759
fold1_room1_mix240,fold1,static,0,,,,,caution,R,normal,12419819760
fold1_room1_mix241,fold1,static,1,siren,R,,,critical,L,normal,12419819761
fold1_room1_mix242,fold1,walk,1,bike_bell,L,,,safe,L,normal,12419819762
fold1_room1_mix243,fold1,static,0,,,,,safe,R,normal,12419819763
fold1_room1_mix244,fold1,walk,1,backup_beep,L,,,safe,R,normal,12419819764
fold1_room1_mix245,fold1,static,0,,,,,critical,L,normal,12419819765
fold1_room1_mix246,fold1,static,2,bike_bell,R,crossing,L,critical,L,normal,12419819766
fold1_room1_mix247,fold1,static,0,,,,,caution,L,normal,12419819767
fold1_room1_mix248,fold1,static,1,siren,R,,,safe,R,normal,12419819768
fold1_room1_mix249,fold1,walk,0,,,,,safe,R,normal,12419819769
fold1_room1_mix250,fold1,static,1,bike_bell,R,,,safe,L,normal,12419819770
fold1_room1_mix251,fold1,walk,0,,,,,safe,L,normal,12419819771
fold1_room1_mix252,fold1,static,0,,,,,critical,R,normal,12419819772
fold1_room1_mix253,fold1,walk,1,bike_bell,R,,,safe,R,normal,12419819773
fold1_room1_mix254,fold1,static,1,horn,L,,,caution,R,normal,12419819774
fold1_room1_mix255,fold1,walk,1,siren,L,,,caution,L,normal,12419819775
fold1_room1_mix256,fold1,static,0,,,,,safe,R,normal,12419819776
fold1_room1_mix257,fold1,static,0,,,,,safe,L,normal,12419819777
fold1_room1_mix258,fold1,static,1,backup_beep,L,,,safe,R,normal,12419819778
fold1_room1_mix259,fold1,static,0,,,,,critical,L,normal,12419819779
fold1_room1_mix260,fold1,static,2,horn,R,crossing,L,safe,R,normal,12419819780
fold1_room1_mix261,fold1,static,1,bike_bell,R,,,critical,R,normal,12419819781
fold1_room1_mix262,fold1,walk,1,bike_bell,R,,,critical,L,normal,12419819782
fold1_room1_mix263,fold1,static,1,bike_bell,L,,,caution,R,normal,12419819783
fold1_room1_mix264,fold1,walk,0,,,,,caution,L,normal,12419819784
fold1_room1_mix265,fold1,static,1,bike_bell,R,,,safe,L,normal,12419819785
fold1_room1_mix266,fold1,static,1,bike_bell,R,,,critical,R,normal,12419819786
fold1_room1_mix267,fold1,static,2,siren,L,horn,R,safe,L,normal,12419819787
fold1_room1_mix268,fold1,walk,0,,,,,caution,R,normal,12419819788
fold1_room1_mix269,fold1,walk,1,bike_bell,R,,,caution,L,normal,12419819789
fold1_room1_mix270,fold1,walk,2,horn,R,bike_bell,L,critical,R,normal,12419819790
fold1_room1_mix271,fold1,walk,1,horn,L,,,safe,L,normal,12419819791
fold1_room1_mix272,fold1,walk,2,bike_bell,R,crossing,L,caution,L,normal,12419819792
fold1_room1_mix273,fold1,walk,2,bike_bell,R,crossing,L,critical,L,normal,12419819793
fold1_room1_mix274,fold1,walk,2,siren,L,crossing,L,critical,R,normal,12419819794
fold1_room1_mix275,fold1,static,1,siren,L,,,safe,L,normal,12419819795
fold1_room1_mix276,fold1,walk,2,siren,R,backup_beep,L,safe,R,normal,12419819796
fold1_room1_mix277,fold1,walk,2,backup_beep,R,bike_bell,L,safe,R,normal,12419819797
fold1_room1_mix278,fold1,walk,1,siren,R,,,safe,L,normal,12419819798
fold1_room1_mix279,fold1,walk,1,siren,L,,,critical,L,normal,12419819799
fold1_room1_mix280,fold1,static,2,backup_beep,R,bike_bell,L,critical,R,normal,12419819800
fold1_room1_mix281,fold1,static,1,bike_bell,L,,,critical,L,normal,12419819801
fold1_room1_mix282,fold1,static,2,backup_beep,L,bike_bell,R,caution,R,normal,12419819802
fold1_room1_mix283,fold1,walk,0,,,,,critical,L,normal,12419819803
fold1_room1_mix284,fold1,static,1,horn,R,,,caution,L,normal,12419819804
fold1_room1_mix285,fold1,static,1,siren,R,,,critical,L,normal,12419819805
fold1_room1_mix286,fold1,walk,1,bike_bell,L,,,safe,L,normal,12419819806
fold1_room1_mix287,fold1,static,1,horn,R,,,critical,R,normal,12419819807
fold1_room1_mix288,fold1,static,2,horn,R,backup_beep,L,safe,R,normal,12419819808
fold1_room1_mix289,fold1,walk,0,,,,,safe,R,normal,12419819809
fold1_room1_mix290,fold1,walk,1,horn,R,,,critical,L,normal,12419819810
fold1_room1_mix291,fold1,static,0,,,,,caution,R,normal,12419819811
fold1_room1_mix292,fold1,walk,0,,,,,caution,L,normal,12419819812
fold1_room1_mix293,fold1,walk,1,siren,R,,,caution,R,normal,12419819813
fold1_room1_mix294,fold1,walk,0,,,,,safe,R,normal,12419819814
fold1_room1_mix295,fold1,static,1,horn,L,,,caution,R,normal,12419819815
fold1_room1_mix296,fold1,walk,2,backup_beep,R,crossing,L,safe,R,normal,12419819816
fold1_room1_mix297,fold1,walk,1,crossing,L,,,caution,L,normal,12419819817
fold1_room1_mix298,fold1,walk,0,,,,,critical,L,normal,12419819818
fold1_room1_mix299,fold1,walk,1,backup_beep,L,,,safe,R,normal,12419819819
fold1_room1_mix300,fold1,static,1,horn,R,,,critical,R,normal,12419819820
fold1_room1_mix301,fold1,static,1,siren,L,,,caution,L,normal,12419819821
fold1_room1_mix302,fold1,static,2,siren,R,crossing,L,safe,R,normal,12419819822
fold1_room1_mix303,fold1,static,1,siren,R,,,safe,R,normal,12419819823
fold1_room1_mix304,fold1,static,1,backup_beep,L,,,caution,R,normal,12419819824
fold1_room1_mix305,fold1,static,1,siren,R,,,caution,R,normal,12419819825
fold1_room1_mix306,fold1,walk,1,bike_bell,R,,,critical,L,normal,12419819826
fold1_room1_mix307,fold1,walk,1,horn,L,,,safe,L,normal,12419819827
fold1_room1_mix308,fold1,walk,1,horn,R,,,safe,R,normal,12419819828
fold1_room1_mix309,fold1,static,2,horn,R,backup_beep,L,caution,R,normal,12419819829
fold1_room1_mix310,fold1,walk,0,,,,,critical,L,normal,12419819830
fold1_room1_mix311,fold1,walk,1,bike_bell,L,,,caution,R,normal,12419819831
fold1_room1_mix312,fold1,walk,1,backup_beep,L,,,caution,L,normal,12419819832
fold1_room1_mix313,fold1,walk,0,,,,,safe,R,normal,12419819833
fold1_room1_mix314,fold1,static,2,backup_beep,R,crossing,R,critical,R,normal,12419819834
fold1_room1_mix315,fold1,walk,2,backup_beep,L,crossing,R,caution,R,normal,12419819835
fold1_room1_mix316,fold1,static,1,bike_bell,L,,,critical,L,normal,12419819836
fold1_room1_mix317,fold1,walk,1,horn,L,,,caution,R,normal,12419819837
fold1_room1_mix318,fold1,walk,0,,,,,safe,R,normal,12419819838
fold1_room1_mix319,fold1,static,0,,,,,safe,R,normal,12419819839
fold1_room1_mix320,fold1,static,2,siren,R,backup_beep,L,safe,R,normal,12419819840
fold1_room1_mix321,fold1,static,1,horn,L,,,critical,L,normal,12419819841
fold1_room1_mix322,fold1,static,0,,,,,caution,L,normal,12419819842
fold1_room1_mix323,fold1,static,1,crossing,L,,,critical,R,normal,12419819843
fold1_room1_mix324,fold1,walk,0,,,,,critical,L,normal,12419819844
fold1_room1_mix325,fold1,walk,0,,,,,safe,R,normal,12419819845
fold1_room1_mix326,fold1,walk,1,backup_beep,L,,,critical,L,normal,12419819846
fold1_room1_mix327,fold1,static,0,,,,,caution,R,normal,12419819847
fold1_room1_mix328,fold1,walk,1,horn,L,,,caution,R,normal,12419819848
fold1_room1_mix329,fold1,static,2,siren,L,crossing,R,safe,L,normal,12419819849
fold1_room1_mix330,fold1,static,1,horn,L,,,safe,R,normal,12419819850
fold1_room1_mix331,fold1,walk,1,backup_beep,L,,,caution,L,normal,12419819851
fold1_room1_mix332,fold1,walk,0,,,,,safe,R,normal,12419819852
fold1_room1_mix333,fold1,walk,1,horn,R,,,caution,L,normal,12419819853
fold1_room1_mix334,fold1,walk,2,siren,R,crossing,R,critical,L,normal,12419819854
fold1_room1_mix335,fold1,static,2,backup_beep,L,bike_bell,R,critical,L,normal,12419819855
fold1_room1_mix336,fold1,walk,0,,,,,safe,L,normal,12419819856
fold1_room1_mix337,fold1,walk,1,backup_beep,R,,,safe,L,normal,12419819857
fold1_room1_mix338,fold1,walk,2,horn,L,crossing,R,caution,L,normal,12419819858
fold1_room1_mix339,fold1,walk,1,horn,L,,,caution,R,normal,12419819859
fold1_room1_mix340,fold1,static,1,backup_beep,L,,,caution,R,normal,12419819860
fold1_room1_mix341,fold1,static,1,siren,L,,,caution,L,normal,12419819861
fold1_room1_mix342,fold1,static,1,crossing,R,,,caution,R,normal,12419819862
fold1_room1_mix343,fold1,walk,0,,,,,safe,L,normal,12419819863
fold1_room1_mix344,fold1,walk,1,backup_beep,R,,,caution,R,normal,12419819864
fold1_room1_mix345,fold1,static,0,,,,,safe,R,normal,12419819865
fold1_room1_mix346,fold1,walk,1,siren,R,,,caution,R,normal,12419819866
