name,motion,tier,scenario,n_src,peak,recon_err,noise_dba_target,noise_dba_meas,az_med_max,el_med_max,cpa_rel_dist_m,cpa_rel_time_s,car_audible_frac,recv_ok,mask_ok,result
fold1_room3_mix015,static,safe,normal,1,0.0012,1.19e-07,61.97782660320695,61.98,0.243,0.233,5.674,6.23,0.58,True,True,PASS
fold1_room3_mix016,walk,critical,normal,1,0.0041,1.19e-07,56.870357553000034,56.87,0.248,0.268,0.854,7.38,0.5,True,True,PASS
fold1_room3_mix017,static,caution,normal,1,0.0033,1.19e-07,54.80863451919498,54.81,0.238,0.234,2.131,8.01,0.84,True,True,PASS
fold1_room3_mix018,walk,safe,normal,1,0.0007,1.19e-07,61.07956677915256,61.08,0.255,0.238,11.835,7.18,0.27,True,True,PASS
fold1_room3_mix019,static,critical,normal,1,0.0033,1.19e-07,61.79565196419141,61.8,0.391,0.198,0.984,7.63,0.28,True,True,PASS
fold1_room3_mix020,walk,caution,normal,1,0.0027,1.19e-07,56.556065359576046,56.56,0.242,0.215,2.02,6.7,0.85,True,True,PASS
fold1_room3_mix021,static,safe,normal,1,0.0019,1.19e-07,54.37031281370915,54.37,0.206,0.282,4.513,8.42,0.98,True,True,PASS
fold1_room3_mix022,walk,critical,normal,1,0.0029,1.19e-07,54.49574885202462,54.5,0.244,0.246,1.364,6.86,0.99,True,True,PASS
fold1_room3_mix023,static,caution,normal,1,0.0014,1.19e-07,40.13767431685887,40.14,0.276,0.261,2.793,8.13,0.99,True,True,PASS
fold1_room3_mix024,walk,safe,normal,1,0.0007,1.19e-07,44.23310192991123,44.23,0.256,0.358,11.282,8.94,0.99,True,True,PASS
fold1_room3_mix025,static,critical,normal,1,0.0031,1.19e-07,45.400559299467304,45.4,0.316,0.272,1.151,6.81,0.99,True,True,PASS
fold1_room3_mix026,walk,caution,normal,1,0.0029,1.19e-07,55.84471448493281,55.84,0.296,0.242,1.688,6.86,0.48,True,True,PASS
fold1_room3_mix027,static,safe,normal,1,0.0006,1.19e-07,42.156726791628,42.16,0.233,0.162,14.241,7.83,0.99,True,True,PASS
fold1_room3_mix028,walk,critical,normal,1,0.0045,1.19e-07,49.029193857995516,49.03,0.242,0.345,1.329,7.53,0.98,True,True,PASS
fold1_room3_mix029,static,caution,normal,1,0.0026,1.19e-07,53.852315269911756,53.85,0.254,0.22,2.931,7.63,0.99,True,True,PASS
fold1_room3_mix030,walk,safe,normal,1,0.0004,1.19e-07,46.04001268311437,46.04,0.248,0.147,14.997,8.33,0.99,True,True,PASS
fold1_room3_mix031,static,critical,normal,1,0.0039,1.19e-07,60.78963715006114,60.79,0.284,0.205,0.815,6.54,0.77,True,True,PASS
fold1_room3_mix032,walk,caution,normal,1,0.0017,1.19e-07,55.757910034829344,55.76,0.224,0.186,2.878,6.77,1.0,True,True,PASS
fold1_room3_mix033,static,safe,normal,1,0.0004,1.19e-07,55.2393792803563,55.24,0.228,0.217,12.105,7.09,0.89,True,True,PASS
fold1_room3_mix034,walk,critical,normal,1,0.0047,1.19e-07,57.70398033811681,57.7,0.256,0.207,0.967,8.07,0.76,True,True,PASS
fold1_room3_mix035,static,caution,normal,1,0.0019,1.19e-07,44.44654863579331,44.45,0.265,0.203,2.049,8.24,0.99,True,True,PASS
fold1_room3_mix036,walk,safe,normal,1,0.0011,1.19e-07,44.81023069715143,44.81,0.233,0.288,8.619,6.21,0.99,True,True,PASS
fold1_room3_mix037,static,critical,normal,1,0.0059,1.19e-07,57.4615360928971,57.46,0.315,0.242,0.715,8.54,0.48,True,True,PASS
fold1_room3_mix038,walk,caution,normal,1,0.0015,1.19e-07,51.07383983996816,51.07,0.251,0.256,2.674,7.45,0.97,True,True,PASS
fold1_room3_mix039,static,safe,normal,1,0.0004,1.19e-07,41.415037862013655,41.42,0.231,0.278,11.462,8.48,0.98,True,True,PASS
fold1_room3_mix040,walk,critical,normal,1,0.0048,1.19e-07,49.74437527580192,49.74,0.259,0.352,1.274,8.19,0.99,True,True,PASS
fold1_room3_mix041,static,caution,normal,1,0.0027,1.19e-07,41.88104674224866,41.88,0.268,0.289,1.566,7.8,0.99,True,True,PASS
fold1_room3_mix042,walk,safe,normal,1,0.0016,1.19e-07,55.7744270327438,55.77,0.247,0.255,4.567,8.55,0.99,True,True,PASS
fold1_room3_mix043,static,critical,normal,1,0.0071,1.19e-07,52.67290050625391,52.67,0.319,0.337,0.641,8.7,0.9,True,True,PASS
fold1_room3_mix044,walk,caution,normal,1,0.0023,1.19e-07,57.35149644670821,57.35,0.231,0.242,1.689,7.18,1.0,True,True,PASS
fold1_room3_mix045,static,safe,normal,1,0.0008,1.19e-07,62.38223240462001,62.38,0.174,0.214,11.014,7.41,0.27,True,True,PASS
fold1_room3_mix046,walk,critical,normal,1,0.0024,1.19e-07,53.04294848019073,53.04,0.265,0.192,1.302,7.88,0.51,True,True,PASS
fold1_room3_mix047,static,caution,normal,1,0.0027,1.19e-07,63.27654385861072,63.28,0.251,0.253,2.446,7.67,0.35,True,True,PASS
fold1_room3_mix048,walk,safe,normal,1,0.0009,1.19e-07,53.22499038152621,53.23,0.237,0.249,5.57,6.45,0.99,True,True,PASS
fold1_room3_mix049,static,critical,normal,1,0.0043,1.19e-07,46.865340866576204,46.87,0.223,0.185,1.024,8.41,0.99,True,True,PASS
fold1_room3_mix050,walk,caution,normal,1,0.0025,1.19e-07,53.91571597740586,53.92,0.235,0.271,2.676,6.35,0.98,True,True,PASS
fold1_room3_mix051,static,safe,normal,1,0.001,1.19e-07,46.11343775336721,46.11,0.236,0.203,6.911,6.45,0.99,True,True,PASS
fold1_room3_mix052,walk,critical,normal,1,0.0035,1.19e-07,42.429966628198855,42.43,0.246,0.25,1.372,6.68,1.0,True,True,PASS
fold1_room3_mix053,static,caution,normal,1,0.0027,1.19e-07,49.06134380763974,49.06,0.238,0.297,1.769,6.8,0.98,True,True,PASS
fold1_room3_mix054,walk,safe,normal,1,0.0006,1.19e-07,42.88451215572295,42.88,0.238,0.361,12.007,6.19,0.99,True,True,PASS
fold1_room3_mix055,static,critical,normal,1,0.0043,1.19e-07,40.850610657553744,40.85,0.294,0.309,1.355,6.85,0.99,True,True,PASS
fold1_room3_mix056,walk,caution,normal,1,0.0019,1.19e-07,48.41447129728781,48.41,0.266,0.248,2.976,6.26,0.98,True,True,PASS
fold1_room3_mix057,static,safe,normal,1,0.0004,1.19e-07,46.163928407637705,46.16,0.283,0.241,11.241,7.86,0.99,True,True,PASS
fold1_room3_mix058,walk,critical,normal,1,0.0033,1.19e-07,46.28184524474562,46.28,0.274,0.222,1.308,6.86,0.99,True,True,PASS
fold1_room3_mix059,static,caution,normal,1,0.0022,1.19e-07,52.732454443113056,52.73,0.232,0.258,2.218,6.73,0.98,True,True,PASS
fold1_room3_mix060,walk,safe,normal,1,0.0004,1.19e-07,49.72893087896343,49.73,0.269,0.189,11.54,6.39,0.73,True,True,PASS
fold1_room3_mix061,static,critical,normal,1,0.0032,1.19e-07,49.1826922717204,49.18,0.259,0.287,1.192,8.64,0.94,True,True,PASS
fold1_room3_mix062,walk,caution,normal,1,0.0018,1.19e-07,60.57081199050808,60.57,0.207,0.218,2.625,6.16,0.47,True,True,PASS
fold1_room3_mix063,static,safe,normal,1,0.001,1.19e-07,58.23580320887454,58.24,0.291,0.214,5.524,6.05,0.53,True,True,PASS
fold1_room3_mix064,walk,critical,normal,1,0.0039,1.19e-07,44.89664914525339,44.9,0.284,0.199,0.961,7.1,0.99,True,True,PASS
fold1_room3_mix065,static,caution,normal,1,0.0018,1.19e-07,41.84074254804672,41.84,0.251,0.307,2.337,7.43,0.99,True,True,PASS
fold1_room3_mix066,walk,safe,normal,1,0.0007,1.19e-07,61.331021994774076,61.33,0.197,0.187,10.536,8.09,0.51,True,True,PASS
fold1_room3_mix067,static,critical,normal,1,0.0036,1.19e-07,50.82073211565839,50.82,0.285,0.282,1.057,6.88,0.98,True,True,PASS
fold1_room3_mix068,walk,caution,normal,1,0.0015,1.19e-07,48.03946392494057,48.04,0.266,0.275,2.582,6.62,1.0,True,True,PASS
fold1_room3_mix069,static,safe,normal,1,0.0015,1.19e-07,42.813556481456544,42.81,0.206,0.324,3.381,7.5,0.99,True,True,PASS
fold1_room3_mix070,walk,critical,normal,1,0.0033,1.19e-07,49.841970246654355,49.84,0.247,0.257,1.245,7.77,0.99,True,True,PASS
fold1_room3_mix071,static,caution,normal,1,0.0015,1.19e-07,53.34314981725862,53.34,0.286,0.29,2.085,6.43,0.61,True,True,PASS
fold1_room3_mix072,walk,safe,normal,1,0.0006,1.19e-07,64.02029041271236,64.02,0.0,0.0,14.915,8.46,0.0,True,True,PASS
fold1_room3_mix073,static,critical,normal,1,0.0028,1.19e-07,48.18212636224571,48.18,0.274,0.239,1.364,6.12,1.0,True,True,PASS
fold1_room3_mix074,walk,caution,normal,1,0.0016,1.19e-07,51.997043064572416,52.0,0.231,0.201,2.478,6.32,0.63,True,True,PASS
fold1_room3_mix075,static,safe,normal,1,0.0009,1.19e-07,62.369520453248285,62.37,0.264,0.291,10.402,7.67,0.46,True,True,PASS
fold1_room3_mix076,walk,critical,normal,1,0.0042,1.19e-07,59.33426020248771,59.33,0.262,0.235,1.157,7.9,0.96,True,True,PASS
fold1_room3_mix077,static,caution,normal,1,0.0025,1.19e-07,57.07270222582057,57.07,0.255,0.238,2.4,6.4,0.61,True,True,PASS
fold1_room3_mix078,walk,safe,normal,1,0.0008,1.19e-07,61.7729893724556,61.77,0.22,0.241,6.069,8.72,0.28,True,True,PASS
fold1_room3_mix079,static,critical,normal,1,0.0066,1.19e-07,42.94527611824499,42.95,0.298,0.261,0.806,7.1,0.99,True,True,PASS
fold1_room3_mix080,walk,caution,normal,1,0.0015,1.19e-07,54.69122308374679,54.69,0.328,0.241,2.456,7.9,0.5,True,True,PASS
fold1_room3_mix081,static,safe,normal,1,0.0016,1.19e-07,60.79318333671916,60.79,0.306,0.264,4.703,7.72,0.51,True,True,PASS
fold1_room3_mix082,walk,critical,normal,1,0.0034,1.19e-07,41.29133133568829,41.29,0.207,0.351,1.019,7.6,0.98,True,True,PASS
fold1_room3_mix083,static,caution,normal,1,0.0024,1.19e-07,49.49181177011263,49.49,0.241,0.257,1.918,6.9,0.99,True,True,PASS
fold1_room3_mix084,walk,safe,normal,1,0.0014,1.19e-07,44.03749328802924,44.04,0.308,0.218,6.532,6.84,0.99,True,True,PASS
fold1_room3_mix085,static,critical,normal,1,0.0053,1.19e-07,45.545871314764625,45.55,0.216,0.286,0.697,8.28,0.99,True,True,PASS
fold1_room3_mix086,walk,caution,normal,1,0.0024,1.19e-07,59.3013239298528,59.3,0.246,0.204,2.577,6.31,0.77,True,True,PASS
fold1_room3_mix087,static,safe,normal,1,0.0004,1.19e-07,55.71322320355031,55.71,0.234,0.245,12.921,7.33,0.54,True,True,PASS
fold1_room3_mix088,walk,critical,normal,1,0.005,1.19e-07,45.59354809834345,45.59,0.277,0.255,1.336,6.38,0.99,True,True,PASS
fold1_room3_mix089,static,caution,normal,1,0.0023,1.19e-07,48.18892378427298,48.19,0.249,0.27,1.582,6.45,0.99,True,True,PASS
fold1_room3_mix090,walk,safe,normal,1,0.0012,1.19e-07,58.1350287500246,58.14,0.252,0.319,5.976,7.63,0.48,True,True,PASS
fold1_room3_mix091,static,critical,normal,1,0.0033,1.19e-07,53.3855124994895,53.39,0.253,0.239,1.407,6.61,0.99,True,True,PASS
fold1_room3_mix092,walk,caution,normal,1,0.0017,1.19e-07,62.467243116217546,62.47,0.351,0.198,2.407,8.86,0.24,True,True,PASS
fold1_room3_mix093,static,safe,normal,1,0.0008,1.19e-07,56.53925930583525,56.54,0.25,0.23,6.236,8.21,0.48,True,True,PASS
fold1_room3_mix094,walk,critical,normal,1,0.0031,1.19e-07,61.795779126850704,61.8,0.404,0.249,1.439,6.79,0.21,True,True,PASS
fold1_room3_mix095,static,caution,normal,1,0.0015,1.19e-07,46.073446186205274,46.07,0.271,0.291,2.314,7.11,0.98,True,True,PASS
fold1_room3_mix096,walk,safe,normal,1,0.0004,1.19e-07,42.109636469231766,42.11,0.225,0.328,14.405,6.82,0.99,True,True,PASS
fold1_room3_mix097,static,critical,normal,1,0.0029,1.19e-07,45.375373304547864,45.38,0.243,0.277,0.935,8.7,0.98,True,True,PASS
fold1_room3_mix098,walk,caution,normal,1,0.0016,1.19e-07,46.19284741086891,46.19,0.206,0.234,2.562,6.36,1.0,True,True,PASS
fold1_room3_mix099,static,safe,normal,1,0.0005,1.19e-07,50.31268178026109,50.31,0.174,0.381,9.435,7.89,0.83,True,True,PASS
fold1_room3_mix100,walk,critical,normal,1,0.0054,1.19e-07,49.56480631177023,49.56,0.353,0.353,0.846,8.47,0.97,True,True,PASS
fold1_room3_mix1000,walk,critical,normal,3,0.0352,2.30e-07,58.585476377699294,58.59,0.304,0.28,0.949,8.05,0.75,True,True,PASS
fold1_room3_mix1001,static,caution,normal,3,0.007,2.22e-07,53.37193980875123,53.37,0.257,0.36,2.968,6.34,0.99,True,True,PASS
fold1_room3_mix1002,walk,safe,normal,3,0.0369,1.77e-07,52.84208816574206,52.84,0.476,0.322,9.775,7.51,0.79,True,True,PASS
fold1_room3_mix1003,static,critical,normal,3,0.0058,2.28e-07,41.12539031133719,41.13,0.234,0.381,0.902,7.36,0.98,True,True,PASS
fold1_room3_mix1004,walk,caution,normal,3,0.3193,2.36e-07,58.8236462757701,58.82,0.245,0.238,2.563,7.98,0.54,True,True,PASS
fold1_room3_mix1005,static,safe,normal,3,0.0344,2.28e-07,57.15469646029565,57.15,0.295,0.306,3.935,6.13,0.83,True,True,PASS
fold1_room3_mix1006,walk,critical,normal,3,0.0104,2.27e-07,46.380120091774515,46.38,0.365,0.289,1.144,8.69,0.99,True,True,PASS
fold1_room3_mix1007,static,caution,normal,3,0.0351,2.30e-07,41.428059836378026,41.43,0.318,0.346,2.393,8.86,0.99,True,True,PASS
fold1_room3_mix1008,walk,safe,normal,3,0.0015,2.26e-07,43.32040645205028,43.32,0.29,0.375,6.682,6.38,0.99,True,True,PASS
fold1_room3_mix1009,static,critical,normal,3,0.1964,2.31e-07,49.643818172464925,49.64,0.355,0.261,1.048,6.03,0.99,True,True,PASS
fold1_room3_mix101,static,caution,normal,1,0.0032,1.19e-07,42.59789856104331,42.6,0.29,0.197,2.397,7.16,0.99,True,True,PASS
fold1_room3_mix1010,walk,caution,normal,3,0.0249,2.24e-07,55.00375464293885,55.0,0.271,0.231,1.768,6.37,0.99,True,True,PASS
fold1_room3_mix1011,static,safe,normal,3,0.1031,2.25e-07,43.57670933655726,43.58,0.353,0.298,3.643,6.86,0.99,True,True,PASS
fold1_room3_mix1012,walk,critical,normal,3,0.0554,2.23e-07,51.04062471670565,51.04,0.368,0.339,1.157,6.22,0.98,True,True,PASS
fold1_room3_mix102,walk,safe,normal,1,0.0007,1.19e-07,62.91727977409733,62.92,0.23,0.137,12.745,6.36,0.19,True,True,PASS
fold1_room3_mix103,static,critical,normal,1,0.004,1.19e-07,60.396889936610236,60.4,0.228,0.281,1.13,7.35,0.56,True,True,PASS
fold1_room3_mix104,walk,caution,normal,1,0.0026,1.19e-07,49.599184116315755,49.6,0.28,0.216,2.007,7.67,0.99,True,True,PASS
fold1_room3_mix105,static,safe,normal,1,0.0017,1.19e-07,51.110893479124684,51.11,0.274,0.271,3.567,7.58,0.99,True,True,PASS
fold1_room3_mix106,walk,critical,normal,1,0.0056,1.19e-07,40.60902326351776,40.61,0.339,0.266,0.645,6.48,0.99,True,True,PASS
fold1_room3_mix107,static,caution,normal,1,0.0021,1.19e-07,40.383521248500806,40.38,0.242,0.223,2.965,6.9,0.99,True,True,PASS
fold1_room3_mix108,walk,safe,normal,1,0.0013,1.19e-07,54.29548714930672,54.3,0.232,0.283,3.598,7.83,0.79,True,True,PASS
fold1_room3_mix109,static,critical,normal,1,0.0035,1.19e-07,41.016367627887206,41.02,0.278,0.232,1.131,8.27,0.99,True,True,PASS
fold1_room3_mix110,walk,caution,normal,1,0.0018,1.19e-07,44.30413901184124,44.3,0.252,0.308,2.389,6.93,0.99,True,True,PASS
fold1_room3_mix111,static,safe,normal,1,0.0008,1.19e-07,58.66129096312225,58.66,0.181,0.319,6.984,8.44,0.43,True,True,PASS
fold1_room3_mix112,walk,critical,normal,1,0.0024,1.19e-07,50.162345061749704,50.16,0.299,0.233,1.366,7.91,0.77,True,True,PASS
fold1_room3_mix113,static,caution,normal,1,0.0014,1.19e-07,60.100442368043176,60.1,0.323,0.23,2.898,8.58,0.32,True,True,PASS
fold1_room3_mix114,walk,safe,normal,1,0.0011,1.19e-07,44.85517804480362,44.86,0.242,0.301,6.849,7.85,1.0,True,True,PASS
fold1_room3_mix115,static,critical,normal,1,0.0038,1.19e-07,43.161146003988236,43.16,0.245,0.215,1.022,8.73,1.0,True,True,PASS
fold1_room3_mix116,walk,caution,normal,1,0.0037,1.19e-07,45.826618554703394,45.83,0.292,0.253,1.674,8.8,0.99,True,True,PASS
fold1_room3_mix117,static,safe,normal,1,0.0014,1.19e-07,62.68051070766302,62.68,0.303,0.212,6.391,8.54,0.32,True,True,PASS
fold1_room3_mix118,walk,critical,normal,1,0.0022,1.19e-07,62.240923923984035,62.24,0.299,0.218,1.394,6.97,0.37,True,True,PASS
fold1_room3_mix119,static,caution,normal,1,0.0032,1.19e-07,52.60503380496804,52.61,0.284,0.33,1.813,6.53,0.84,True,True,PASS
fold1_room3_mix120,walk,safe,normal,1,0.0009,1.19e-07,55.68551745387567,55.69,0.237,0.285,12.436,6.27,0.94,True,True,PASS
fold1_room3_mix121,static,critical,normal,1,0.0035,1.19e-07,42.09022324380293,42.09,0.249,0.288,1.267,6.32,1.0,True,True,PASS
fold1_room3_mix122,walk,caution,normal,1,0.0016,1.19e-07,48.62355073714903,48.62,0.252,0.241,2.271,6.02,0.95,True,True,PASS
fold1_room3_mix123,static,safe,normal,1,0.0007,1.19e-07,47.79965240551275,47.8,0.27,0.367,8.986,8.54,0.99,True,True,PASS
fold1_room3_mix124,walk,critical,normal,1,0.0053,1.19e-07,42.301974832623834,42.3,0.278,0.263,0.692,8.79,1.0,True,True,PASS
fold1_room3_mix125,static,caution,normal,1,0.0028,1.19e-07,53.81968998874702,53.82,0.241,0.246,2.546,7.36,0.99,True,True,PASS
fold1_room3_mix126,walk,safe,normal,1,0.0008,1.19e-07,48.33048112896746,48.33,0.244,0.191,6.058,6.83,0.99,True,True,PASS
fold1_room3_mix127,static,critical,normal,1,0.0031,1.19e-07,53.90467105801591,53.9,0.261,0.269,1.061,7.52,0.84,True,True,PASS
fold1_room3_mix128,walk,caution,normal,1,0.0026,1.19e-07,52.82432168600863,52.82,0.239,0.251,2.71,6.47,0.98,True,True,PASS
fold1_room3_mix129,static,safe,normal,1,0.002,1.19e-07,53.6404921199035,53.64,0.267,0.302,4.641,7.73,0.98,True,True,PASS
fold1_room3_mix130,walk,critical,normal,1,0.0038,1.19e-07,41.883081943434114,41.88,0.277,0.23,0.72,7.14,1.0,True,True,PASS
fold1_room3_mix131,static,caution,normal,1,0.0023,1.19e-07,57.70965704808035,57.71,0.323,0.25,1.841,8.3,0.48,True,True,PASS
fold1_room3_mix132,walk,safe,normal,1,0.0009,1.19e-07,44.13613879651242,44.14,0.274,0.354,8.971,7.5,0.98,True,True,PASS
fold1_room3_mix133,static,critical,normal,1,0.0053,1.19e-07,53.23196996804151,53.23,0.275,0.343,0.875,6.03,0.97,True,True,PASS
fold1_room3_mix134,walk,caution,normal,1,0.0017,1.19e-07,59.66189908989506,59.66,0.277,0.202,2.431,8.34,0.56,True,True,PASS
fold1_room3_mix135,static,safe,normal,1,0.0007,1.19e-07,56.49939773953452,56.5,0.192,0.137,10.183,6.78,0.52,True,True,PASS
fold1_room3_mix136,walk,critical,normal,1,0.0037,1.19e-07,59.05367304995127,59.05,0.288,0.239,0.929,7.21,0.42,True,True,PASS
fold1_room3_mix137,static,caution,normal,1,0.0022,1.19e-07,54.53727406746824,54.54,0.289,0.173,2.139,6.17,0.79,True,True,PASS
fold1_room3_mix138,walk,safe,normal,1,0.0007,1.19e-07,57.20800760266549,57.21,0.246,0.32,8.671,7.92,0.97,True,True,PASS
fold1_room3_mix139,static,critical,normal,1,0.0031,1.19e-07,53.84669369754602,53.85,0.281,0.218,1.425,8.61,0.81,True,True,PASS
fold1_room3_mix140,walk,caution,normal,1,0.0017,1.19e-07,54.01104212515043,54.01,0.251,0.233,2.86,8.03,0.52,True,True,PASS
fold1_room3_mix141,static,safe,normal,1,0.0009,1.19e-07,57.14764864910544,57.15,0.24,0.262,4.681,7.99,0.54,True,True,PASS
fold1_room3_mix142,walk,critical,normal,1,0.0026,1.19e-07,40.13518880679776,40.14,0.227,0.27,1.384,6.19,0.99,True,True,PASS
fold1_room3_mix143,static,caution,normal,1,0.0028,1.19e-07,46.77008978249407,46.77,0.241,0.319,1.91,6.95,0.99,True,True,PASS
fold1_room3_mix144,walk,safe,normal,1,0.0009,1.19e-07,60.72485002641017,60.72,0.322,0.287,6.197,8.48,0.28,True,True,PASS
fold1_room3_mix145,static,critical,normal,1,0.0047,1.19e-07,40.81121707646795,40.81,0.312,0.193,1.224,8.22,1.0,True,True,PASS
fold1_room3_mix146,walk,caution,normal,1,0.0019,1.19e-07,59.54192334414014,59.54,0.373,0.267,1.905,7.53,0.36,True,True,PASS
fold1_room3_mix147,static,safe,normal,1,0.0005,1.19e-07,51.81858378354362,51.82,0.299,0.172,13.699,7.88,0.64,True,True,PASS
fold1_room3_mix148,walk,critical,normal,1,0.0037,1.19e-07,49.82423152811449,49.82,0.322,0.353,1.122,7.43,0.97,True,True,PASS
fold1_room3_mix149,static,caution,normal,1,0.0041,1.19e-07,64.98412417575535,64.98,0.314,0.239,1.551,7.29,0.51,True,True,PASS
fold1_room3_mix150,walk,safe,normal,1,0.0007,1.19e-07,53.426485571231254,53.43,0.218,0.148,11.341,8.11,1.0,True,True,PASS
fold1_room3_mix151,static,critical,normal,1,0.0034,1.19e-07,61.16238655066397,61.16,0.314,0.304,1.08,6.7,0.48,True,True,PASS
fold1_room3_mix152,walk,caution,normal,1,0.0014,1.19e-07,43.84600660797269,43.85,0.279,0.241,2.681,7.6,0.98,True,True,PASS
fold1_room3_mix153,static,safe,normal,1,0.0004,1.19e-07,42.175033149591016,42.18,0.212,0.306,11.011,6.35,0.98,True,True,PASS
fold1_room3_mix154,walk,critical,normal,1,0.0047,1.19e-07,52.2088386706243,52.21,0.258,0.286,1.055,6.76,0.99,True,True,PASS
fold1_room3_mix155,static,caution,normal,1,0.0022,1.19e-07,61.71304198830644,61.71,0.305,0.262,2.891,7.05,0.54,True,True,PASS
fold1_room3_mix156,walk,safe,normal,1,0.0008,1.19e-07,56.17188819475121,56.17,0.202,0.244,10.977,8.33,0.52,True,True,PASS
fold1_room3_mix157,static,critical,normal,1,0.0042,1.19e-07,40.55290362849404,40.55,0.252,0.284,1.159,8.89,0.98,True,True,PASS
fold1_room3_mix158,walk,caution,normal,1,0.0026,1.19e-07,59.170311086838275,59.17,0.325,0.211,2.101,6.95,0.39,True,True,PASS
fold1_room3_mix159,static,safe,normal,1,0.0009,1.19e-07,41.170295246203615,41.17,0.249,0.234,7.803,8.43,0.99,True,True,PASS
fold1_room3_mix160,walk,critical,normal,1,0.0037,1.19e-07,59.93665225658576,59.94,0.281,0.188,0.841,8.2,0.39,True,True,PASS
fold1_room3_mix161,static,caution,normal,1,0.0024,1.19e-07,56.237001887832285,56.24,0.288,0.178,2.197,6.61,0.58,True,True,PASS
fold1_room3_mix162,walk,safe,normal,1,0.0008,1.19e-07,56.53013835248069,56.53,0.273,0.253,7.648,7.34,0.6,True,True,PASS
fold1_room3_mix163,static,critical,normal,1,0.0074,1.19e-07,45.40919194174014,45.41,0.353,0.316,0.632,7.38,0.98,True,True,PASS
fold1_room3_mix164,walk,caution,normal,1,0.0031,1.19e-07,56.641874093185805,56.64,0.261,0.274,1.725,8.32,0.63,True,True,PASS
fold1_room3_mix165,static,safe,normal,1,0.0004,1.19e-07,51.18578323835245,51.19,0.25,0.267,14.429,8.89,0.68,True,True,PASS
fold1_room3_mix166,walk,critical,normal,1,0.0043,1.19e-07,62.429532272137735,62.43,0.285,0.183,1.084,7.9,0.42,True,True,PASS
fold1_room3_mix167,static,caution,normal,1,0.0016,1.19e-07,64.32162261342495,64.32,0.391,0.199,2.881,6.82,0.17,True,True,PASS
fold1_room3_mix168,walk,safe,normal,1,0.0005,1.19e-07,59.6769580702351,59.68,0.25,0.266,13.463,6.77,0.37,True,True,PASS
fold1_room3_mix169,static,critical,normal,1,0.0032,1.19e-07,51.40365944907875,51.4,0.279,0.281,1.359,6.87,0.97,True,True,PASS
fold1_room3_mix170,walk,caution,normal,1,0.0016,1.19e-07,42.72971218065001,42.73,0.31,0.297,1.961,6.96,0.98,True,True,PASS
fold1_room3_mix171,static,safe,normal,1,0.0006,1.19e-07,59.84429268334427,59.84,0.266,0.146,14.894,7.19,0.4,True,True,PASS
fold1_room3_mix172,walk,critical,normal,1,0.0028,1.19e-07,47.99141317785242,47.99,0.226,0.304,1.128,6.54,0.98,True,True,PASS
fold1_room3_mix173,static,caution,normal,1,0.0032,1.19e-07,45.27932887287678,45.28,0.259,0.335,1.834,7.92,0.99,True,True,PASS
fold1_room3_mix174,walk,safe,normal,1,0.0009,1.19e-07,62.66151860642128,62.66,0.267,0.131,6.45,6.7,0.26,True,True,PASS
