69	/m/03w41f	Church bell	141	1075.1
70	/m/03wwcy	Doorbell	82	341.2
71	/m/042v_gx	Acoustic guitar	449	1688.1
72	/m/0463cq4	Crying, sobbing	62	384.3
73	/m/04_sv	Motorcycle	161	1186.5
74	/m/04brg2	Dishes, pots, and pans	174	367.1
75	/m/04k94	Liquid	218	1264.7
76	/m/04s8yn	Crow	89	602.4
77	/m/05148p4	Keyboard (musical)	195	735.4
78	/m/053hz1	Cheering	89	569.1
79	/m/05kq4	Ocean	89	707.5
80	/m/05mxj0q	Packing tape, duct tape	121	620.1
81	/m/05r5c	Piano	533	1873.4
82	/m/05r5wn	Rattle (instrument)	213	830.0
83	/m/05tny_	Bark	387	1564.4
84	/m/05zppz	Male speech, man speaking	392	1320.7
85	/m/0642b4	Cupboard open or close	78	209.1
86	/m/06_fw	Skateboard	110	633.6
87	/m/06h7j	Run	333	2382.9
88	/m/06mb1	Rain	369	2926.3
89	/m/06rvn	Snare drum	360	227.1
90	/m/07brj	Tambourine	153	258.0
91	/m/07cx4	Telephone	276	1391.4
92	/m/07gql	Trumpet	561	2610.0
93	/m/07jdr	Train	384	2984.5
94	/m/07k1x	Tools	169	534.2
95	/m/07p6fty	Shout	21	103.2
97	/m/07pb8fc	Idling	28	194.0
98	/m/07pbtc8	Walk, footsteps	285	1604.2
99	/m/07pggtn	Chirp, tweet	236	1360.9
100	/m/07pjwq1	Buzz	111	724.1
101	/m/07plct2	Crushing	112	327.7
102	/m/07plz5l	Sigh	43	90.9
103	/m/07pp_mv	Alarm	255	1324.0
105	/m/07pzfmf	Crackle	245	1528.5
106	/m/07q2z82	Accelerating, revving, vroom	54	344.4
107	/m/07q6cd_	Squeak	268	915.1
108	/m/07q7njn	Glass chink, clink	147	786.6
109	/m/07q8k13	Screech	54	286.5
111	/m/07qcx4z	Tearing	306	1242.6
112	/m/07qjznl	Tick-tock	177	1279.7
113	/m/07qjznt	Tick	17	87.7
114	/m/07qn4z3	Rattle	104	587.2
115	/m/07qnq_y	Thump, thud	127	199.4
116	/m/07qqyl4	Boom	95	329.8
117	/m/07qrkrw	Meow	188	713.0
118	/m/07qs1cx	Crack	75	253.1
119	/m/07r04	Truck	122	945.4
120	/m/07r4wb8	Knock	193	606.8
121	/m/07r5v4s	Drip	81	453.7
123	/m/07rgt08	Chuckle, chortle	20	49.4
124	/m/07rjwbb	Hiss	101	565.6
125	/m/07rjzl8	Slam	196	469.8
126	/m/07rn7sz	Glass shatter	300	705.7
127	/m/07rqsjt	Whoosh, swoosh, swish	207	246.3
128	/m/07rrlb6	Splash, splatter	154	364.7
129	/m/07s0dtb	Gasp	67	202.3
130	/m/07s0s5r	Strum	46	198.7
131	/m/07sr1lc	Yell	89	435.8
132	/m/07swgks	Gurgling, bubbling	43	130.5
133	/m/07yv9	Vehicle	67	478.5
134	/m/081rb	Writing	421	2608.3
135	/m/083vt	Wood	26	98.5
136	/m/085jw	Wind instrument, woodwind instrument	42	213.7
137	/m/0912c9	Vehicle horn, car horn, honking, toot	93	360.9
138	/m/09b5t	Chicken, rooster	116	642.6
140	/m/09ld4	Frog	108	798.2
141	/m/09x0r	Speech	230	492.3
142	/m/09xqv	Cricket	248	1865.6
143	/m/0bm02	Bass drum	83	58.3
144	/m/0bm0k	Crash cymbal	207	514.8
145	/m/0brhx	Speech synthesizer	49	199.5
146	/m/0bt9lr	Dog	209	1218.5
147	/m/0btp2	Traffic noise, roadway noise	86	713.9
148	/m/0c2wf	Typewriter	66	307.3
149	/m/0cmf2	Fixed-wing aircraft, airplane	105	815.0
150	/m/0dv3j	Boiling	111	851.8
151	/m/0dv5r	Camera	366	1712.4
152	/m/0dwsp	Marimba, xylophone	107	208.8
153	/m/0dwtp	Glockenspiel	99	202.9
154	/m/0dxrf	Frying (food)	120	913.0
155	/m/0f8s22	Chime	99	561.1
156	/m/0fqfqc	Drawer open or close	162	773.9
157	/m/0fx9l	Microwave oven	195	1151.5
158	/m/0g6b5	Fireworks	375	1847.0
159	/m/0ghcn6	Growling	67	357.8
160	/m/0gy1t2s	Bicycle bell	115	426.0
161	/m/0j6m2	Stream, river	331	2641.2
163	/m/0k4j	Car	146	608.8
164	/m/0k5j	Aircraft	65	497.8
165	/m/0k65p	Hands	59	399.1
166	/m/0l14_3	Bowed string instrument	135	483.4
167	/m/0l15bq	Clapping	196	352.8
168	/m/0ltv	Race car, auto racing	40	304.1
169	/m/0lyf6	Breathing	231	720.2
170	/m/0mbct	Gong	256	1132.4
171	/m/0mkg	Accordion	88	465.2
172	/m/0ngt1	Thunder	458	3431.3
173	/m/0ytgt	Child speech, kid speaking	145	360.4
175	/t/dd00004	Female singing	179	961.4
176	/t/dd00077	Mechanisms	112	634.5
177	/t/dd00112	Crumpling, crinkling	270	1653.9
178	/t/dd00130	Engine starting	94	695.8
179	/t/dd00134	Car passing by	91	673.5
