clip_id,split,motion,n_warnings,w1_class,w1_side,w2_class,w2_side,danger_tier,car_side,scenario,seed,scene_type,n_car
fold20_room1_mix0081,fold20,static,0,,,,,critical,L,v11core,12008378320,arterial,1
fold20_room1_mix0082,fold20,walk,1,horn,L,,,na,,v11core,12008483049,residential,0
fold20_room1_mix0083,fold20,walk,0,,,,,critical,R,v11core,12008587778,arterial,1
fold20_room1_mix0084,fold20,static,0,,,,,caution,R,v11core,12008692507,arterial,1
fold20_room1_mix0085,fold20,walk,1,siren,R,,,na,,v11core,12008797236,residential,0
fold20_room1_mix0086,fold20,walk,2,siren,L,backup_beep,L,caution,L,v11core,12008901965,residential,1
fold20_room1_mix0087,fold20,static,1,horn,R,,,safe,L,v11core,12009006694,arterial,1
fold20_room1_mix0088,fold20,walk,0,,,,,safe,L,v11core,12009111423,daily,2
fold20_room1_mix0089,fold20,walk,2,horn,L,backup_beep,L,critical,L,v11core,12009216152,daily,1
fold20_room1_mix0090,fold20,static,0,,,,,caution,L,v11core,12009320881,residential,1
fold20_room1_mix0091,fold20,static,2,siren,R,horn,R,na,,v11core,12009425610,residential,0
fold20_room1_mix0092,fold20,walk,1,crossing,R,,,na,,v11core,12009530339,residential,0
fold20_room1_mix0093,fold20,static,0,,,,,na,,v11core,12009635068,residential,0
fold20_room1_mix0094,fold20,walk,1,bike_bell,R,,,caution,R,v11core,12009739797,residential,1
fold20_room1_mix0095,fold20,static,1,horn,L,,,na,,v11core,12009844526,residential,0
fold20_room1_mix0096,fold20,walk,2,siren,R,horn,L,critical,L,v11core,12009949255,daily,1
fold20_room1_mix0097,fold20,walk,0,,,,,critical,R,v11core,12010053984,daily,1
fold20_room1_mix0098,fold20,static,2,siren,R,horn,L,critical,L,v11core,12010158713,arterial,2
fold20_room1_mix0099,fold20,walk,0,,,,,safe,R,v11core,12010263442,arterial,2
fold20_room1_mix0100,fold20,static,1,backup_beep,L,,,safe,L,v11core,12010368171,residential,1
fold20_room1_mix0101,fold20,walk,1,bike_bell,R,,,critical,L,v11core,12010472900,daily,1
fold20_room1_mix0102,fold20,walk,0,,,,,critical,R,v11core,12010577629,daily,1
fold20_room1_mix0103,fold20,walk,0,,,,,na,,v11core,12010682358,residential,0
fold20_room1_mix0104,fold20,static,1,backup_beep,L,,,critical,R,v11core,12010787087,arterial,1
fold20_room1_mix0105,fold20,static,1,siren,L,,,critical,L,v11core,12010891816,arterial,2
fold20_room1_mix0106,fold20,walk,1,horn,R,,,caution,L,v11core,12010996545,residential,1
fold20_room1_mix0107,fold20,walk,1,crossing,R,,,safe,R,v11core,12011101274,daily,2
fold20_room1_mix0108,fold20,static,0,,,,,safe,R,v11core,12011206003,arterial,2
fold20_room1_mix0109,fold20,walk,2,siren,L,horn,L,critical,L,v11core,12011310732,residential,1
fold20_room1_mix0110,fold20,static,1,horn,R,,,critical,R,v11core,12011415461,arterial,2
fold20_room1_mix0111,fold20,static,1,siren,R,,,critical,R,v11core,12011520190,residential,2
fold20_room1_mix0112,fold20,static,1,backup_beep,L,,,na,,v11core,12011624919,residential,0
fold20_room1_mix0113,fold20,walk,0,,,,,na,,v11core,12011729648,daily,0
fold20_room1_mix0114,fold20,walk,1,bike_bell,L,,,critical,L,v11core,12011834377,arterial,2
fold20_room1_mix0115,fold20,walk,0,,,,,caution,R,v11core,12011939106,daily,1
fold20_room1_mix0116,fold20,walk,0,,,,,caution,L,v11core,12012043835,residential,1
fold20_room1_mix0117,fold20,static,1,backup_beep,L,,,na,,v11core,12012148564,residential,0
fold20_room1_mix0118,fold20,static,1,horn,L,,,safe,R,v11core,12012253293,arterial,2
fold20_room1_mix0119,fold20,static,1,siren,R,,,critical,L,v11core,12012358022,residential,1
fold20_room1_mix0120,fold20,walk,0,,,,,safe,L,v11core,12012462751,arterial,3
fold20_room1_mix0121,fold20,walk,0,,,,,critical,L,v11core,12012567480,residential,1
fold20_room1_mix0122,fold20,walk,0,,,,,critical,R,v11core,12012672209,residential,1
fold20_room1_mix0123,fold20,static,1,horn,R,,,critical,L,v11core,12012776938,daily,2
fold20_room1_mix0124,fold20,walk,0,,,,,critical,R,v11core,12012881667,daily,1
fold20_room1_mix0125,fold20,static,0,,,,,safe,R,v11core,12012986396,arterial,1
fold20_room1_mix0126,fold20,static,1,siren,L,,,caution,R,v11core,12013091125,daily,1
fold20_room1_mix0127,fold20,walk,1,siren,R,,,caution,L,v11core,12013195854,arterial,2
fold20_room1_mix0128,fold20,walk,0,,,,,critical,R,v11core,12013300583,arterial,3
fold20_room1_mix0129,fold20,walk,0,,,,,critical,L,v11core,12013405312,arterial,3
fold20_room1_mix0130,fold20,static,0,,,,,caution,L,v11core,12013510041,daily,1
fold20_room1_mix0131,fold20,static,1,bike_bell,L,,,caution,R,v11core,12013614770,daily,1
fold20_room1_mix0132,fold20,walk,1,crossing,R,,,caution,L,v11core,12013719499,daily,1
fold20_room1_mix0133,fold20,walk,0,,,,,na,,v11core,12013824228,residential,0
fold20_room1_mix0134,fold20,walk,0,,,,,critical,L,v11core,12013928957,daily,1
fold20_room1_mix0135,fold20,static,0,,,,,caution,R,v11core,12014033686,daily,2
fold20_room1_mix0136,fold20,walk,2,horn,R,backup_beep,L,critical,R,v11core,12014138415,arterial,2
fold20_room1_mix0137,fold20,static,0,,,,,safe,R,v11core,12014243144,residential,1
fold20_room1_mix0138,fold20,static,0,,,,,caution,R,v11core,12014347873,daily,1
fold20_room1_mix0139,fold20,static,1,crossing,R,,,critical,R,v11core,12014452602,daily,1
fold20_room1_mix0140,fold20,static,0,,,,,safe,R,v11core,12014557331,residential,1
fold20_room1_mix0141,fold20,walk,1,bike_bell,R,,,safe,L,v11core,12014662060,arterial,3
fold20_room1_mix0142,fold20,walk,0,,,,,critical,R,v11core,12014766789,arterial,3
fold20_room1_mix0143,fold20,static,1,siren,L,,,safe,R,v11core,12014871518,daily,3
fold20_room1_mix0144,fold20,walk,0,,,,,safe,L,v11core,12014976247,daily,2
fold20_room1_mix0145,fold20,walk,0,,,,,na,,v11core,12015080976,daily,0
fold20_room1_mix0146,fold20,static,1,backup_beep,L,,,safe,R,v11core,12015185705,residential,1
fold20_room1_mix0147,fold20,static,0,,,,,caution,R,v11core,12015290434,residential,1
fold20_room1_mix0148,fold20,static,1,crossing,R,,,na,,v11core,12015395163,residential,0
fold20_room1_mix0149,fold20,static,0,,,,,safe,L,v11core,12015499892,daily,1
fold20_room1_mix0150,fold20,static,0,,,,,caution,R,v11core,12015604621,daily,1
fold20_room1_mix0151,fold20,static,1,siren,R,,,caution,L,v11core,12015709350,arterial,3
fold20_room1_mix0152,fold20,walk,0,,,,,safe,L,v11core,12015814079,arterial,1
fold20_room1_mix0153,fold20,static,1,backup_beep,R,,,caution,R,v11core,12015918808,daily,1
fold20_room1_mix0154,fold20,walk,0,,,,,na,,v11core,12016023537,residential,0
fold20_room1_mix0155,fold20,walk,1,siren,R,,,safe,L,v11core,12016128266,arterial,2
fold20_room1_mix0156,fold20,static,2,siren,R,backup_beep,R,critical,R,v11core,12016232995,arterial,2
fold20_room1_mix0157,fold20,walk,1,backup_beep,R,,,safe,L,v11core,12016337724,arterial,2
fold20_room1_mix0158,fold20,static,0,,,,,safe,L,v11core,12016442453,residential,1
fold20_room1_mix0159,fold20,walk,0,,,,,safe,L,v11core,12016547182,daily,1
fold20_room1_mix0160,fold20,walk,1,siren,L,,,na,,v11core,12016651911,residential,0
fold20_room1_mix0161,fold20,walk,1,horn,L,,,critical,R,v11core,12016756640,residential,1
fold20_room1_mix0162,fold20,static,1,bike_bell,L,,,safe,R,v11core,12016861369,arterial,3
fold20_room1_mix0163,fold20,static,1,backup_beep,L,,,critical,L,v11core,12016966098,arterial,3
fold20_room1_mix0164,fold20,static,0,,,,,critical,L,v11core,12017070827,daily,2
fold20_room1_mix0165,fold20,static,2,siren,L,siren,R,na,,v11core,12017175556,daily,0
fold20_room1_mix0166,fold20,walk,0,,,,,safe,R,v11core,12017280285,daily,3
fold20_room1_mix0167,fold20,static,1,bike_bell,L,,,safe,R,v11core,12017385014,residential,1
fold20_room1_mix0168,fold20,static,1,horn,R,,,na,,v11core,12017489743,residential,0
fold20_room1_mix0169,fold20,static,0,,,,,safe,R,v11core,12017594472,arterial,2
fold20_room1_mix0170,fold20,walk,0,,,,,safe,L,v11core,12017699201,arterial,3
fold20_room1_mix0171,fold20,static,1,crossing,R,,,caution,L,v11core,12017803930,arterial,2
fold20_room1_mix0172,fold20,static,1,bike_bell,R,,,safe,R,v11core,12017908659,daily,1
fold20_room1_mix0173,fold20,walk,0,,,,,safe,R,v11core,12018013388,daily,1
fold20_room1_mix0174,fold20,walk,1,siren,R,,,safe,L,v11core,12018118117,daily,1
fold20_room1_mix0175,fold20,static,0,,,,,critical,L,v11core,12018222846,daily,1
fold20_room1_mix0176,fold20,walk,1,crossing,R,,,safe,L,v11core,12018327575,arterial,3
fold20_room1_mix0177,fold20,walk,1,backup_beep,R,,,safe,R,v11core,12018432304,arterial,3
fold20_room1_mix0178,fold20,static,1,bike_bell,L,,,safe,L,v11core,12018537033,arterial,2
fold20_room1_mix0179,fold20,walk,0,,,,,safe,R,v11core,12018641762,residential,1
fold20_room1_mix0180,fold20,static,2,siren,R,backup_beep,R,critical,L,v11core,12018746491,residential,1
fold20_room1_mix0181,fold20,walk,2,backup_beep,R,bike_bell,R,safe,L,v11core,12018851220,residential,2
fold20_room1_mix0182,fold20,walk,2,siren,L,crossing,L,critical,L,v11core,12018955949,arterial,2
fold20_room1_mix0183,fold20,static,1,bike_bell,L,,,safe,R,v11core,12019060678,residential,2
fold20_room1_mix0184,fold20,walk,1,horn,R,,,critical,R,v11core,12019165407,arterial,3
fold20_room1_mix0185,fold20,walk,2,horn,L,backup_beep,L,caution,L,v11core,12019270136,residential,1
fold20_room1_mix0186,fold20,walk,2,bike_bell,R,crossing,L,safe,L,v11core,12019374865,daily,1
fold20_room1_mix0187,fold20,static,1,bike_bell,R,,,critical,L,v11core,12019479594,daily,1
fold20_room1_mix0188,fold20,walk,0,,,,,na,,v11core,12019584323,residential,0
fold20_room1_mix0189,fold20,walk,1,bike_bell,R,,,critical,R,v11core,12019689052,residential,2
fold20_room1_mix0190,fold20,static,1,horn,L,,,caution,L,v11core,12019793781,residential,1
fold20_room1_mix0191,fold20,static,0,,,,,caution,R,v11core,12019898510,arterial,1
fold20_room1_mix0192,fold20,walk,1,siren,L,,,caution,L,v11core,12020003239,daily,2
fold20_room1_mix0193,fold20,walk,0,,,,,safe,R,v11core,12020107968,residential,1
fold20_room1_mix0194,fold20,walk,1,horn,L,,,na,,v11core,12020212697,residential,0
fold20_room1_mix0195,fold20,static,0,,,,,safe,R,v11core,12020317426,daily,2
fold20_room1_mix0196,fold20,static,1,horn,L,,,caution,R,v11core,12020422155,daily,2
fold20_room1_mix0197,fold20,static,0,,,,,caution,R,v11core,12020526884,residential,1
fold20_room1_mix0198,fold20,static,2,backup_beep,L,bike_bell,R,critical,R,v11core,12020631613,daily,2
fold20_room1_mix0199,fold20,walk,0,,,,,caution,R,v11core,12020736342,arterial,1
fold20_room1_mix0200,fold20,walk,0,,,,,critical,L,v11core,12020841071,daily,3
fold20_room1_mix0201,fold20,static,0,,,,,safe,R,v11core,12020945800,arterial,3
fold20_room1_mix0202,fold20,walk,0,,,,,critical,L,v11core,12021050529,residential,1
fold20_room1_mix0203,fold20,walk,2,bike_bell,L,bike_bell,R,critical,L,v11core,12021155258,daily,2
fold20_room1_mix0204,fold20,walk,0,,,,,na,,v11core,12021259987,residential,0
fold20_room1_mix0205,fold20,walk,2,siren,R,siren,L,caution,L,v11core,12021364716,residential,1
fold20_room1_mix0206,fold20,walk,1,backup_beep,R,,,critical,R,v11core,12021469445,residential,1
fold20_room1_mix0207,fold20,walk,0,,,,,caution,L,v11core,12021574174,daily,1
fold20_room1_mix0208,fold20,walk,1,horn,R,,,critical,R,v11core,12021678903,daily,2
fold20_room1_mix0209,fold20,static,2,bike_bell,R,bike_bell,L,safe,L,v11core,12021783632,daily,2
fold20_room1_mix0210,fold20,walk,1,siren,R,,,critical,L,v11core,12021888361,residential,1
fold20_room1_mix0211,fold20,walk,0,,,,,safe,R,v11core,12021993090,arterial,3
fold20_room1_mix0212,fold20,static,0,,,,,safe,R,v11core,12022097819,residential,2
fold20_room1_mix0213,fold20,walk,0,,,,,safe,L,v11core,12022202548,residential,1
fold20_room1_mix0214,fold20,static,1,backup_beep,L,,,critical,R,v11core,12022307277,residential,1
fold20_room1_mix0215,fold20,static,0,,,,,safe,L,v11core,12022412006,residential,1
fold20_room1_mix0216,fold20,walk,0,,,,,caution,R,v11core,12022516735,daily,3
fold20_room1_mix0217,fold20,static,0,,,,,critical,R,v11core,12022621464,arterial,1
fold20_room1_mix0218,fold20,walk,1,backup_beep,R,,,caution,R,v11core,12022726193,arterial,1
fold20_room1_mix0219,fold20,walk,0,,,,,critical,R,v11core,12022830922,arterial,3
fold20_room1_mix0220,fold20,walk,1,bike_bell,L,,,critical,R,v11core,12022935651,residential,1
fold20_room1_mix0221,fold20,walk,0,,,,,na,,v11core,12023040380,residential,0
fold20_room1_mix0222,fold20,static,1,horn,R,,,caution,R,v11core,12023145109,residential,1
fold20_room1_mix0223,fold20,static,2,bike_bell,L,bike_bell,R,caution,R,v11core,12023249838,arterial,2
fold20_room1_mix0224,fold20,walk,1,backup_beep,L,,,safe,L,v11core,12023354567,daily,2
fold20_room1_mix0225,fold20,walk,1,bike_bell,R,,,caution,L,v11core,12023459296,daily,2
fold20_room1_mix0226,fold20,static,0,,,,,critical,R,v11core,12023564025,daily,1
fold20_room1_mix0227,fold20,walk,0,,,,,safe,R,v11core,12023668754,daily,2
fold20_room1_mix0228,fold20,static,2,bike_bell,R,crossing,L,safe,L,v11core,12023773483,residential,1
fold20_room1_mix0229,fold20,static,0,,,,,na,,v11core,12023878212,residential,0
fold20_room1_mix0230,fold20,walk,0,,,,,na,,v11core,12023982941,residential,0
fold20_room1_mix0231,fold20,walk,0,,,,,caution,L,v11core,12024087670,daily,1
fold20_room1_mix0232,fold20,walk,0,,,,,critical,L,v11core,12024192399,residential,2
fold20_room1_mix0233,fold20,static,2,backup_beep,R,crossing,L,na,,v11core,12024297128,residential,0
fold20_room1_mix0234,fold20,walk,0,,,,,caution,L,v11core,12024401857,arterial,1
fold20_room1_mix0235,fold20,static,1,crossing,R,,,safe,R,v11core,12024506586,arterial,3
fold20_room1_mix0236,fold20,walk,1,crossing,R,,,na,,v11core,12024611315,residential,0
fold20_room1_mix0237,fold20,static,2,siren,L,backup_beep,L,safe,L,v11core,12024716044,daily,1
fold20_room1_mix0238,fold20,walk,0,,,,,caution,L,v11core,12024820773,residential,1
fold20_room1_mix0239,fold20,static,0,,,,,caution,R,v11core,12024925502,residential,2
fold20_room1_mix0240,fold20,walk,2,backup_beep,R,crossing,L,safe,R,v11core,12025030231,daily,1
fold20_room1_mix0241,fold20,static,1,siren,R,,,na,,v11core,12025134960,residential,0
fold20_room1_mix0242,fold20,walk,2,horn,R,bike_bell,L,critical,R,v11core,12025239689,residential,1
fold20_room1_mix0243,fold20,walk,2,backup_beep,R,backup_beep,L,caution,L,v11core,12025344418,arterial,3
fold20_room1_mix0244,fold20,walk,1,bike_bell,R,,,na,,v11core,12025449147,residential,0
fold20_room1_mix0245,fold20,walk,0,,,,,na,,v11core,12025553876,residential,0
fold20_room1_mix0246,fold20,static,1,siren,L,,,critical,R,v11core,12025658605,daily,2
fold20_room1_mix0247,fold20,static,0,,,,,critical,L,v11core,12025763334,arterial,3
fold20_room1_mix0248,fold20,static,0,,,,,na,,v11core,12025868063,residential,0
fold20_room1_mix0249,fold20,static,0,,,,,caution,L,v11core,12025972792,daily,2
fold20_room1_mix0250,fold20,walk,1,crossing,L,,,critical,R,v11core,12026077521,residential,1
fold20_room1_mix0251,fold20,static,1,crossing,R,,,critical,R,v11core,12026182250,daily,1
fold20_room1_mix0252,fold20,walk,0,,,,,critical,L,v11core,12026286979,daily,1
fold20_room1_mix0253,fold20,walk,0,,,,,caution,R,v11core,12026391708,daily,1
fold20_room1_mix0254,fold20,walk,1,backup_beep,R,,,na,,v11core,12026496437,residential,0
fold20_room1_mix0255,fold20,static,1,siren,R,,,safe,L,v11core,12026601166,arterial,2
fold20_room1_mix0256,fold20,static,0,,,,,safe,L,v11core,12026705895,daily,1
fold20_room1_mix0257,fold20,walk,2,backup_beep,L,bike_bell,L,critical,R,v11core,12026810624,residential,1
fold20_room1_mix0258,fold20,static,0,,,,,na,,v11core,12026915353,residential,0
fold20_room1_mix0259,fold20,static,0,,,,,safe,L,v11core,12027020082,daily,1
fold20_room1_mix0260,fold20,walk,2,horn,R,bike_bell,L,critical,L,v11core,12027124811,daily,3
fold20_room1_mix0261,fold20,static,1,horn,L,,,caution,R,v11core,12027229540,residential,2
fold20_room1_mix0262,fold20,static,0,,,,,safe,R,v11core,12027334269,residential,1
fold20_room1_mix0263,fold20,static,1,backup_beep,R,,,caution,L,v11core,12027438998,daily,2
fold20_room1_mix0264,fold20,walk,1,horn,R,,,caution,R,v11core,12027543727,residential,1
fold20_room1_mix0265,fold20,static,0,,,,,caution,L,v11core,12027648456,daily,2
fold20_room1_mix0266,fold20,static,0,,,,,caution,L,v11core,12027753185,arterial,3
fold20_room1_mix0267,fold20,static,1,siren,L,,,safe,R,v11core,12027857914,daily,1
fold20_room1_mix0268,fold20,walk,1,backup_beep,L,,,safe,R,v11core,12027962643,daily,2
fold20_room1_mix0269,fold20,static,0,,,,,caution,R,v11core,12028067372,daily,1
fold20_room1_mix0270,fold20,walk,1,backup_beep,R,,,critical,L,v11core,12028172101,arterial,1
fold20_room1_mix0271,fold20,walk,1,siren,L,,,caution,R,v11core,12028276830,daily,1
fold20_room1_mix0272,fold20,static,0,,,,,safe,R,v11core,12028381559,daily,3
fold20_room1_mix0273,fold20,walk,0,,,,,caution,R,v11core,12028486288,daily,1
fold20_room1_mix0274,fold20,static,1,backup_beep,L,,,caution,R,v11core,12028591017,residential,2
fold20_room1_mix0275,fold20,walk,1,siren,R,,,safe,L,v11core,12028695746,daily,1
fold20_room1_mix0276,fold20,walk,1,siren,L,,,safe,R,v11core,12028800475,residential,1
fold20_room1_mix0277,fold20,static,2,horn,R,backup_beep,R,caution,R,v11core,12028905204,residential,1
fold20_room1_mix0278,fold20,static,2,horn,R,crossing,R,critical,R,v11core,12029009933,daily,1
fold20_room1_mix0279,fold20,static,1,backup_beep,R,,,safe,L,v11core,12029114662,arterial,3
fold20_room1_mix0280,fold20,walk,2,siren,R,horn,R,na,,v11core,12029219391,residential,0
fold20_room1_mix0281,fold20,walk,0,,,,,critical,L,v11core,12029324120,residential,2
fold20_room1_mix0282,fold20,walk,2,backup_beep,R,crossing,R,safe,L,v11core,12029428849,daily,2
fold20_room1_mix0283,fold20,walk,0,,,,,safe,L,v11core,12029533578,daily,1
fold20_room1_mix0284,fold20,static,1,bike_bell,R,,,caution,R,v11core,12029638307,arterial,2
fold20_room1_mix0285,fold20,walk,0,,,,,caution,R,v11core,12029743036,arterial,2
fold20_room1_mix0286,fold20,static,0,,,,,na,,v11core,12029847765,residential,0
fold20_room1_mix0287,fold20,static,1,bike_bell,R,,,critical,R,v11core,12029952494,daily,1
fold20_room1_mix0288,fold20,walk,1,backup_beep,L,,,caution,R,v11core,12030057223,arterial,2
fold20_room1_mix0289,fold20,walk,2,siren,L,crossing,L,safe,L,v11core,12030161952,daily,2
fold20_room1_mix0290,fold20,static,0,,,,,critical,R,v11core,12030266681,arterial,2
fold20_room1_mix0291,fold20,walk,1,siren,L,,,critical,L,v11core,12030371410,daily,1
fold20_room1_mix0292,fold20,static,1,horn,L,,,na,,v11core,12030476139,residential,0
fold20_room1_mix0293,fold20,static,1,horn,R,,,caution,L,v11core,12030580868,daily,2
fold20_room1_mix0294,fold20,walk,1,horn,R,,,na,,v11core,12030685597,residential,0
fold20_room1_mix0295,fold20,walk,2,siren,L,backup_beep,R,caution,R,v11core,12030790326,arterial,2
fold20_room1_mix0296,fold20,static,1,bike_bell,R,,,caution,L,v11core,12030895055,arterial,3
fold20_room1_mix0297,fold20,static,1,crossing,R,,,caution,R,v11core,12030999784,arterial,3
