car_side,clip_id,danger_tier,motion,n_car,n_warnings,scenario,scene_type,seed,split,w1_class,w1_side,w2_class,w2_side
R,fold32_room1_mix0072,caution,static,2,0,v11core,daily,15007435759,fold32,,,,
R,fold32_room1_mix0073,critical,walk,1,1,v11core,daily,15007540488,fold32,crossing,L,,
,fold32_room1_mix0074,na,static,0,0,v11core,residential,15007645217,fold32,,,,
,fold32_room1_mix0075,na,static,0,1,v11core,residential,15007749946,fold32,crossing,R,,
L,fold32_room1_mix0076,safe,static,2,2,v11core,daily,15007854675,fold32,siren,L,horn,R
L,fold32_room1_mix0077,safe,static,3,1,v11core,daily,15007959404,fold32,horn,R,,
,fold32_room1_mix0078,na,walk,0,0,v11core,residential,15008064133,fold32,,,,
R,fold32_room1_mix0079,safe,walk,1,2,v11core,residential,15008168862,fold32,siren,L,bike_bell,L
R,fold32_room1_mix0080,caution,walk,1,0,v11core,residential,15008273591,fold32,,,,
L,fold32_room1_mix0081,critical,static,1,0,v11core,arterial,15008378320,fold32,,,,
,fold32_room1_mix0082,na,walk,0,1,v11core,residential,15008483049,fold32,horn,L,,
R,fold32_room1_mix0083,critical,walk,1,0,v11core,arterial,15008587778,fold32,,,,
R,fold32_room1_mix0084,caution,static,1,0,v11core,arterial,15008692507,fold32,,,,
,fold32_room1_mix0085,na,walk,0,1,v11core,residential,15008797236,fold32,siren,R,,
L,fold32_room1_mix0086,caution,walk,1,2,v11core,residential,15008901965,fold32,siren,L,backup_beep,L
L,fold32_room1_mix0087,safe,static,1,1,v11core,arterial,15009006694,fold32,horn,R,,
L,fold32_room1_mix0088,safe,walk,2,0,v11core,daily,15009111423,fold32,,,,
L,fold32_room1_mix0089,critical,walk,1,2,v11core,daily,15009216152,fold32,horn,L,backup_beep,L
L,fold32_room1_mix0090,caution,static,1,0,v11core,residential,15009320881,fold32,,,,
,fold32_room1_mix0091,na,static,0,2,v11core,residential,15009425610,fold32,siren,R,horn,R
,fold32_room1_mix0092,na,walk,0,1,v11core,residential,15009530339,fold32,crossing,R,,
,fold32_room1_mix0093,na,static,0,0,v11core,residential,15009635068,fold32,,,,
R,fold32_room1_mix0094,caution,walk,1,1,v11core,residential,15009739797,fold32,bike_bell,R,,
,fold32_room1_mix0095,na,static,0,1,v11core,residential,15009844526,fold32,horn,L,,
L,fold32_room1_mix0096,critical,walk,1,2,v11core,daily,15009949255,fold32,siren,R,horn,L
R,fold32_room1_mix0097,critical,walk,1,0,v11core,daily,15010053984,fold32,,,,
L,fold32_room1_mix0098,critical,static,2,2,v11core,arterial,15010158713,fold32,siren,R,horn,L
R,fold32_room1_mix0099,safe,walk,2,0,v11core,arterial,15010263442,fold32,,,,
L,fold32_room1_mix0100,safe,static,1,1,v11core,residential,15010368171,fold32,backup_beep,L,,
L,fold32_room1_mix0101,critical,walk,1,1,v11core,daily,15010472900,fold32,bike_bell,R,,
R,fold32_room1_mix0102,critical,walk,1,0,v11core,daily,15010577629,fold32,,,,
,fold32_room1_mix0103,na,walk,0,0,v11core,residential,15010682358,fold32,,,,
R,fold32_room1_mix0104,critical,static,1,1,v11core,arterial,15010787087,fold32,backup_beep,L,,
L,fold32_room1_mix0105,critical,static,2,1,v11core,arterial,15010891816,fold32,siren,L,,
L,fold32_room1_mix0106,caution,walk,1,1,v11core,residential,15010996545,fold32,horn,R,,
R,fold32_room1_mix0107,safe,walk,2,1,v11core,daily,15011101274,fold32,crossing,R,,
R,fold32_room1_mix0108,safe,static,2,0,v11core,arterial,15011206003,fold32,,,,
L,fold32_room1_mix0109,critical,walk,1,2,v11core,residential,15011310732,fold32,siren,L,horn,L
R,fold32_room1_mix0110,critical,static,2,1,v11core,arterial,15011415461,fold32,horn,R,,
R,fold32_room1_mix0111,critical,static,2,1,v11core,residential,15011520190,fold32,siren,R,,
,fold32_room1_mix0112,na,static,0,1,v11core,residential,15011624919,fold32,backup_beep,L,,
,fold32_room1_mix0113,na,walk,0,0,v11core,daily,15011729648,fold32,,,,
L,fold32_room1_mix0114,critical,walk,2,1,v11core,arterial,15011834377,fold32,bike_bell,L,,
R,fold32_room1_mix0115,caution,walk,1,0,v11core,daily,15011939106,fold32,,,,
L,fold32_room1_mix0116,caution,walk,1,0,v11core,residential,15012043835,fold32,,,,
,fold32_room1_mix0117,na,static,0,1,v11core,residential,15012148564,fold32,backup_beep,L,,
R,fold32_room1_mix0118,safe,static,2,1,v11core,arterial,15012253293,fold32,horn,L,,
L,fold32_room1_mix0119,critical,static,1,1,v11core,residential,15012358022,fold32,siren,R,,
L,fold32_room1_mix0120,safe,walk,3,0,v11core,arterial,15012462751,fold32,,,,
L,fold32_room1_mix0121,critical,walk,1,0,v11core,residential,15012567480,fold32,,,,
R,fold32_room1_mix0122,critical,walk,1,0,v11core,residential,15012672209,fold32,,,,
L,fold32_room1_mix0123,critical,static,2,1,v11core,daily,15012776938,fold32,horn,R,,
R,fold32_room1_mix0124,critical,walk,1,0,v11core,daily,15012881667,fold32,,,,
R,fold32_room1_mix0125,safe,static,1,0,v11core,arterial,15012986396,fold32,,,,
R,fold32_room1_mix0126,caution,static,1,1,v11core,daily,15013091125,fold32,siren,L,,
L,fold32_room1_mix0127,caution,walk,2,1,v11core,arterial,15013195854,fold32,siren,R,,
R,fold32_room1_mix0128,critical,walk,3,0,v11core,arterial,15013300583,fold32,,,,
L,fold32_room1_mix0129,critical,walk,3,0,v11core,arterial,15013405312,fold32,,,,
L,fold32_room1_mix0130,caution,static,1,0,v11core,daily,15013510041,fold32,,,,
R,fold32_room1_mix0131,caution,static,1,1,v11core,daily,15013614770,fold32,bike_bell,L,,
L,fold32_room1_mix0132,caution,walk,1,1,v11core,daily,15013719499,fold32,crossing,R,,
,fold32_room1_mix0133,na,walk,0,0,v11core,residential,15013824228,fold32,,,,
L,fold32_room1_mix0134,critical,walk,1,0,v11core,daily,15013928957,fold32,,,,
R,fold32_room1_mix0135,caution,static,2,0,v11core,daily,15014033686,fold32,,,,
R,fold32_room1_mix0136,critical,walk,2,2,v11core,arterial,15014138415,fold32,horn,R,backup_beep,L
R,fold32_room1_mix0137,safe,static,1,0,v11core,residential,15014243144,fold32,,,,
R,fold32_room1_mix0138,caution,static,1,0,v11core,daily,15014347873,fold32,,,,
R,fold32_room1_mix0139,critical,static,1,1,v11core,daily,15014452602,fold32,crossing,R,,
R,fold32_room1_mix0140,safe,static,1,0,v11core,residential,15014557331,fold32,,,,
L,fold32_room1_mix0141,safe,walk,3,1,v11core,arterial,15014662060,fold32,bike_bell,R,,
R,fold32_room1_mix0142,critical,walk,3,0,v11core,arterial,15014766789,fold32,,,,
R,fold32_room1_mix0143,safe,static,3,1,v11core,daily,15014871518,fold32,siren,L,,
L,fold32_room1_mix0144,safe,walk,2,0,v11core,daily,15014976247,fold32,,,,
,fold32_room1_mix0145,na,walk,0,0,v11core,daily,15015080976,fold32,,,,
R,fold32_room1_mix0146,safe,static,1,1,v11core,residential,15015185705,fold32,backup_beep,L,,
R,fold32_room1_mix0147,caution,static,1,0,v11core,residential,15015290434,fold32,,,,
,fold32_room1_mix0148,na,static,0,1,v11core,residential,15015395163,fold32,crossing,R,,
L,fold32_room1_mix0149,safe,static,1,0,v11core,daily,15015499892,fold32,,,,
R,fold32_room1_mix0150,caution,static,1,0,v11core,daily,15015604621,fold32,,,,
L,fold32_room1_mix0151,caution,static,3,1,v11core,arterial,15015709350,fold32,siren,R,,
L,fold32_room1_mix0152,safe,walk,1,0,v11core,arterial,15015814079,fold32,,,,
R,fold32_room1_mix0153,caution,static,1,1,v11core,daily,15015918808,fold32,backup_beep,R,,
,fold32_room1_mix0154,na,walk,0,0,v11core,residential,15016023537,fold32,,,,
L,fold32_room1_mix0155,safe,walk,2,1,v11core,arterial,15016128266,fold32,siren,R,,
R,fold32_room1_mix0156,critical,static,2,2,v11core,arterial,15016232995,fold32,siren,R,backup_beep,R
L,fold32_room1_mix0157,safe,walk,2,1,v11core,arterial,15016337724,fold32,backup_beep,R,,
L,fold32_room1_mix0158,safe,static,1,0,v11core,residential,15016442453,fold32,,,,
L,fold32_room1_mix0159,safe,walk,1,0,v11core,daily,15016547182,fold32,,,,
,fold32_room1_mix0160,na,walk,0,1,v11core,residential,15016651911,fold32,siren,L,,
R,fold32_room1_mix0161,critical,walk,1,1,v11core,residential,15016756640,fold32,horn,L,,
R,fold32_room1_mix0162,safe,static,3,1,v11core,arterial,15016861369,fold32,bike_bell,L,,
L,fold32_room1_mix0163,critical,static,3,1,v11core,arterial,15016966098,fold32,backup_beep,L,,
L,fold32_room1_mix0164,critical,static,2,0,v11core,daily,15017070827,fold32,,,,
,fold32_room1_mix0165,na,static,0,2,v11core,daily,15017175556,fold32,siren,L,siren,R
R,fold32_room1_mix0166,safe,walk,3,0,v11core,daily,15017280285,fold32,,,,
R,fold32_room1_mix0167,safe,static,1,1,v11core,residential,15017385014,fold32,bike_bell,L,,
,fold32_room1_mix0168,na,static,0,1,v11core,residential,15017489743,fold32,horn,R,,
R,fold32_room1_mix0169,safe,static,2,0,v11core,arterial,15017594472,fold32,,,,
L,fold32_room1_mix0170,safe,walk,3,0,v11core,arterial,15017699201,fold32,,,,
L,fold32_room1_mix0171,caution,static,2,1,v11core,arterial,15017803930,fold32,crossing,R,,
R,fold32_room1_mix0172,safe,static,1,1,v11core,daily,15017908659,fold32,bike_bell,R,,
R,fold32_room1_mix0173,safe,walk,1,0,v11core,daily,15018013388,fold32,,,,
L,fold32_room1_mix0174,safe,walk,1,1,v11core,daily,15018118117,fold32,siren,R,,
L,fold32_room1_mix0175,critical,static,1,0,v11core,daily,15018222846,fold32,,,,
L,fold32_room1_mix0176,safe,walk,3,1,v11core,arterial,15018327575,fold32,crossing,R,,
R,fold32_room1_mix0177,safe,walk,3,1,v11core,arterial,15018432304,fold32,backup_beep,R,,
L,fold32_room1_mix0178,safe,static,2,1,v11core,arterial,15018537033,fold32,bike_bell,L,,
R,fold32_room1_mix0179,safe,walk,1,0,v11core,residential,15018641762,fold32,,,,
L,fold32_room1_mix0180,critical,static,1,2,v11core,residential,15018746491,fold32,siren,R,backup_beep,R
L,fold32_room1_mix0181,safe,walk,2,2,v11core,residential,15018851220,fold32,backup_beep,R,bike_bell,R
L,fold32_room1_mix0182,critical,walk,2,2,v11core,arterial,15018955949,fold32,siren,L,crossing,L
R,fold32_room1_mix0183,safe,static,2,1,v11core,residential,15019060678,fold32,bike_bell,L,,
R,fold32_room1_mix0184,critical,walk,3,1,v11core,arterial,15019165407,fold32,horn,R,,
L,fold32_room1_mix0185,caution,walk,1,2,v11core,residential,15019270136,fold32,horn,L,backup_beep,L
L,fold32_room1_mix0186,safe,walk,1,2,v11core,daily,15019374865,fold32,bike_bell,R,crossing,L
L,fold32_room1_mix0187,critical,static,1,1,v11core,daily,15019479594,fold32,bike_bell,R,,
,fold32_room1_mix0188,na,walk,0,0,v11core,residential,15019584323,fold32,,,,
R,fold32_room1_mix0189,critical,walk,2,1,v11core,residential,15019689052,fold32,bike_bell,R,,
L,fold32_room1_mix0190,caution,static,1,1,v11core,residential,15019793781,fold32,horn,L,,
R,fold32_room1_mix0191,caution,static,1,0,v11core,arterial,15019898510,fold32,,,,
L,fold32_room1_mix0192,caution,walk,2,1,v11core,daily,15020003239,fold32,siren,L,,
R,fold32_room1_mix0193,safe,walk,1,0,v11core,residential,15020107968,fold32,,,,
,fold32_room1_mix0194,na,walk,0,1,v11core,residential,15020212697,fold32,horn,L,,
R,fold32_room1_mix0195,safe,static,2,0,v11core,daily,15020317426,fold32,,,,
R,fold32_room1_mix0196,caution,static,2,1,v11core,daily,15020422155,fold32,horn,L,,
R,fold32_room1_mix0197,caution,static,1,0,v11core,residential,15020526884,fold32,,,,
R,fold32_room1_mix0198,critical,static,2,2,v11core,daily,15020631613,fold32,backup_beep,L,bike_bell,R
R,fold32_room1_mix0199,caution,walk,1,0,v11core,arterial,15020736342,fold32,,,,
L,fold32_room1_mix0200,critical,walk,3,0,v11core,daily,15020841071,fold32,,,,
R,fold32_room1_mix0201,safe,static,3,0,v11core,arterial,15020945800,fold32,,,,
L,fold32_room1_mix0202,critical,walk,1,0,v11core,residential,15021050529,fold32,,,,
L,fold32_room1_mix0203,critical,walk,2,2,v11core,daily,15021155258,fold32,bike_bell,L,bike_bell,R
,fold32_room1_mix0204,na,walk,0,0,v11core,residential,15021259987,fold32,,,,
L,fold32_room1_mix0205,caution,walk,1,2,v11core,residential,15021364716,fold32,siren,R,siren,L
R,fold32_room1_mix0206,critical,walk,1,1,v11core,residential,15021469445,fold32,backup_beep,R,,
L,fold32_room1_mix0207,caution,walk,1,0,v11core,daily,15021574174,fold32,,,,
R,fold32_room1_mix0208,critical,walk,2,1,v11core,daily,15021678903,fold32,horn,R,,
L,fold32_room1_mix0209,safe,static,2,2,v11core,daily,15021783632,fold32,bike_bell,R,bike_bell,L
L,fold32_room1_mix0210,critical,walk,1,1,v11core,residential,15021888361,fold32,siren,R,,
R,fold32_room1_mix0211,safe,walk,3,0,v11core,arterial,15021993090,fold32,,,,
R,fold32_room1_mix0212,safe,static,2,0,v11core,residential,15022097819,fold32,,,,
L,fold32_room1_mix0213,safe,walk,1,0,v11core,residential,15022202548,fold32,,,,
R,fold32_room1_mix0214,critical,static,1,1,v11core,residential,15022307277,fold32,backup_beep,L,,
L,fold32_room1_mix0215,safe,static,1,0,v11core,residential,15022412006,fold32,,,,
R,fold32_room1_mix0216,caution,walk,3,0,v11core,daily,15022516735,fold32,,,,
R,fold32_room1_mix0217,critical,static,1,0,v11core,arterial,15022621464,fold32,,,,
R,fold32_room1_mix0218,caution,walk,1,1,v11core,arterial,15022726193,fold32,backup_beep,R,,
R,fold32_room1_mix0219,critical,walk,3,0,v11core,arterial,15022830922,fold32,,,,
R,fold32_room1_mix0220,critical,walk,1,1,v11core,residential,15022935651,fold32,bike_bell,L,,
,fold32_room1_mix0221,na,walk,0,0,v11core,residential,15023040380,fold32,,,,
R,fold32_room1_mix0222,caution,static,1,1,v11core,residential,15023145109,fold32,horn,R,,
R,fold32_room1_mix0223,caution,static,2,2,v11core,arterial,15023249838,fold32,bike_bell,L,bike_bell,R
L,fold32_room1_mix0224,safe,walk,2,1,v11core,daily,15023354567,fold32,backup_beep,L,,
L,fold32_room1_mix0225,caution,walk,2,1,v11core,daily,15023459296,fold32,bike_bell,R,,
R,fold32_room1_mix0226,critical,static,1,0,v11core,daily,15023564025,fold32,,,,
R,fold32_room1_mix0227,safe,walk,2,0,v11core,daily,15023668754,fold32,,,,
L,fold32_room1_mix0228,safe,static,1,2,v11core,residential,15023773483,fold32,bike_bell,R,crossing,L
,fold32_room1_mix0229,na,static,0,0,v11core,residential,15023878212,fold32,,,,
,fold32_room1_mix0230,na,walk,0,0,v11core,residential,15023982941,fold32,,,,
L,fold32_room1_mix0231,caution,walk,1,0,v11core,daily,15024087670,fold32,,,,
L,fold32_room1_mix0232,critical,walk,2,0,v11core,residential,15024192399,fold32,,,,
,fold32_room1_mix0233,na,static,0,2,v11core,residential,15024297128,fold32,backup_beep,R,crossing,L
L,fold32_room1_mix0234,caution,walk,1,0,v11core,arterial,15024401857,fold32,,,,
R,fold32_room1_mix0235,safe,static,3,1,v11core,arterial,15024506586,fold32,crossing,R,,
,fold32_room1_mix0236,na,walk,0,1,v11core,residential,15024611315,fold32,crossing,R,,
L,fold32_room1_mix0237,safe,static,1,2,v11core,daily,15024716044,fold32,siren,L,backup_beep,L
L,fold32_room1_mix0238,caution,walk,1,0,v11core,residential,15024820773,fold32,,,,
R,fold32_room1_mix0239,caution,static,2,0,v11core,residential,15024925502,fold32,,,,
R,fold32_room1_mix0240,safe,walk,1,2,v11core,daily,15025030231,fold32,backup_beep,R,crossing,L
,fold32_room1_mix0241,na,static,0,1,v11core,residential,15025134960,fold32,siren,R,,
R,fold32_room1_mix0242,critical,walk,1,2,v11core,residential,15025239689,fold32,horn,R,bike_bell,L
L,fold32_room1_mix0243,caution,walk,3,2,v11core,arterial,15025344418,fold32,backup_beep,R,backup_beep,L
,fold32_room1_mix0244,na,walk,0,1,v11core,residential,15025449147,fold32,bike_bell,R,,
,fold32_room1_mix0245,na,walk,0,0,v11core,residential,15025553876,fold32,,,,
R,fold32_room1_mix0246,critical,static,2,1,v11core,daily,15025658605,fold32,siren,L,,
L,fold32_room1_mix0247,critical,static,3,0,v11core,arterial,15025763334,fold32,,,,
,fold32_room1_mix0248,na,static,0,0,v11core,residential,15025868063,fold32,,,,
L,fold32_room1_mix0249,caution,static,2,0,v11core,daily,15025972792,fold32,,,,
R,fold32_room1_mix0250,critical,walk,1,1,v11core,residential,15026077521,fold32,crossing,L,,
R,fold32_room1_mix0251,critical,static,1,1,v11core,daily,15026182250,fold32,crossing,R,,
L,fold32_room1_mix0252,critical,walk,1,0,v11core,daily,15026286979,fold32,,,,
R,fold32_room1_mix0253,caution,walk,1,0,v11core,daily,15026391708,fold32,,,,
,fold32_room1_mix0254,na,walk,0,1,v11core,residential,15026496437,fold32,backup_beep,R,,
L,fold32_room1_mix0255,safe,static,2,1,v11core,arterial,15026601166,fold32,siren,R,,
L,fold32_room1_mix0256,safe,static,1,0,v11core,daily,15026705895,fold32,,,,
R,fold32_room1_mix0257,critical,walk,1,2,v11core,residential,15026810624,fold32,backup_beep,L,bike_bell,L
,fold32_room1_mix0258,na,static,0,0,v11core,residential,15026915353,fold32,,,,
L,fold32_room1_mix0259,safe,static,1,0,v11core,daily,15027020082,fold32,,,,
L,fold32_room1_mix0260,critical,walk,3,2,v11core,daily,15027124811,fold32,horn,R,bike_bell,L
R,fold32_room1_mix0261,caution,static,2,1,v11core,residential,15027229540,fold32,horn,L,,
R,fold32_room1_mix0262,safe,static,1,0,v11core,residential,15027334269,fold32,,,,
L,fold32_room1_mix0263,caution,static,2,1,v11core,daily,15027438998,fold32,backup_beep,R,,
R,fold32_room1_mix0264,caution,walk,1,1,v11core,residential,15027543727,fold32,horn,R,,
L,fold32_room1_mix0265,caution,static,2,0,v11core,daily,15027648456,fold32,,,,
L,fold32_room1_mix0266,caution,static,3,0,v11core,arterial,15027753185,fold32,,,,
R,fold32_room1_mix0267,safe,static,1,1,v11core,daily,15027857914,fold32,siren,L,,
R,fold32_room1_mix0268,safe,walk,2,1,v11core,daily,15027962643,fold32,backup_beep,L,,
R,fold32_room1_mix0269,caution,static,1,0,v11core,daily,15028067372,fold32,,,,
L,fold32_room1_mix0270,critical,walk,1,1,v11core,arterial,15028172101,fold32,backup_beep,R,,
R,fold32_room1_mix0271,caution,walk,1,1,v11core,daily,15028276830,fold32,siren,L,,
R,fold32_room1_mix0272,safe,static,3,0,v11core,daily,15028381559,fold32,,,,
R,fold32_room1_mix0273,caution,walk,1,0,v11core,daily,15028486288,fold32,,,,
R,fold32_room1_mix0274,caution,static,2,1,v11core,residential,15028591017,fold32,backup_beep,L,,
L,fold32_room1_mix0275,safe,walk,1,1,v11core,daily,15028695746,fold32,siren,R,,
R,fold32_room1_mix0276,safe,walk,1,1,v11core,residential,15028800475,fold32,siren,L,,
R,fold32_room1_mix0277,caution,static,1,2,v11core,residential,15028905204,fold32,horn,R,backup_beep,R
R,fold32_room1_mix0278,critical,static,1,2,v11core,daily,15029009933,fold32,horn,R,crossing,R
L,fold32_room1_mix0279,safe,static,3,1,v11core,arterial,15029114662,fold32,backup_beep,R,,
,fold32_room1_mix0280,na,walk,0,2,v11core,residential,15029219391,fold32,siren,R,horn,R
L,fold32_room1_mix0281,critical,walk,2,0,v11core,residential,15029324120,fold32,,,,
L,fold32_room1_mix0282,safe,walk,2,2,v11core,daily,15029428849,fold32,backup_beep,R,crossing,R
L,fold32_room1_mix0283,safe,walk,1,0,v11core,daily,15029533578,fold32,,,,
R,fold32_room1_mix0284,caution,static,2,1,v11core,arterial,15029638307,fold32,bike_bell,R,,
R,fold32_room1_mix0285,caution,walk,2,0,v11core,arterial,15029743036,fold32,,,,
,fold32_room1_mix0286,na,static,0,0,v11core,residential,15029847765,fold32,,,,
R,fold32_room1_mix0287,critical,static,1,1,v11core,daily,15029952494,fold32,bike_bell,R,,
R,fold32_room1_mix0288,caution,walk,2,1,v11core,arterial,15030057223,fold32,backup_beep,L,,
L,fold32_room1_mix0289,safe,walk,2,2,v11core,daily,15030161952,fold32,siren,L,crossing,L
R,fold32_room1_mix0290,critical,static,2,0,v11core,arterial,15030266681,fold32,,,,
L,fold32_room1_mix0291,critical,walk,1,1,v11core,daily,15030371410,fold32,siren,L,,
,fold32_room1_mix0292,na,static,0,1,v11core,residential,15030476139,fold32,horn,L,,
L,fold32_room1_mix0293,caution,static,2,1,v11core,daily,15030580868,fold32,horn,R,,
,fold32_room1_mix0294,na,walk,0,1,v11core,residential,15030685597,fold32,horn,R,,
R,fold32_room1_mix0295,caution,walk,2,2,v11core,arterial,15030790326,fold32,siren,L,backup_beep,R
L,fold32_room1_mix0296,caution,static,3,1,v11core,arterial,15030895055,fold32,bike_bell,R,,
R,fold32_room1_mix0297,caution,static,3,1,v11core,arterial,15030999784,fold32,crossing,R,,
