t_s,obj,class,az_deg,dist_m,vis
3.4,3,train,-87.9,70.27,1
3.5,3,train,-87.9,68.60,1
3.6,3,train,-88.0,66.94,1
3.7,3,train,-88.0,65.27,1
3.8,3,train,-88.1,63.61,1
3.9,3,train,-88.1,61.95,1
4.0,3,train,-88.2,60.28,1
4.1,3,train,-88.2,58.62,1
4.2,3,train,-88.3,56.96,1
4.3,3,train,-88.4,55.30,1
4.4,3,train,-88.4,53.64,1
4.5,3,train,-88.5,51.98,1
4.6,3,train,-88.6,50.32,1
4.7,3,train,-88.7,48.66,1
4.8,3,train,-88.8,47.00,1
4.9,3,train,-88.9,45.34,1
5.0,3,train,-89.0,43.69,1
5.1,3,train,-89.1,42.03,1
5.2,3,train,-89.2,40.38,1
5.3,3,train,-89.4,38.73,1
5.4,3,train,-89.5,37.08,1
5.5,3,train,-89.7,35.43,1
5.6,3,train,-89.9,33.78,1
5.7,3,train,-90.1,32.14,1
5.8,3,train,-90.3,30.50,1
5.9,3,train,-90.5,28.86,1
6.0,3,train,-90.8,27.23,1
6.1,3,train,-91.1,25.60,1
6.2,3,train,-91.5,23.98,1
6.3,3,train,-91.9,22.37,1
6.4,3,train,-92.4,20.76,1
6.5,3,train,-92.9,19.17,1
6.6,3,train,-93.6,17.59,1
6.7,3,train,-94.4,16.02,1
6.8,3,train,-95.5,14.49,1
6.9,3,train,-96.8,12.98,1
7.0,3,train,-98.5,11.52,1
7.1,3,train,-100.9,10.13,1
7.2,3,train,-104.4,8.83,1
7.3,3,train,-109.8,7.68,1
7.4,3,train,-119.3,6.75,1
7.5,3,train,-137.9,6.15,1
7.6,3,train,-172.8,5.96,1
7.7,3,train,150.5,6.24,1
7.8,3,train,130.2,6.91,1
7.9,3,train,119.9,7.89,1
8.0,3,train,114.0,9.08,1
8.1,3,train,110.3,10.40,1
8.2,3,train,107.7,11.80,1
8.3,3,train,105.8,13.27,1
8.4,3,train,104.4,14.79,1
8.5,3,train,103.3,16.33,1
8.6,3,train,102.4,17.90,1
8.7,3,train,101.7,19.48,1
8.8,3,train,101.1,21.08,1
8.9,3,train,100.6,22.68,1
9.0,3,train,100.1,24.30,1
9.1,3,train,99.8,25.92,1
9.2,3,train,99.4,27.55,1
9.3,3,train,99.1,29.19,1
9.4,3,train,98.9,30.82,1
9.5,3,train,98.6,32.46,1
9.6,3,train,98.4,34.11,1
9.7,3,train,98.2,35.75,1
9.8,3,train,98.0,37.40,1
9.9,3,train,97.9,39.05,1
0.5,4,train,-87.6,138.58,1
0.6,4,train,-87.6,136.91,1
0.7,4,train,-87.6,135.24,1
0.8,4,train,-87.6,133.57,1
0.9,4,train,-87.6,131.90,1
1.0,4,train,-87.7,130.24,1
1.1,4,train,-87.7,128.57,1
1.2,4,train,-87.7,126.90,1
1.3,4,train,-87.7,125.23,1
1.4,4,train,-87.7,123.56,1
1.5,4,train,-87.8,121.89,1
1.6,4,train,-87.8,120.22,1
1.7,4,train,-87.8,118.56,1
1.8,4,train,-87.8,116.89,1
1.9,4,train,-87.9,115.22,1
2.0,4,train,-87.9,113.55,1
2.1,4,train,-87.9,111.88,1
2.2,4,train,-87.9,110.22,1
2.3,4,train,-88.0,108.55,1
2.4,4,train,-88.0,106.88,1
2.5,4,train,-88.0,105.21,1
2.6,4,train,-88.1,103.54,1
2.7,4,train,-88.1,101.88,1
2.8,4,train,-88.1,100.21,1
2.9,4,train,-88.2,98.54,1
3.0,4,train,-88.2,96.88,1
3.1,4,train,-88.2,95.21,1
3.2,4,train,-88.3,93.54,1
3.3,4,train,-88.3,91.88,1
3.4,4,train,-88.4,90.21,1
3.5,4,train,-88.4,88.54,1
3.6,4,train,-88.4,86.88,1
3.7,4,train,-88.5,85.21,1
3.8,4,train,-88.5,83.54,1
3.9,4,train,-88.6,81.88,1
4.0,4,train,-88.6,80.21,1
4.1,4,train,-88.7,78.55,1
4.2,4,train,-88.7,76.88,1
4.3,4,train,-88.8,75.22,1
4.4,4,train,-88.9,73.56,1
4.5,4,train,-88.9,71.89,1
4.6,4,train,-89.0,70.23,1
4.7,4,train,-89.1,68.56,1
4.8,4,train,-89.1,66.90,1
4.9,4,train,-89.2,65.24,1
5.0,4,train,-89.3,63.58,1
5.1,4,train,-89.4,61.92,1
5.2,4,train,-89.5,60.25,1
5.3,4,train,-89.6,58.59,1
5.4,4,train,-89.7,56.93,1
5.5,4,train,-89.8,55.27,1
5.6,4,train,-89.9,53.62,1
5.7,4,train,-90.0,51.96,1
5.8,4,train,-90.2,50.30,1
5.9,4,train,-90.3,48.65,1
6.0,4,train,-90.5,46.99,1
6.1,4,train,-90.6,45.34,1
6.2,4,train,-90.8,43.69,1
6.3,4,train,-91.0,42.03,1
6.4,4,train,-91.2,40.39,1
6.5,4,train,-91.4,38.74,1
6.6,4,train,-91.6,37.09,1
6.7,4,train,-91.9,35.45,1
6.8,4,train,-92.2,33.81,1
6.9,4,train,-92.5,32.17,1
7.0,4,train,-92.9,30.54,1
7.1,4,train,-93.3,28.91,1
7.2,4,train,-93.7,27.29,1
7.3,4,train,-94.2,25.67,1
7.4,4,train,-94.8,24.06,1
7.5,4,train,-95.5,22.46,1
7.6,4,train,-96.2,20.87,1
7.7,4,train,-97.1,19.29,1
7.8,4,train,-98.2,17.73,1
7.9,4,train,-99.5,16.20,1
8.0,4,train,-101.2,14.69,1
8.1,4,train,-103.2,13.22,1
8.2,4,train,-105.9,11.80,1
8.3,4,train,-109.5,10.47,1
8.4,4,train,-114.5,9.24,1
8.5,4,train,-122.0,8.16,1
8.6,4,train,-133.4,7.32,1
8.7,4,train,-151.0,6.79,1
8.8,4,train,-175.1,6.65,1
8.9,4,train,160.9,6.92,1
9.0,4,train,143.2,7.56,1
9.1,4,train,131.7,8.48,1
9.2,4,train,124.1,9.61,1
9.3,4,train,119.0,10.88,1
9.4,4,train,115.3,12.25,1
9.5,4,train,112.5,13.68,1
9.6,4,train,110.4,15.17,1
9.7,4,train,108.7,16.68,1
9.8,4,train,107.3,18.23,1
9.9,4,train,106.2,19.79,1
0.5,5,train,-87.9,158.55,1
0.6,5,train,-87.9,156.88,1
0.7,5,train,-87.9,155.21,1
0.8,5,train,-87.9,153.54,1
0.9,5,train,-88.0,151.87,1
1.0,5,train,-88.0,150.20,1
1.1,5,train,-88.0,148.54,1
1.2,5,train,-88.0,146.87,1
1.3,5,train,-88.0,145.20,1
1.4,5,train,-88.1,143.53,1
1.5,5,train,-88.1,141.86,1
1.6,5,train,-88.1,140.19,1
1.7,5,train,-88.1,138.52,1
1.8,5,train,-88.2,136.86,1
1.9,5,train,-88.2,135.19,1
2.0,5,train,-88.2,133.52,1
2.1,5,train,-88.2,131.85,1
2.2,5,train,-88.3,130.18,1
2.3,5,train,-88.3,128.51,1
2.4,5,train,-88.3,126.85,1
2.5,5,train,-88.3,125.18,1
2.6,5,train,-88.4,123.51,1
2.7,5,train,-88.4,121.84,1
2.8,5,train,-88.4,120.18,1
2.9,5,train,-88.5,118.51,1
3.0,5,train,-88.5,116.84,1
3.1,5,train,-88.5,115.17,1
3.2,5,train,-88.6,113.51,1
3.3,5,train,-88.6,111.84,1
3.4,5,train,-88.7,110.17,1
3.5,5,train,-88.7,108.50,1
3.6,5,train,-88.7,106.84,1
3.7,5,train,-88.8,105.17,1
3.8,5,train,-88.8,103.50,1
3.9,5,train,-88.9,101.84,1
4.0,5,train,-88.9,100.17,1
4.1,5,train,-89.0,98.50,1
4.2,5,train,-89.0,96.84,1
4.3,5,train,-89.1,95.17,1
4.4,5,train,-89.1,93.51,1
4.5,5,train,-89.2,91.84,1
4.6,5,train,-89.2,90.18,1
4.7,5,train,-89.3,88.51,1
4.8,5,train,-89.3,86.85,1
4.9,5,train,-89.4,85.18,1
5.0,5,train,-89.5,83.52,1
5.1,5,train,-89.5,81.85,1
5.2,5,train,-89.6,80.19,1
5.3,5,train,-89.7,78.53,1
5.4,5,train,-89.8,76.86,1
5.5,5,train,-89.8,75.20,1
5.6,5,train,-89.9,73.54,1
5.7,5,train,-90.0,71.88,1
5.8,5,train,-90.1,70.22,1
5.9,5,train,-90.2,68.55,1
6.0,5,train,-90.3,66.89,1
6.1,5,train,-90.4,65.23,1
6.2,5,train,-90.5,63.57,1
6.3,5,train,-90.7,61.92,1
6.4,5,train,-90.8,60.26,1
6.5,5,train,-90.9,58.60,1
6.6,5,train,-91.1,56.94,1
6.7,5,train,-91.2,55.29,1
6.8,5,train,-91.4,53.63,1
6.9,5,train,-91.5,51.98,1
7.0,5,train,-91.7,50.33,1
7.1,5,train,-91.9,48.68,1
7.2,5,train,-92.1,47.02,1
7.3,5,train,-92.3,45.38,1
7.4,5,train,-92.6,43.73,1
7.5,5,train,-92.8,42.08,1
7.6,5,train,-93.1,40.44,1
7.7,5,train,-93.4,38.80,1
7.8,5,train,-93.8,37.16,1
7.9,5,train,-94.1,35.53,1
8.0,5,train,-94.5,33.90,1
8.1,5,train,-95.0,32.27,1
8.2,5,train,-95.5,30.65,1
8.3,5,train,-96.0,29.03,1
8.4,5,train,-96.6,27.42,1
8.5,5,train,-97.3,25.82,1
8.6,5,train,-98.1,24.23,1
8.7,5,train,-99.0,22.64,1
8.8,5,train,-100.0,21.08,1
8.9,5,train,-101.3,19.52,1
9.0,5,train,-102.7,17.99,1
9.1,5,train,-104.5,16.49,1
9.2,5,train,-106.6,15.03,1
9.3,5,train,-109.3,13.61,1
9.4,5,train,-112.7,12.25,1
9.5,5,train,-117.2,10.98,1
9.6,5,train,-123.2,9.83,1
9.7,5,train,-131.5,8.85,1
9.8,5,train,-142.8,8.10,1
9.9,5,train,-158.0,7.65,1
0.3,6,car,-177.9,66.49,1
0.4,6,car,-177.9,65.50,1
0.5,6,car,-177.9,64.51,1
0.6,6,car,-177.8,63.52,1
0.7,6,car,-177.8,62.52,1
0.8,6,car,-177.7,61.53,1
0.9,6,car,-177.7,60.54,1
1.0,6,car,-177.7,59.55,1
1.1,6,car,-177.6,58.56,1
1.2,6,car,-177.6,57.57,1
1.3,6,car,-177.5,56.58,1
1.4,6,car,-177.5,55.59,1
1.5,6,car,-177.5,54.60,1
1.6,6,car,-177.4,53.61,1
1.7,6,car,-177.4,52.62,1
1.8,6,car,-177.3,51.63,1
1.9,6,car,-177.3,50.64,1
2.0,6,car,-177.2,49.65,1
2.1,6,car,-177.2,48.66,1
2.2,6,car,-177.1,47.67,1
2.3,6,car,-177.0,46.68,1
2.4,6,car,-177.0,45.69,1
2.5,6,car,-176.9,44.69,1
2.6,6,car,-176.8,43.70,1
2.7,6,car,-176.8,42.71,1
2.8,6,car,-176.7,41.72,1
2.9,6,car,-176.6,40.74,1
3.0,6,car,-176.5,39.75,1
3.1,6,car,-176.4,38.76,1
3.2,6,car,-176.3,37.77,1
3.3,6,car,-176.2,36.78,1
3.4,6,car,-176.1,35.79,1
3.5,6,car,-176.0,34.80,1
3.6,6,car,-175.9,33.81,1
3.7,6,car,-175.8,32.82,1
3.8,6,car,-175.6,31.83,1
3.9,6,car,-175.5,30.84,1
4.0,6,car,-175.4,29.85,1
4.1,6,car,-175.2,28.87,1
4.2,6,car,-175.0,27.88,1
4.3,6,car,-174.8,26.89,1
4.4,6,car,-174.6,25.90,1
4.5,6,car,-174.4,24.92,1
4.6,6,car,-174.2,23.93,1
4.7,6,car,-173.9,22.94,1
4.8,6,car,-173.7,21.96,1
4.9,6,car,-173.4,20.97,1
5.0,6,car,-173.0,19.99,1
5.1,6,car,-172.7,19.01,1
5.2,6,car,-172.3,18.02,1
5.3,6,car,-171.8,17.04,1
5.4,6,car,-171.3,16.06,1
5.5,6,car,-170.8,15.08,1
5.6,6,car,-170.1,14.11,1
5.7,6,car,-169.4,13.13,1
5.8,6,car,-168.5,12.16,1
5.9,6,car,-167.5,11.19,1
6.0,6,car,-166.3,10.23,1
6.1,6,car,-164.9,9.27,1
6.2,6,car,-163.1,8.32,1
6.3,6,car,-160.8,7.38,1
6.4,6,car,-157.9,6.45,1
6.5,6,car,-154.1,5.55,1
6.6,6,car,-148.8,4.69,1
6.7,6,car,-141.2,3.89,1
6.8,6,car,-129.9,3.19,1
6.9,6,car,-113.4,2.69,1
7.0,6,car,-91.9,2.50,1
7.1,6,car,-70.1,2.69,1
7.2,6,car,-53.0,3.19,1
7.3,6,car,-41.2,3.89,1
7.4,6,car,-33.2,4.69,1
7.5,6,car,-27.6,5.55,1
7.6,6,car,-23.5,6.45,1
7.7,6,car,-20.4,7.38,1
7.8,6,car,-18.0,8.32,1
7.9,6,car,-16.1,9.27,1
8.0,6,car,-14.6,10.23,1
8.1,6,car,-13.3,11.19,1
8.2,6,car,-12.2,12.16,1
8.3,6,car,-11.3,13.13,1
8.4,6,car,-10.5,14.11,1
8.5,6,car,-9.8,15.08,1
8.6,6,car,-9.2,16.06,1
8.7,6,car,-8.7,17.04,1
8.8,6,car,-8.2,18.02,1
8.9,6,car,-7.8,19.01,1
9.0,6,car,-7.4,19.99,1
9.1,6,car,-7.1,20.97,1
9.2,6,car,-6.7,21.96,1
9.3,6,car,-6.5,22.94,1
9.4,6,car,-6.2,23.93,1
9.5,6,car,-5.9,24.92,1
9.6,6,car,-5.7,25.90,1
9.7,6,car,-5.5,26.89,1
9.8,6,car,-5.3,27.88,1
9.9,6,car,-5.1,28.87,1
