t_s,obj,class,az_deg,dist_m,vis
7.6,2,car,-99.9,6.64,1
7.7,2,car,-110.9,7.05,1
7.8,2,car,-120.5,7.69,1
7.9,2,car,-128.5,8.50,1
8.0,2,car,-135.1,9.44,1
8.1,2,car,-140.4,10.48,1
8.2,2,car,-144.7,11.58,1
8.3,2,car,-148.3,12.74,1
8.4,2,car,-151.2,13.93,1
8.5,2,car,-153.7,15.16,1
8.6,2,car,-155.8,16.41,1
8.7,2,car,-157.7,17.67,1
8.8,2,car,-159.2,18.95,1
8.9,2,car,-160.6,20.24,1
9.0,2,car,-161.8,21.55,1
9.1,2,car,-162.9,22.85,1
9.2,2,car,-163.8,24.17,1
9.3,2,car,-164.7,25.49,1
9.4,2,car,-165.5,26.82,1
9.5,2,car,-166.2,28.15,1
9.6,2,car,-166.8,29.48,1
9.7,2,car,-167.4,30.82,1
9.8,2,car,-167.9,32.16,1
9.9,2,car,-168.4,33.50,1
