clip_id,split,motion,n_warnings,w1_class,w1_side,w2_class,w2_side,danger_tier,car_side,scenario,seed,scene_type,n_car
fold1_room1_mix0040,fold1,walk,1,siren,R,,,na,,v11core,12420025690,residential,0
fold1_room1_mix0041,fold1,walk,1,siren,L,,,safe,R,v11core,12420025691,daily,2
fold1_room1_mix0042,fold1,static,2,backup_beep,L,backup_beep,R,safe,R,v11core,12420025692,residential,1
fold1_room1_mix0043,fold1,static,2,siren,R,bike_bell,R,critical,L,v11core,12420025693,daily,1
fold1_room1_mix0044,fold1,walk,1,bike_bell,R,,,safe,R,v11core,12420025694,daily,1
fold1_room1_mix0045,fold1,walk,2,backup_beep,L,backup_beep,R,safe,L,v11core,12420025695,daily,2
fold1_room1_mix0046,fold1,walk,2,siren,R,horn,L,critical,L,v11core,12420025696,residential,1
fold1_room1_mix0047,fold1,static,1,siren,L,,,critical,R,v11core,12420025697,residential,1
fold1_room1_mix0048,fold1,static,0,,,,,safe,L,v11core,12420025698,daily,1
fold1_room1_mix0049,fold1,walk,0,,,,,safe,R,v11core,12420025699,residential,1
fold1_room1_mix0050,fold1,walk,0,,,,,critical,R,v11core,12420025700,daily,1
fold1_room1_mix0051,fold1,walk,0,,,,,critical,R,v11core,12420025701,residential,1
fold1_room1_mix0052,fold1,walk,0,,,,,critical,L,v11core,12420025702,daily,2
fold1_room1_mix0053,fold1,walk,0,,,,,caution,R,v11core,12420025703,arterial,3
fold1_room1_mix0054,fold1,walk,2,siren,L,bike_bell,R,critical,R,v11core,12420025704,daily,1
fold1_room1_mix0055,fold1,walk,1,siren,R,,,na,,v11core,12420025705,residential,0
fold1_room1_mix0056,fold1,static,2,bike_bell,L,bike_bell,R,critical,R,v11core,12420025706,daily,2
fold1_room1_mix0057,fold1,static,1,bike_bell,R,,,na,,v11core,12420025707,residential,0
fold1_room1_mix0058,fold1,static,1,bike_bell,R,,,critical,R,v11core,12420025708,residential,1
fold1_room1_mix0059,fold1,walk,2,siren,R,horn,R,safe,L,v11core,12420025709,daily,1
fold1_room1_mix0060,fold1,static,0,,,,,caution,R,v11core,12420025710,arterial,3
fold1_room1_mix0061,fold1,walk,2,bike_bell,L,crossing,R,safe,R,v11core,12420025711,residential,1
fold1_room1_mix0062,fold1,walk,1,crossing,L,,,safe,L,v11core,12420025712,arterial,2
fold1_room1_mix0063,fold1,static,1,crossing,R,,,safe,R,v11core,12420025713,arterial,3
fold1_room1_mix0064,fold1,static,0,,,,,caution,L,v11core,12420025714,daily,3
fold1_room1_mix0065,fold1,static,0,,,,,caution,L,v11core,12420025715,daily,1
fold1_room1_mix0066,fold1,walk,0,,,,,caution,R,v11core,12420025716,daily,2
fold1_room1_mix0067,fold1,static,1,bike_bell,L,,,critical,L,v11core,12420025717,residential,1
fold1_room1_mix0068,fold1,static,0,,,,,safe,R,v11core,12420025718,daily,1
fold1_room1_mix0069,fold1,static,1,backup_beep,R,,,caution,R,v11core,12420025719,residential,1
fold1_room1_mix0070,fold1,walk,2,siren,L,backup_beep,L,safe,R,v11core,12420025720,arterial,2
fold1_room1_mix0071,fold1,static,2,bike_bell,L,bike_bell,R,caution,R,v11core,12420025721,daily,1
fold1_room1_mix0072,fold1,static,1,backup_beep,L,,,critical,L,v11core,12420025722,daily,2
fold1_room1_mix0073,fold1,walk,1,backup_beep,R,,,critical,L,v11core,12420025723,daily,2
fold1_room1_mix0074,fold1,static,0,,,,,critical,R,v11core,12420025724,daily,1
fold1_room1_mix0075,fold1,walk,0,,,,,na,,v11core,12420025725,residential,0
fold1_room1_mix0076,fold1,static,1,bike_bell,L,,,safe,L,v11core,12420025726,residential,1
fold1_room1_mix0077,fold1,walk,1,bike_bell,R,,,critical,R,v11core,12420025727,daily,2
fold1_room1_mix0078,fold1,static,1,crossing,L,,,caution,L,v11core,12420025728,daily,1
fold1_room1_mix0079,fold1,static,1,bike_bell,L,,,na,,v11core,12420025729,daily,0
fold1_room1_mix0080,fold1,walk,0,,,,,critical,R,v11core,12420025730,daily,3
fold1_room1_mix0081,fold1,static,0,,,,,safe,L,v11core,12420025731,daily,1
fold1_room1_mix0082,fold1,static,0,,,,,critical,L,v11core,12420025732,daily,1
fold1_room1_mix0083,fold1,walk,1,siren,R,,,na,,v11core,12420025733,residential,0
fold1_room1_mix0084,fold1,static,0,,,,,critical,L,v11core,12420025734,daily,1
fold1_room1_mix0085,fold1,static,0,,,,,na,,v11core,12420025735,residential,0
fold1_room1_mix0086,fold1,walk,2,horn,L,crossing,L,safe,R,v11core,12420025736,residential,1
fold1_room1_mix0087,fold1,walk,1,backup_beep,R,,,safe,L,v11core,12420025737,arterial,1
fold1_room1_mix0088,fold1,static,1,siren,R,,,safe,L,v11core,12420025738,daily,2
fold1_room1_mix0089,fold1,static,0,,,,,safe,R,v11core,12420025739,residential,1
fold1_room1_mix0090,fold1,walk,0,,,,,na,,v11core,12420025740,residential,0
fold1_room1_mix0091,fold1,walk,0,,,,,safe,R,v11core,12420025741,arterial,1
fold1_room1_mix0092,fold1,static,2,siren,L,siren,R,caution,R,v11core,12420025742,daily,2
fold1_room1_mix0093,fold1,static,2,horn,R,bike_bell,L,safe,L,v11core,12420025743,daily,1
fold1_room1_mix0094,fold1,static,1,bike_bell,L,,,safe,L,v11core,12420025744,daily,1
fold1_room1_mix0095,fold1,walk,2,siren,R,siren,L,critical,L,v11core,12420025745,residential,1
fold1_room1_mix0096,fold1,walk,1,siren,R,,,na,,v11core,12420025746,residential,0
fold1_room1_mix0097,fold1,walk,1,siren,L,,,critical,L,v11core,12420025747,daily,1
fold1_room1_mix0098,fold1,walk,1,backup_beep,R,,,safe,L,v11core,12420025748,arterial,1
fold1_room1_mix0099,fold1,static,0,,,,,caution,R,v11core,12420025749,daily,1
fold1_room1_mix0100,fold1,static,1,bike_bell,R,,,caution,R,v11core,12420025750,daily,1
fold1_room1_mix0101,fold1,walk,2,bike_bell,R,crossing,R,safe,L,v11core,12420025751,residential,1
fold1_room1_mix0102,fold1,walk,0,,,,,critical,L,v11core,12420025752,arterial,2
fold1_room1_mix0103,fold1,static,0,,,,,na,,v11core,12420025753,residential,0
fold1_room1_mix0104,fold1,walk,0,,,,,na,,v11core,12420025754,residential,0
fold1_room1_mix0105,fold1,static,0,,,,,safe,R,v11core,12420025755,daily,1
fold1_room1_mix0106,fold1,static,1,bike_bell,R,,,caution,R,v11core,12420025756,residential,1
fold1_room1_mix0107,fold1,walk,1,siren,R,,,critical,L,v11core,12420025757,daily,2
fold1_room1_mix0108,fold1,walk,1,bike_bell,L,,,critical,R,v11core,12420025758,daily,1
fold1_room1_mix0109,fold1,walk,0,,,,,caution,L,v11core,12420025759,daily,1
fold1_room1_mix0110,fold1,static,0,,,,,na,,v11core,12420025760,residential,0
fold1_room1_mix0111,fold1,walk,0,,,,,critical,L,v11core,12420025761,daily,1
fold1_room1_mix0112,fold1,walk,0,,,,,critical,L,v11core,12420025762,daily,1
fold1_room1_mix0113,fold1,walk,2,backup_beep,L,backup_beep,R,safe,L,v11core,12420025763,arterial,1
fold1_room1_mix0114,fold1,static,0,,,,,caution,L,v11core,12420025764,residential,1
fold1_room1_mix0115,fold1,static,1,backup_beep,L,,,safe,L,v11core,12420025765,daily,1
fold1_room1_mix0116,fold1,static,1,horn,L,,,safe,R,v11core,12420025766,daily,1
fold1_room1_mix0117,fold1,walk,0,,,,,caution,R,v11core,12420025767,residential,1
fold1_room1_mix0118,fold1,walk,0,,,,,critical,L,v11core,12420025768,residential,1
fold1_room1_mix0119,fold1,static,1,crossing,L,,,caution,L,v11core,12420025769,arterial,2
fold1_room1_mix0120,fold1,walk,1,backup_beep,R,,,critical,L,v11core,12420025770,daily,2
fold1_room1_mix0121,fold1,walk,1,crossing,R,,,safe,R,v11core,12420025771,arterial,2
fold1_room1_mix0122,fold1,walk,1,crossing,L,,,critical,L,v11core,12420025772,arterial,3
fold1_room1_mix0123,fold1,walk,0,,,,,caution,L,v11core,12420025773,daily,2
fold1_room1_mix0124,fold1,walk,1,crossing,L,,,na,,v11core,12420025774,residential,0
fold1_room1_mix0125,fold1,static,0,,,,,safe,L,v11core,12420025775,arterial,3
fold1_room1_mix0126,fold1,walk,0,,,,,safe,R,v11core,12420025776,daily,2
fold1_room1_mix0127,fold1,static,0,,,,,safe,L,v11core,12420025777,daily,2
fold1_room1_mix0128,fold1,static,0,,,,,na,,v11core,12420025778,residential,0
fold1_room1_mix0129,fold1,static,0,,,,,caution,R,v11core,12420025779,residential,1
fold1_room1_mix0130,fold1,walk,1,siren,L,,,caution,L,v11core,12420025780,daily,3
fold1_room1_mix0131,fold1,static,0,,,,,na,,v11core,12420025781,residential,0
fold1_room1_mix0132,fold1,walk,1,crossing,L,,,na,,v11core,12420025782,residential,0
fold1_room1_mix0133,fold1,walk,0,,,,,na,,v11core,12420025783,residential,0
fold1_room1_mix0134,fold1,static,0,,,,,na,,v11core,12420025784,residential,0
fold1_room1_mix0135,fold1,walk,0,,,,,critical,R,v11core,12420025785,arterial,1
fold1_room1_mix0136,fold1,static,0,,,,,critical,L,v11core,12420025786,daily,3
fold1_room1_mix0137,fold1,static,0,,,,,safe,R,v11core,12420025787,residential,1
fold1_room1_mix0138,fold1,walk,0,,,,,critical,R,v11core,12420025788,daily,2
fold1_room1_mix0139,fold1,static,2,backup_beep,R,bike_bell,L,na,,v11core,12420025789,residential,0
fold1_room1_mix0140,fold1,static,1,crossing,R,,,caution,R,v11core,12420025790,arterial,2
fold1_room1_mix0141,fold1,walk,0,,,,,critical,R,v11core,12420025791,daily,1
fold1_room1_mix0142,fold1,walk,2,bike_bell,R,crossing,L,critical,L,v11core,12420025792,arterial,2
fold1_room1_mix0143,fold1,walk,0,,,,,safe,L,v11core,12420025793,daily,1
fold1_room1_mix0144,fold1,walk,0,,,,,caution,L,v11core,12420025794,daily,1
fold1_room1_mix0145,fold1,static,0,,,,,critical,L,v11core,12420025795,daily,1
fold1_room1_mix0146,fold1,static,0,,,,,safe,R,v11core,12420025796,arterial,3
fold1_room1_mix0147,fold1,walk,0,,,,,critical,L,v11core,12420025797,daily,1
fold1_room1_mix0148,fold1,static,1,crossing,R,,,caution,R,v11core,12420025798,arterial,3
fold1_room1_mix0149,fold1,walk,1,horn,L,,,safe,L,v11core,12420025799,residential,1
fold1_room1_mix0150,fold1,static,0,,,,,safe,R,v11core,12420025800,arterial,1
fold1_room1_mix0151,fold1,static,1,siren,R,,,critical,L,v11core,12420025801,residential,1
fold1_room1_mix0152,fold1,walk,1,horn,L,,,na,,v11core,12420025802,residential,0
fold1_room1_mix0153,fold1,walk,0,,,,,safe,R,v11core,12420025803,residential,2
fold1_room1_mix0154,fold1,static,0,,,,,caution,R,v11core,12420025804,daily,2
fold1_room1_mix0155,fold1,static,0,,,,,safe,L,v11core,12420025805,residential,1
fold1_room1_mix0156,fold1,walk,1,bike_bell,L,,,critical,L,v11core,12420025806,residential,1
fold1_room1_mix0157,fold1,walk,1,crossing,R,,,na,,v11core,12420025807,residential,0
fold1_room1_mix0158,fold1,walk,2,bike_bell,L,bike_bell,R,caution,R,v11core,12420025808,daily,2
fold1_room1_mix0159,fold1,walk,2,horn,L,bike_bell,L,na,,v11core,12420025809,daily,0
fold1_room1_mix0160,fold1,walk,2,siren,R,backup_beep,R,na,,v11core,12420025810,daily,0
fold1_room1_mix0161,fold1,static,0,,,,,caution,L,v11core,12420025811,residential,2
fold1_room1_mix0162,fold1,walk,2,siren,R,backup_beep,L,critical,R,v11core,12420025812,daily,2
fold1_room1_mix0163,fold1,walk,0,,,,,safe,R,v11core,12420025813,daily,2
fold1_room1_mix0164,fold1,walk,1,crossing,L,,,na,,v11core,12420025814,residential,0
fold1_room1_mix0165,fold1,walk,1,backup_beep,R,,,caution,L,v11core,12420025815,residential,1
fold1_room1_mix0166,fold1,walk,0,,,,,critical,R,v11core,12420025816,residential,1
fold1_room1_mix0167,fold1,walk,0,,,,,na,,v11core,12420025817,residential,0
fold1_room1_mix0168,fold1,static,1,backup_beep,R,,,caution,L,v11core,12420025818,residential,1
fold1_room1_mix0169,fold1,walk,1,crossing,L,,,caution,L,v11core,12420025819,residential,1
fold1_room1_mix0170,fold1,static,1,backup_beep,L,,,critical,R,v11core,12420025820,residential,1
fold1_room1_mix0171,fold1,static,0,,,,,caution,R,v11core,12420025821,arterial,3
fold1_room1_mix0172,fold1,walk,0,,,,,safe,L,v11core,12420025822,daily,1
fold1_room1_mix0173,fold1,static,0,,,,,safe,L,v11core,12420025823,residential,2
fold1_room1_mix0174,fold1,static,1,siren,L,,,critical,L,v11core,12420025824,daily,1
fold1_room1_mix0175,fold1,static,1,siren,R,,,safe,L,v11core,12420025825,residential,1
fold1_room1_mix0176,fold1,walk,0,,,,,safe,L,v11core,12420025826,daily,1
fold1_room1_mix0177,fold1,walk,1,bike_bell,L,,,caution,L,v11core,12420025827,daily,3
fold1_room1_mix0178,fold1,static,2,siren,L,horn,R,caution,L,v11core,12420025828,residential,1
fold1_room1_mix0179,fold1,walk,0,,,,,critical,L,v11core,12420025829,residential,1
fold1_room1_mix0180,fold1,walk,2,horn,R,bike_bell,R,safe,R,v11core,12420025830,daily,1
fold1_room1_mix0181,fold1,static,2,bike_bell,L,bike_bell,R,critical,L,v11core,12420025831,arterial,2
fold1_room1_mix0182,fold1,static,0,,,,,caution,L,v11core,12420025832,daily,2
fold1_room1_mix0183,fold1,static,0,,,,,caution,L,v11core,12420025833,daily,3
fold1_room1_mix0184,fold1,static,1,horn,L,,,caution,L,v11core,12420025834,residential,1
fold1_room1_mix0185,fold1,static,1,backup_beep,R,,,critical,R,v11core,12420025835,residential,1
fold1_room1_mix0186,fold1,walk,0,,,,,na,,v11core,12420025836,residential,0
fold1_room1_mix0187,fold1,walk,0,,,,,critical,L,v11core,12420025837,arterial,1
fold1_room1_mix0188,fold1,walk,1,horn,L,,,safe,L,v11core,12420025838,arterial,1
fold1_room1_mix0189,fold1,walk,1,horn,L,,,critical,L,v11core,12420025839,residential,1
fold1_room1_mix0190,fold1,walk,1,horn,L,,,critical,R,v11core,12420025840,arterial,1
fold1_room1_mix0191,fold1,walk,0,,,,,caution,L,v11core,12420025841,arterial,2
fold1_room1_mix0192,fold1,static,1,horn,L,,,critical,R,v11core,12420025842,arterial,2
fold1_room1_mix0193,fold1,walk,0,,,,,caution,L,v11core,12420025843,residential,1
fold1_room1_mix0194,fold1,walk,1,crossing,R,,,caution,L,v11core,12420025844,residential,1
fold1_room1_mix0195,fold1,walk,2,backup_beep,R,bike_bell,R,critical,L,v11core,12420025845,residential,1
fold1_room1_mix0196,fold1,static,0,,,,,critical,R,v11core,12420025846,residential,1
fold1_room1_mix0197,fold1,walk,2,siren,L,bike_bell,R,na,,v11core,12420025847,daily,0
fold1_room1_mix0198,fold1,static,1,horn,R,,,safe,L,v11core,12420025848,arterial,1
fold1_room1_mix0199,fold1,static,2,backup_beep,L,bike_bell,L,critical,R,v11core,12420025849,daily,1
fold1_room1_mix0200,fold1,walk,1,backup_beep,L,,,na,,v11core,12420025850,residential,0
fold1_room1_mix0201,fold1,static,0,,,,,critical,L,v11core,12420025851,residential,1
fold1_room1_mix0202,fold1,static,0,,,,,caution,R,v11core,12420025852,residential,1
fold1_room1_mix0203,fold1,static,1,horn,R,,,safe,R,v11core,12420025853,arterial,3
fold1_room1_mix0204,fold1,static,0,,,,,na,,v11core,12420025854,residential,0
fold1_room1_mix0205,fold1,walk,1,horn,R,,,caution,L,v11core,12420025855,arterial,2
fold1_room1_mix0206,fold1,walk,0,,,,,safe,R,v11core,12420025856,daily,1
fold1_room1_mix0207,fold1,static,0,,,,,caution,L,v11core,12420025857,daily,2
fold1_room1_mix0208,fold1,static,1,horn,R,,,caution,R,v11core,12420025858,residential,1
fold1_room1_mix0209,fold1,static,1,siren,L,,,caution,L,v11core,12420025859,arterial,3
fold1_room1_mix0210,fold1,static,1,horn,L,,,safe,R,v11core,12420025860,residential,1
fold1_room1_mix0211,fold1,walk,0,,,,,safe,R,v11core,12420025861,residential,1
fold1_room1_mix0212,fold1,walk,0,,,,,critical,L,v11core,12420025862,arterial,2
fold1_room1_mix0213,fold1,static,0,,,,,na,,v11core,12420025863,residential,0
fold1_room1_mix0214,fold1,static,2,siren,L,bike_bell,R,caution,L,v11core,12420025864,daily,2
fold1_room1_mix0215,fold1,walk,0,,,,,caution,R,v11core,12420025865,residential,2
fold1_room1_mix0216,fold1,static,1,backup_beep,L,,,safe,R,v11core,12420025866,daily,1
fold1_room1_mix0217,fold1,walk,0,,,,,na,,v11core,12420025867,residential,0
fold1_room1_mix0218,fold1,walk,1,horn,L,,,safe,R,v11core,12420025868,arterial,3
fold1_room1_mix0219,fold1,static,0,,,,,safe,R,v11core,12420025869,residential,1
fold1_room1_mix0220,fold1,static,1,backup_beep,L,,,caution,R,v11core,12420025870,residential,1
fold1_room1_mix0221,fold1,walk,0,,,,,safe,L,v11core,12420025871,arterial,1
fold1_room1_mix0222,fold1,static,1,backup_beep,L,,,critical,L,v11core,12420025872,residential,1
fold1_room1_mix0223,fold1,static,0,,,,,caution,R,v11core,12420025873,daily,3
fold1_room1_mix0224,fold1,static,0,,,,,caution,R,v11core,12420025874,residential,1
fold1_room1_mix0225,fold1,walk,0,,,,,caution,L,v11core,12420025875,residential,1
fold1_room1_mix0226,fold1,static,0,,,,,critical,R,v11core,12420025876,arterial,3
fold1_room1_mix0227,fold1,walk,0,,,,,caution,L,v11core,12420025877,daily,2
fold1_room1_mix0228,fold1,static,1,crossing,L,,,critical,L,v11core,12420025878,arterial,2
fold1_room1_mix0229,fold1,static,0,,,,,caution,R,v11core,12420025879,daily,2
fold1_room1_mix0230,fold1,walk,1,bike_bell,R,,,safe,R,v11core,12420025880,residential,1
fold1_room1_mix0231,fold1,static,1,bike_bell,L,,,safe,L,v11core,12420025881,arterial,2
fold1_room1_mix0232,fold1,static,0,,,,,caution,L,v11core,12420025882,daily,3
fold1_room1_mix0233,fold1,static,1,backup_beep,R,,,caution,L,v11core,12420025883,residential,1
fold1_room1_mix0234,fold1,static,2,backup_beep,L,backup_beep,R,critical,L,v11core,12420025884,daily,2
fold1_room1_mix0235,fold1,walk,1,crossing,L,,,safe,R,v11core,12420025885,arterial,2
fold1_room1_mix0236,fold1,walk,2,siren,L,backup_beep,L,safe,R,v11core,12420025886,daily,1
fold1_room1_mix0237,fold1,walk,1,horn,L,,,safe,R,v11core,12420025887,daily,1
fold1_room1_mix0238,fold1,walk,2,bike_bell,R,crossing,L,critical,R,v11core,12420025888,daily,2
fold1_room1_mix0239,fold1,walk,0,,,,,safe,L,v11core,12420025889,residential,1
fold1_room1_mix0240,fold1,static,0,,,,,safe,L,v11core,12420025890,residential,1
fold1_room1_mix0241,fold1,static,0,,,,,safe,R,v11core,12420025891,residential,2
fold1_room1_mix0242,fold1,walk,1,backup_beep,R,,,safe,R,v11core,12420025892,arterial,3
fold1_room1_mix0243,fold1,static,1,bike_bell,R,,,caution,L,v11core,12420025893,daily,1
fold1_room1_mix0244,fold1,walk,1,horn,R,,,safe,L,v11core,12420025894,daily,1
fold1_room1_mix0245,fold1,static,0,,,,,caution,R,v11core,12420025895,residential,1
fold1_room1_mix0246,fold1,walk,1,siren,L,,,safe,R,v11core,12420025896,arterial,1
fold1_room1_mix0247,fold1,walk,2,siren,R,horn,R,safe,R,v11core,12420025897,arterial,2
fold1_room1_mix0248,fold1,walk,1,backup_beep,L,,,safe,L,v11core,12420025898,daily,1
fold1_room1_mix0249,fold1,static,1,crossing,L,,,safe,R,v11core,12420025899,arterial,3
fold1_room1_mix0250,fold1,walk,1,backup_beep,R,,,na,,v11core,12420025900,residential,0
fold1_room1_mix0251,fold1,static,1,bike_bell,R,,,caution,R,v11core,12420025901,daily,2
fold1_room1_mix0252,fold1,static,0,,,,,safe,R,v11core,12420025902,daily,1
fold1_room1_mix0253,fold1,walk,0,,,,,critical,L,v11core,12420025903,residential,1
fold1_room1_mix0254,fold1,walk,0,,,,,safe,L,v11core,12420025904,arterial,2
fold1_room1_mix0255,fold1,walk,2,backup_beep,R,backup_beep,L,critical,L,v11core,12420025905,daily,1
fold1_room1_mix0256,fold1,static,0,,,,,caution,R,v11core,12420025906,residential,1
fold1_room1_mix0257,fold1,static,1,bike_bell,R,,,critical,R,v11core,12420025907,daily,1
fold1_room1_mix0258,fold1,walk,2,siren,R,bike_bell,R,critical,L,v11core,12420025908,daily,3
fold1_room1_mix0259,fold1,walk,0,,,,,safe,L,v11core,12420025909,daily,2
fold1_room1_mix0260,fold1,walk,0,,,,,na,,v11core,12420025910,residential,0
fold1_room1_mix0261,fold1,walk,1,siren,L,,,critical,L,v11core,12420025911,residential,2
fold1_room1_mix0262,fold1,static,0,,,,,caution,R,v11core,12420025912,residential,1
fold1_room1_mix0263,fold1,walk,1,backup_beep,L,,,critical,L,v11core,12420025913,daily,1
fold1_room1_mix0264,fold1,walk,0,,,,,critical,R,v11core,12420025914,arterial,3
fold1_room1_mix0265,fold1,walk,1,horn,L,,,na,,v11core,12420025915,residential,0
fold1_room1_mix0266,fold1,static,0,,,,,na,,v11core,12420025916,residential,0
fold1_room1_mix0267,fold1,walk,2,backup_beep,L,crossing,R,na,,v11core,12420025917,residential,0
fold1_room1_mix0268,fold1,walk,1,backup_beep,R,,,caution,L,v11core,12420025918,arterial,3
fold1_room1_mix0269,fold1,static,0,,,,,caution,L,v11core,12420025919,daily,3
fold1_room1_mix0270,fold1,static,0,,,,,caution,L,v11core,12420025920,arterial,3
fold1_room1_mix0271,fold1,walk,1,crossing,R,,,safe,R,v11core,12420025921,daily,3
fold1_room1_mix0272,fold1,walk,0,,,,,critical,R,v11core,12420025922,residential,1
fold1_room1_mix0273,fold1,static,0,,,,,critical,R,v11core,12420025923,arterial,3
fold1_room1_mix0274,fold1,walk,0,,,,,critical,R,v11core,12420025924,daily,1
fold1_room1_mix0275,fold1,walk,0,,,,,caution,R,v11core,12420025925,residential,1
fold1_room1_mix0276,fold1,static,1,bike_bell,R,,,na,,v11core,12420025926,residential,0
fold1_room1_mix0277,fold1,static,0,,,,,safe,L,v11core,12420025927,daily,1
fold1_room1_mix0278,fold1,walk,1,bike_bell,R,,,safe,R,v11core,12420025928,residential,1
fold1_room1_mix0279,fold1,walk,0,,,,,caution,L,v11core,12420025929,residential,1
fold1_room1_mix0280,fold1,static,2,siren,L,siren,R,caution,R,v11core,12420025930,daily,1
fold1_room1_mix0281,fold1,static,1,horn,L,,,caution,R,v11core,12420025931,daily,1
fold1_room1_mix0282,fold1,static,1,backup_beep,R,,,na,,v11core,12420025932,residential,0
fold1_room1_mix0283,fold1,static,1,bike_bell,L,,,na,,v11core,12420025933,residential,0
fold1_room1_mix0284,fold1,walk,1,backup_beep,L,,,caution,R,v11core,12420025934,daily,1
fold1_room1_mix0285,fold1,static,1,bike_bell,L,,,caution,L,v11core,12420025935,residential,1
fold1_room1_mix0286,fold1,walk,2,backup_beep,L,crossing,L,caution,L,v11core,12420025936,arterial,1
fold1_room1_mix0287,fold1,walk,0,,,,,safe,L,v11core,12420025937,arterial,1
fold1_room1_mix0288,fold1,static,1,horn,L,,,na,,v11core,12420025938,residential,0
fold1_room1_mix0289,fold1,static,1,siren,L,,,critical,R,v11core,12420025939,residential,1
fold1_room1_mix0290,fold1,static,1,siren,L,,,safe,L,v11core,12420025940,arterial,2
fold1_room1_mix0291,fold1,walk,1,crossing,L,,,caution,R,v11core,12420025941,daily,1
fold1_room1_mix0292,fold1,walk,0,,,,,critical,L,v11core,12420025942,residential,1
fold1_room1_mix0293,fold1,static,1,crossing,L,,,critical,L,v11core,12420025943,daily,1
fold1_room1_mix0294,fold1,static,0,,,,,safe,L,v11core,12420025944,daily,1
fold1_room1_mix0295,fold1,static,0,,,,,critical,L,v11core,12420025945,daily,3
fold1_room1_mix0296,fold1,walk,1,crossing,L,,,na,,v11core,12420025946,daily,0
fold1_room1_mix0297,fold1,static,0,,,,,na,,v11core,12420025947,residential,0
