subdir,name,size
foa,fold1_room1_mix0067.flac,1173946
foa,fold1_room1_mix0068.flac,1192457
foa,fold1_room1_mix0069.flac,1227231
foa,fold1_room1_mix0070.flac,1383131
foa,fold1_room1_mix0071.flac,1300444
foa,fold1_room1_mix0072.flac,1338440
foa,fold1_room1_mix0073.flac,1357366
foa,fold1_room1_mix0074.flac,1021698
foa,fold1_room1_mix0075.flac,1314888
foa,fold1_room1_mix0076.flac,1107989
foa,fold1_room1_mix0077.flac,1378512
foa,fold1_room1_mix0078.flac,1296216
foa,fold1_room1_mix0079.flac,977937
foa,fold1_room1_mix0080.flac,1145711
foa,fold1_room1_mix0081.flac,1127008
foa,fold1_room1_mix0082.flac,1231072
foa,fold1_room1_mix0083.flac,1246761
foa,fold1_room1_mix0084.flac,1337040
foa,fold1_room1_mix0085.flac,1238486
foa,fold1_room1_mix0086.flac,1176906
foa,fold1_room1_mix0087.flac,1328481
foa,fold1_room1_mix0088.flac,1312343
foa,fold1_room1_mix0089.flac,1025891
foa,fold1_room1_mix0090.flac,1044767
foa,fold1_room1_mix0091.flac,1237072
foa,fold1_room1_mix0092.flac,1341007
foa,fold1_room1_mix0093.flac,1338514
foa,fold1_room1_mix0094.flac,1125239
foa,fold1_room1_mix0095.flac,1375203
foa,fold1_room1_mix0096.flac,1100521
foa,fold1_room1_mix0097.flac,1118690
foa,fold1_room1_mix0098.flac,1136751
foa,fold1_room1_mix0099.flac,1061641
foa,fold1_room1_mix0100.flac,1111767
foa,fold1_room1_mix0101.flac,1329404
foa,fold1_room1_mix0102.flac,1347078
foa,fold1_room1_mix0103.flac,947246
foa,fold1_room1_mix0104.flac,1115265
foa,fold1_room1_mix0105.flac,1107946
foa,fold1_room1_mix0106.flac,1206279
foa,fold1_room1_mix0107.flac,1221448
foa,fold1_room1_mix0108.flac,1155462
foa,fold1_room1_mix0109.flac,1334387
foa,fold1_room1_mix0110.flac,1294604
foa,fold1_room1_mix0111.flac,1232223
foa,fold1_room1_mix0112.flac,1029150
foa,fold1_room1_mix0113.flac,1073599
foa,fold1_room1_mix0114.flac,1156614
foa,fold1_room1_mix0115.flac,1139891
foa,fold1_room1_mix0116.flac,1272021
foa,fold1_room1_mix0117.flac,1224031
foa,fold1_room1_mix0118.flac,1304613
foa,fold1_room1_mix0119.flac,1260613
foa,fold1_room1_mix0120.flac,1295296
foa,fold1_room1_mix0121.flac,1352976
foa,fold1_room1_mix0122.flac,1347113
foa,fold1_room1_mix0123.flac,1229166
foa,fold1_room1_mix0124.flac,1084521
foa,fold1_room1_mix0125.flac,1229516
foa,fold1_room1_mix0126.flac,1254767
foa,fold1_room1_mix0127.flac,1212512
foa,fold1_room1_mix0128.flac,1218248
foa,fold1_room1_mix0129.flac,1133587
foa,fold1_room1_mix0130.flac,1365085
foa,fold1_room1_mix0131.flac,838568
foa,fold1_room1_mix0132.flac,1069980
foa,fold1_room1_mix0133.flac,1127388
foa,fold1_room1_mix0134.flac,1164990
foa,fold1_room1_mix0135.flac,1309868
foa,fold1_room1_mix0136.flac,1337353
foa,fold1_room1_mix0137.flac,1171076
foa,fold1_room1_mix0138.flac,1317964
foa,fold1_room1_mix0139.flac,1156658
foa,fold1_room1_mix0140.flac,1267638
foa,fold1_room1_mix0141.flac,1178054
foa,fold1_room1_mix0142.flac,1171564
foa,fold1_room1_mix0143.flac,1100877
foa,fold1_room1_mix0144.flac,1183984
foa,fold1_room1_mix0145.flac,1217880
foa,fold1_room1_mix0146.flac,1245234
foa,fold1_room1_mix0147.flac,1231489
foa,fold1_room1_mix0148.flac,1292593
foa,fold1_room1_mix0149.flac,1444620
foa,fold1_room1_mix0150.flac,1139512
foa,fold1_room1_mix0151.flac,1430652
foa,fold1_room1_mix0152.flac,1329587
foa,fold1_room1_mix0153.flac,1284936
foa,fold1_room1_mix0154.flac,1291047
foa,fold1_room1_mix0155.flac,1166401
foa,fold1_room1_mix0156.flac,1248945
foa,fold1_room1_mix0157.flac,1185903
foa,fold1_room1_mix0158.flac,1333545
foa,fold1_room1_mix0159.flac,1117400
foa,fold1_room1_mix0160.flac,1124736
foa,fold1_room1_mix0161.flac,1350345
foa,fold1_room1_mix0162.flac,1294739
foa,fold1_room1_mix0163.flac,1342619
foa,fold1_room1_mix0164.flac,1210515
foa,fold1_room1_mix0165.flac,1309465
foa,fold1_room1_mix0166.flac,1252269
foa,fold1_room1_mix0167.flac,948356
foa,fold1_room1_mix0168.flac,1235218
foa,fold1_room1_mix0169.flac,1175151
foa,fold1_room1_mix0170.flac,1111487
foa,fold1_room1_mix0171.flac,1217648
foa,fold1_room1_mix0172.flac,1124892
foa,fold1_room1_mix0173.flac,1390490
foa,fold1_room1_mix0174.flac,1258234
foa,fold1_room1_mix0175.flac,1337561
foa,fold1_room1_mix0176.flac,1298655
foa,fold1_room1_mix0177.flac,1241374
foa,fold1_room1_mix0178.flac,1256641
foa,fold1_room1_mix0179.flac,1234229
foa,fold1_room1_mix0180.flac,1344297
foa,fold1_room1_mix0181.flac,1244591
foa,fold1_room1_mix0182.flac,1353320
foa,fold1_room1_mix0183.flac,1317723
foa,fold1_room1_mix0184.flac,1354782
foa,fold1_room1_mix0185.flac,1156005
foa,fold1_room1_mix0186.flac,1202037
foa,fold1_room1_mix0187.flac,1302823
foa,fold1_room1_mix0188.flac,1272954
foa,fold1_room1_mix0189.flac,1332629
foa,fold1_room1_mix0190.flac,1334043
foa,fold1_room1_mix0191.flac,1249487
foa,fold1_room1_mix0192.flac,1313025
foa,fold1_room1_mix0193.flac,1223886
foa,fold1_room1_mix0194.flac,1175366
foa,fold1_room1_mix0195.flac,1300198
foa,fold1_room1_mix0196.flac,1124242
foa,fold1_room1_mix0197.flac,1179777
foa,fold1_room1_mix0198.flac,1298822
foa,fold1_room1_mix0199.flac,1199582
foa,fold1_room1_mix0200.flac,1319240
foa,fold1_room1_mix0201.flac,1149723
foa,fold1_room1_mix0202.flac,1185974
foa,fold1_room1_mix0203.flac,1353393
foa,fold1_room1_mix0204.flac,997033
foa,fold1_room1_mix0205.flac,1299501
foa,fold1_room1_mix0206.flac,1258267
foa,fold1_room1_mix0207.flac,1381072
foa,fold1_room1_mix0208.flac,1410276
foa,fold1_room1_mix0209.flac,1336684
foa,fold1_room1_mix0210.flac,1444884
foa,fold1_room1_mix0211.flac,1031153
foa,fold1_room1_mix0212.flac,1393422
foa,fold1_room1_mix0213.flac,960963
foa,fold1_room1_mix0214.flac,1343398
foa,fold1_room1_mix0215.flac,1334945
foa,fold1_room1_mix0216.flac,1161395
foa,fold1_room1_mix0217.flac,1024806
foa,fold1_room1_mix0218.flac,1305258
foa,fold1_room1_mix0219.flac,1056872
foa,fold1_room1_mix0220.flac,1150309
foa,fold1_room1_mix0221.flac,1118942
foa,fold1_room1_mix0222.flac,1143212
foa,fold1_room1_mix0223.flac,1298001
foa,fold1_room1_mix0224.flac,1270743
foa,fold1_room1_mix0225.flac,1080982
foa,fold1_room1_mix0226.flac,1327685
foa,fold1_room1_mix0227.flac,1131101
foa,fold1_room1_mix0228.flac,1393841
foa,fold1_room1_mix0229.flac,1230806
foa,fold1_room1_mix0230.flac,1191972
foa,fold1_room1_mix0231.flac,1346139
foa,fold1_room1_mix0232.flac,1253590
foa,fold1_room1_mix0233.flac,1053377
foa,fold1_room1_mix0234.flac,1313082
foa,fold1_room1_mix0235.flac,1121129
foa,fold1_room1_mix0236.flac,1133966
foa,fold1_room1_mix0237.flac,1337831
foa,fold1_room1_mix0238.flac,1366492
foa,fold1_room1_mix0239.flac,1070216
foa,fold1_room1_mix0240.flac,1073240
foa,fold1_room1_mix0241.flac,1336814
foa,fold1_room1_mix0242.flac,1294453
foa,fold1_room1_mix0243.flac,1183234
foa,fold1_room1_mix0244.flac,1333102
foa,fold1_room1_mix0245.flac,1108346
foa,fold1_room1_mix0246.flac,1312948
foa,fold1_room1_mix0247.flac,1403836
foa,fold1_room1_mix0248.flac,1177961
foa,fold1_room1_mix0249.flac,1241889
foa,fold1_room1_mix0250.flac,1234937
foa,fold1_room1_mix0251.flac,1253111
foa,fold1_room1_mix0252.flac,1066432
foa,fold1_room1_mix0253.flac,1325999
foa,fold1_room1_mix0254.flac,1080616
foa,fold1_room1_mix0255.flac,1238305
foa,fold1_room1_mix0256.flac,1143248
foa,fold1_room1_mix0257.flac,1160261
foa,fold1_room1_mix0258.flac,1323526
foa,fold1_room1_mix0259.flac,1252784
foa,fold1_room1_mix0260.flac,843068
foa,fold1_room1_mix0261.flac,1401242
foa,fold1_room1_mix0262.flac,1130640
foa,fold1_room1_mix0263.flac,1109182
foa,fold1_room1_mix0264.flac,1227706
foa,fold1_room1_mix0265.flac,1098392
foa,fold1_room1_mix0266.flac,1146884
foa,fold1_room1_mix0267.flac,873016
foa,fold1_room1_mix0268.flac,1242637
foa,fold1_room1_mix0269.flac,1239457
foa,fold1_room1_mix0270.flac,1265626
foa,fold1_room1_mix0271.flac,1298802
foa,fold1_room1_mix0272.flac,1158849
foa,fold1_room1_mix0273.flac,1343410
foa,fold1_room1_mix0274.flac,1177898
foa,fold1_room1_mix0275.flac,1257494
foa,fold1_room1_mix0276.flac,1297429
foa,fold1_room1_mix0277.flac,1250833
foa,fold1_room1_mix0278.flac,1269274
foa,fold1_room1_mix0279.flac,1290038
foa,fold1_room1_mix0280.flac,1347239
foa,fold1_room1_mix0281.flac,1215768
foa,fold1_room1_mix0282.flac,1180537
foa,fold1_room1_mix0283.flac,912586
foa,fold1_room1_mix0284.flac,1094912
foa,fold1_room1_mix0285.flac,1359707
foa,fold1_room1_mix0286.flac,1288724
foa,fold1_room1_mix0287.flac,1060701
foa,fold1_room1_mix0288.flac,1237771
foa,fold1_room1_mix0289.flac,1302645
foa,fold1_room1_mix0290.flac,1372375
foa,fold1_room1_mix0291.flac,1144028
foa,fold1_room1_mix0292.flac,1138758
foa,fold1_room1_mix0293.flac,1343950
foa,fold1_room1_mix0294.flac,1302453
foa,fold1_room1_mix0295.flac,1348229
foa,fold1_room1_mix0296.flac,1223665
foa,fold1_room1_mix0297.flac,1251033
foa,fold1_room1_mix0298.flac,1285482
foa,fold1_room1_mix0299.flac,1035817
foa,fold1_room1_mix0300.flac,1339327
foa,fold1_room1_mix0301.flac,1035387
foa,fold1_room1_mix0302.flac,1299766
foa,fold1_room1_mix0303.flac,1219717
foa,fold1_room1_mix0304.flac,1224150
foa,fold1_room1_mix0305.flac,1199389
foa,fold1_room1_mix0306.flac,1319204
foa,fold1_room1_mix0307.flac,1188396
foa,fold1_room1_mix0308.flac,1323055
foa,fold1_room1_mix0309.flac,1178529
foa,fold1_room1_mix0310.flac,1300703
foa,fold1_room1_mix0311.flac,1267466
foa,fold1_room1_mix0312.flac,1285917
foa,fold1_room1_mix0313.flac,1165063
foa,fold1_room1_mix0314.flac,1300329
foa,fold1_room1_mix0315.flac,1295607
foa,fold1_room1_mix0316.flac,888775
foa,fold1_room1_mix0317.flac,1309201
foa,fold1_room1_mix0318.flac,1259797
foa,fold1_room1_mix0319.flac,1236894
foa,fold1_room1_mix0320.flac,1253572
foa,fold1_room1_mix0321.flac,1214613
foa,fold1_room1_mix0322.flac,1468341
foa,fold1_room1_mix0323.flac,1117460
foa,fold1_room1_mix0324.flac,998767
foa,fold1_room1_mix0325.flac,1279388
foa,fold1_room1_mix0326.flac,1246075
foa,fold1_room1_mix0327.flac,1387666
foa,fold1_room1_mix0328.flac,1327108
foa,fold1_room1_mix0329.flac,1421548
foa,fold1_room1_mix0330.flac,1003774
foa,fold1_room1_mix0331.flac,1196773
foa,fold1_room1_mix0332.flac,1037779
foa,fold1_room1_mix0333.flac,1101934
foa,fold1_room1_mix0334.flac,1260437
foa,fold1_room1_mix0335.flac,1396939
foa,fold1_room1_mix0336.flac,1135546
foa,fold1_room1_mix0337.flac,1217288
foa,fold1_room1_mix0338.flac,1343250
foa,fold1_room1_mix0339.flac,1132241
foa,fold1_room1_mix0340.flac,1114085
foa,fold1_room1_mix0341.flac,1147619
foa,fold1_room1_mix0342.flac,1205739
foa,fold1_room1_mix0343.flac,1333174
foa,fold1_room1_mix0344.flac,1134847
foa,fold1_room1_mix0345.flac,1220829
foa,fold1_room1_mix0346.flac,862762
foa,fold1_room1_mix0347.flac,1163851
foa,fold1_room1_mix0348.flac,1200143
foa,fold1_room1_mix0349.flac,1140263
foa,fold1_room1_mix0350.flac,1270452
foa,fold1_room1_mix0351.flac,1488124
foa,fold1_room1_mix0352.flac,1323690
foa,fold1_room1_mix0353.flac,1128097
foa,fold1_room1_mix0354.flac,1163572
foa,fold1_room1_mix0355.flac,1347228
foa,fold1_room1_mix0356.flac,1113318
foa,fold1_room1_mix0357.flac,1395150
foa,fold1_room1_mix0358.flac,1124544
foa,fold1_room1_mix0359.flac,1306010
foa,fold1_room1_mix0360.flac,1252450
foa,fold1_room1_mix0361.flac,1207393
foa,fold1_room1_mix0362.flac,1185384
foa,fold1_room1_mix0363.flac,1277195
foa,fold1_room1_mix0364.flac,844566
foa,fold1_room1_mix0365.flac,1343351
foa,fold1_room1_mix0366.flac,1302610
foa,fold1_room1_mix0367.flac,1181582
foa,fold1_room1_mix0368.flac,1279071
foa,fold1_room1_mix0369.flac,1241212
foa,fold1_room1_mix0370.flac,1344415
foa,fold1_room1_mix0371.flac,1278975
foa,fold1_room1_mix0372.flac,1200801
foa,fold1_room1_mix0373.flac,939895
foa,fold1_room1_mix0374.flac,1343335
foa,fold1_room1_mix0375.flac,1183454
foa,fold1_room1_mix0376.flac,1191715
foa,fold1_room1_mix0377.flac,1344532
foa,fold1_room1_mix0378.flac,1289687
foa,fold1_room1_mix0379.flac,1295927
foa,fold1_room1_mix0380.flac,1178081
foa,fold1_room1_mix0381.flac,1461569
foa,fold1_room1_mix0382.flac,1224185
foa,fold1_room1_mix0383.flac,1339092
foa,fold1_room1_mix0384.flac,1224484
foa,fold1_room1_mix0385.flac,1268707
foa,fold1_room1_mix0386.flac,1309040
foa,fold1_room1_mix0387.flac,1121565
foa,fold1_room1_mix0388.flac,1354489
foa,fold1_room1_mix0389.flac,1384677
foa,fold1_room1_mix0390.flac,1278413
foa,fold1_room1_mix0391.flac,1215586
foa,fold1_room1_mix0392.flac,1223336
foa,fold1_room1_mix0393.flac,1247891
foa,fold1_room1_mix0394.flac,1208403
foa,fold1_room1_mix0395.flac,1373463
foa,fold1_room1_mix0396.flac,958050
foa,fold1_room1_mix0397.flac,1148153
foa,fold1_room1_mix0398.flac,1353165
foa,fold1_room1_mix0399.flac,842733
foa,fold1_room1_mix0400.flac,844467
foa,fold1_room1_mix0401.flac,1252098
foa,fold1_room1_mix0402.flac,1176704
foa,fold1_room1_mix0403.flac,1110930
foa,fold1_room1_mix0404.flac,1170821
foa,fold1_room1_mix0405.flac,1100746
foa,fold1_room1_mix0406.flac,1364815
foa,fold1_room1_mix0407.flac,1375569
foa,fold1_room1_mix0408.flac,1275866
foa,fold1_room1_mix0409.flac,1325782
foa,fold1_room1_mix0410.flac,957892
foa,fold1_room1_mix0411.flac,1220154
foa,fold1_room1_mix0412.flac,1265522
foa,fold1_room1_mix0413.flac,1262741
foa,fold1_room1_mix0414.flac,1309233
foa,fold1_room1_mix0415.flac,1211852
foa,fold1_room1_mix0416.flac,1260212
foa,fold1_room1_mix0417.flac,1160568
foa,fold1_room1_mix0418.flac,1363845
foa,fold1_room1_mix0419.flac,1385840
foa,fold1_room1_mix0420.flac,1089724
foa,fold1_room1_mix0421.flac,1342031
foa,fold1_room1_mix0422.flac,1117892
foa,fold1_room1_mix0423.flac,1337085
foa,fold1_room1_mix0424.flac,1313573
foa,fold1_room1_mix0425.flac,1243845
foa,fold1_room1_mix0426.flac,1127051
foa,fold1_room1_mix0427.flac,870976
foa,fold1_room1_mix0428.flac,1336037
foa,fold1_room1_mix0429.flac,1247495
foa,fold1_room1_mix0430.flac,1235706
foa,fold1_room1_mix0431.flac,1236454
foa,fold1_room1_mix0432.flac,1350512
foa,fold1_room1_mix0433.flac,1135878
foa,fold1_room1_mix0434.flac,1146128
foa,fold1_room1_mix0435.flac,1335357
foa,fold1_room1_mix0436.flac,1151655
foa,fold1_room1_mix0437.flac,1175243
foa,fold1_room1_mix0438.flac,1289182
foa,fold1_room1_mix0439.flac,1264541
foa,fold1_room1_mix0440.flac,839747
foa,fold1_room1_mix0441.flac,1056850
foa,fold1_room1_mix0442.flac,1206375
foa,fold1_room1_mix0443.flac,1175895
foa,fold1_room1_mix0444.flac,1317945
foa,fold1_room1_mix0445.flac,1219958
foa,fold1_room1_mix0446.flac,1217379
foa,fold1_room1_mix0447.flac,1320892
foa,fold1_room1_mix0448.flac,982831
foa,fold1_room1_mix0449.flac,1427892
foa,fold1_room1_mix0450.flac,1216060
foa,fold1_room1_mix0451.flac,1274240
foa,fold1_room1_mix0452.flac,1333568
foa,fold1_room1_mix0453.flac,1118442
foa,fold1_room1_mix0454.flac,1246701
foa,fold1_room1_mix0455.flac,1284252
foa,fold1_room1_mix0456.flac,1215688
foa,fold1_room1_mix0457.flac,1197477
foa,fold1_room1_mix0458.flac,1377595
foa,fold1_room1_mix0459.flac,1303837
foa,fold1_room1_mix0460.flac,1203500
foa,fold1_room1_mix0461.flac,1267242
foa,fold1_room1_mix0462.flac,1096467
foa,fold1_room1_mix0463.flac,1189824
foa,fold1_room1_mix0464.flac,1358717
foa,fold1_room1_mix0465.flac,897112
foa,fold1_room1_mix0466.flac,1407360
foa,fold1_room1_mix0467.flac,1307680
foa,fold1_room1_mix0468.flac,1306435
foa,fold1_room1_mix0469.flac,1304004
foa,fold1_room1_mix0470.flac,1126738
foa,fold1_room1_mix0471.flac,1312087
foa,fold1_room1_mix0472.flac,1115561
foa,fold1_room1_mix0473.flac,1046524
foa,fold1_room1_mix0474.flac,1313596
foa,fold1_room1_mix0475.flac,1360266
foa,fold1_room1_mix0476.flac,1100064
foa,fold1_room1_mix0477.flac,1209836
foa,fold1_room1_mix0478.flac,1266495
foa,fold1_room1_mix0479.flac,1318146
foa,fold1_room1_mix0480.flac,1275944
foa,fold1_room1_mix0481.flac,1363320
foa,fold1_room1_mix0482.flac,1193559
foa,fold1_room1_mix0483.flac,1189201
foa,fold1_room1_mix0484.flac,1191351
foa,fold1_room1_mix0485.flac,1129989
foa,fold1_room1_mix0486.flac,1114939
foa,fold1_room1_mix0487.flac,1280691
foa,fold1_room1_mix0488.flac,1185922
foa,fold1_room1_mix0489.flac,1271119
foa,fold1_room1_mix0490.flac,1309925
foa,fold1_room1_mix0491.flac,1289166
foa,fold1_room1_mix0492.flac,1133387
foa,fold1_room1_mix0493.flac,1186200
foa,fold1_room1_mix0494.flac,1331793
foa,fold1_room1_mix0495.flac,1261588
foa,fold1_room1_mix0496.flac,1152920
foa,fold1_room1_mix0497.flac,1119245
foa,fold1_room1_mix0498.flac,1351047
foa,fold1_room1_mix0499.flac,1204173
foa,fold1_room1_mix0500.flac,1500331
foa,fold1_room1_mix0501.flac,1279096
foa,fold1_room1_mix0502.flac,1252832
foa,fold1_room1_mix0503.flac,1376695
foa,fold1_room1_mix0504.flac,1048550
foa,fold1_room1_mix0505.flac,1330083
foa,fold1_room1_mix0506.flac,1168000
foa,fold1_room1_mix0507.flac,1273010
foa,fold1_room1_mix0508.flac,1362618
foa,fold1_room1_mix0509.flac,1149731
foa,fold1_room1_mix0510.flac,1184255
foa,fold1_room1_mix0511.flac,1255458
foa,fold1_room1_mix0512.flac,964787
foa,fold1_room1_mix0513.flac,864347
foa,fold1_room1_mix0514.flac,1251001
foa,fold1_room1_mix0515.flac,1353395
foa,fold1_room1_mix0516.flac,1278244
foa,fold1_room1_mix0517.flac,1333191
foa,fold1_room1_mix0518.flac,1249608
foa,fold1_room1_mix0519.flac,1292236
foa,fold1_room1_mix0520.flac,1002565
foa,fold1_room1_mix0521.flac,1225721
foa,fold1_room1_mix0522.flac,1383384
foa,fold1_room1_mix0523.flac,1365869
foa,fold1_room1_mix0524.flac,1256638
foa,fold1_room1_mix0525.flac,1198029
foa,fold1_room1_mix0526.flac,1316092
foa,fold1_room1_mix0527.flac,1255040
foa,fold1_room1_mix0528.flac,1092045
foa,fold1_room1_mix0529.flac,1212660
foa,fold1_room1_mix0530.flac,976438
foa,fold1_room1_mix0531.flac,1238667
foa,fold1_room1_mix0532.flac,1239230
foa,fold1_room1_mix0533.flac,1268003
foa,fold1_room1_mix0534.flac,1251523
foa,fold1_room1_mix0535.flac,1264621
foa,fold1_room1_mix0536.flac,1238778
foa,fold1_room1_mix0537.flac,1325066
foa,fold1_room1_mix0538.flac,1099661
foa,fold1_room1_mix0539.flac,1283899
foa,fold1_room1_mix0540.flac,1132291
foa,fold1_room1_mix0541.flac,1325247
foa,fold1_room1_mix0542.flac,1182272
foa,fold1_room1_mix0543.flac,1360098
foa,fold1_room1_mix0544.flac,1242912
foa,fold1_room1_mix0545.flac,1039623
foa,fold1_room1_mix0546.flac,1130078
foa,fold1_room1_mix0547.flac,1321960
foa,fold1_room1_mix0548.flac,1165975
foa,fold1_room1_mix0549.flac,1334909
foa,fold1_room1_mix0550.flac,1229739
foa,fold1_room1_mix0551.flac,1353207
foa,fold1_room1_mix0552.flac,1193948
foa,fold1_room1_mix0553.flac,1231317
foa,fold1_room1_mix0554.flac,1149386
foa,fold1_room1_mix0555.flac,1197528
foa,fold1_room1_mix0556.flac,1087579
foa,fold1_room1_mix0557.flac,1258173
foa,fold1_room1_mix0558.flac,1061325
foa,fold1_room1_mix0559.flac,1089280
foa,fold1_room1_mix0560.flac,967646
foa,fold1_room1_mix0561.flac,1252968
foa,fold1_room1_mix0562.flac,1114202
foa,fold1_room1_mix0563.flac,1037196
foa,fold1_room1_mix0564.flac,1115410
foa,fold1_room1_mix0565.flac,1236544
foa,fold1_room1_mix0566.flac,1152726
foa,fold1_room1_mix0567.flac,1034405
foa,fold1_room1_mix0568.flac,1244899
foa,fold1_room1_mix0569.flac,1171225
foa,fold1_room1_mix0570.flac,1306082
foa,fold1_room1_mix0571.flac,1191975
foa,fold1_room1_mix0572.flac,1253355
foa,fold1_room1_mix0573.flac,1141479
foa,fold1_room1_mix0574.flac,1134921
foa,fold1_room1_mix0575.flac,1360454
foa,fold1_room1_mix0576.flac,1162635
foa,fold1_room1_mix0577.flac,1174816
foa,fold1_room1_mix0578.flac,1315933
foa,fold1_room1_mix0579.flac,1180452
foa,fold1_room1_mix0580.flac,1114680
foa,fold1_room1_mix0581.flac,1124800
foa,fold1_room1_mix0582.flac,1276069
foa,fold1_room1_mix0583.flac,840090
foa,fold1_room1_mix0584.flac,1425552
foa,fold1_room1_mix0585.flac,1106777
foa,fold1_room1_mix0586.flac,1217604
foa,fold1_room1_mix0587.flac,1171015
foa,fold1_room1_mix0588.flac,1073836
foa,fold1_room1_mix0589.flac,1172100
foa,fold1_room1_mix0590.flac,1314531
foa,fold1_room1_mix0591.flac,1226393
foa,fold1_room1_mix0592.flac,1309340
foa,fold1_room1_mix0593.flac,1498729
foa,fold1_room1_mix0594.flac,1216514
foa,fold1_room1_mix0595.flac,1337602
foa,fold1_room1_mix0596.flac,1358641
foa,fold1_room1_mix0597.flac,1329052
foa,fold1_room1_mix0598.flac,1352416
foa,fold1_room1_mix0599.flac,1175555
foa,fold1_room1_mix0600.flac,931752
foa,fold1_room1_mix0601.flac,1274458
foa,fold1_room1_mix0602.flac,1234608
foa,fold1_room1_mix0603.flac,1187359
foa,fold1_room1_mix0604.flac,1133261
foa,fold1_room1_mix0605.flac,1192306
foa,fold1_room1_mix0606.flac,1205569
foa,fold1_room1_mix0607.flac,1258170
foa,fold1_room1_mix0608.flac,1011836
foa,fold1_room1_mix0609.flac,1368375
foa,fold1_room1_mix0610.flac,1333099
foa,fold1_room1_mix0611.flac,1183983
foa,fold1_room1_mix0612.flac,887488
foa,fold1_room1_mix0613.flac,1254976
foa,fold1_room1_mix0614.flac,1381622
foa,fold1_room1_mix0615.flac,1162290
foa,fold1_room1_mix0616.flac,1023569
foa,fold1_room1_mix0617.flac,1232961
foa,fold1_room1_mix0618.flac,1267545
foa,fold1_room1_mix0619.flac,1310175
foa,fold1_room1_mix0620.flac,987008
foa,fold1_room1_mix0621.flac,1108478
foa,fold1_room1_mix0622.flac,1344933
foa,fold1_room1_mix0623.flac,1170781
foa,fold1_room1_mix0624.flac,1025862
foa,fold1_room1_mix0625.flac,1251138
foa,fold1_room1_mix0626.flac,1143177
foa,fold1_room1_mix0627.flac,1209100
foa,fold1_room1_mix0628.flac,1241850
foa,fold1_room1_mix0629.flac,1206804
foa,fold1_room1_mix0630.flac,1266375
foa,fold1_room1_mix0631.flac,1385172
foa,fold1_room1_mix0632.flac,1277889
foa,fold1_room1_mix0633.flac,1256709
foa,fold1_room1_mix0634.flac,1241297
foa,fold1_room1_mix0635.flac,1323024
foa,fold1_room1_mix0636.flac,1328639
foa,fold1_room1_mix0637.flac,1200875
